#{"t_start": 1758294653.39381, "env_id": "None"}
r,l,t
25.0,25,1.111699
55.0,55,1.22947
14.0,14,1.237451
26.0,26,1.255423
14.0,14,1.266795
37.0,37,1.290704
15.0,15,1.302605
21.0,21,1.318138
13.0,13,1.324421
13.0,13,1.333934
12.0,12,1.339727
65.0,65,1.376937
43.0,43,1.406151
16.0,16,1.413962
27.0,27,1.429982
17.0,17,1.438134
45.0,45,1.465739
19.0,19,1.474829
20.0,20,1.50322
14.0,14,1.513514
28.0,28,1.531349
45.0,45,1.559707
16.0,16,1.567373
65.0,65,1.604617
19.0,19,1.61943
28.0,28,1.635967
16.0,16,1.643682
16.0,16,1.654413
33.0,33,1.673393
41.0,41,1.695972
29.0,29,1.715472
15.0,15,1.722699
19.0,19,1.735008
35.0,35,1.754815
18.0,18,1.766471
10.0,10,1.771295
17.0,17,1.782608
17.0,17,1.790766
16.0,16,1.801477
29.0,29,1.817938
56.0,56,1.85075
15.0,15,1.860994
37.0,37,1.881657
14.0,14,1.888333
16.0,16,1.899027
70.0,70,1.941653
15.0,15,1.949069
60.0,60,1.984672
14.0,14,1.994659
20.0,20,2.004451
15.0,15,2.014843
14.0,14,2.024442
22.0,22,2.038541
19.0,19,2.050967
24.0,24,2.062763
28.0,28,2.079565
30.0,30,2.096993
19.0,19,2.109119
54.0,54,2.148141
15.0,15,2.160725
20.0,20,2.170255
15.0,15,2.180476
18.0,18,2.192073
42.0,42,2.215026
28.0,28,2.235149
12.0,12,2.240865
14.0,14,2.25059
11.0,11,2.25585
55.0,55,2.287941
17.0,17,2.295983
11.0,11,2.301239
49.0,49,2.334224
23.0,23,2.348733
29.0,29,2.366013
24.0,24,2.377637
11.0,11,2.386154
13.0,13,2.392473
15.0,15,2.402899
24.0,24,2.414581
17.0,17,2.425985
21.0,21,2.441975
15.0,15,2.44933
26.0,26,2.465194
35.0,35,2.485418
67.0,67,2.523421
19.0,19,2.538422
23.0,23,2.549639
22.0,22,2.563485
42.0,42,2.586651
54.0,54,2.618219
30.0,30,2.638056
12.0,12,2.643994
23.0,23,2.658458
19.0,19,2.670935
15.0,15,2.678278
44.0,44,2.702773
30.0,30,2.720461
19.0,19,2.732811
17.0,17,2.74686
18.0,18,2.75564
12.0,12,2.76153
39.0,39,2.789329
28.0,28,2.805611
36.0,36,2.825644
21.0,21,2.835914
27.0,27,2.855259
14.0,14,2.865258
38.0,38,2.887204
29.0,29,2.904502
19.0,19,2.91376
64.0,64,2.954232
22.0,22,2.96811
12.0,12,2.973983
29.0,29,2.991262
37.0,37,3.012357
24.0,24,3.02721
42.0,42,3.05357
17.0,17,3.064778
18.0,18,3.076333
83.0,83,3.121449
39.0,39,3.153268
73.0,73,3.198208
19.0,19,3.207499
28.0,28,3.224253
18.0,18,3.235972
13.0,13,3.242135
19.0,19,3.256933
11.0,11,3.262344
26.0,26,3.278158
17.0,17,3.286456
17.0,17,3.297859
16.0,16,3.312261
9.0,9,3.321686
36.0,36,3.342181
58.0,58,3.379805
16.0,16,3.387638
25.0,25,3.402708
12.0,12,3.4084
15.0,15,3.418543
19.0,19,3.427546
15.0,15,3.437682
16.0,16,3.445245
40.0,40,3.473399
23.0,23,3.484638
24.0,24,3.499474
55.0,55,3.532402
37.0,37,3.55359
27.0,27,3.572571
31.0,31,3.590911
28.0,28,3.607676
42.0,42,3.630981
13.0,13,3.637135
35.0,35,3.656724
28.0,28,3.676127
31.0,31,3.694381
9.0,9,3.701899
12.0,12,3.707793
23.0,23,3.721982
12.0,12,3.727658
15.0,15,3.735059
13.0,13,3.744496
30.0,30,3.765131
32.0,32,3.783998
28.0,28,3.800778
51.0,51,3.8282
18.0,18,3.839771
35.0,35,3.859292
21.0,21,3.874968
9.0,9,3.879344
74.0,74,3.921221
17.0,17,3.932805
20.0,20,3.942593
21.0,21,3.955931
62.0,62,3.994807
27.0,27,4.011034
14.0,14,4.017875
32.0,32,4.03611
13.0,13,4.045294
45.0,45,4.072015
18.0,18,4.083992
27.0,27,4.096828
58.0,58,4.130211
27.0,27,4.14637
20.0,20,4.159193
22.0,22,4.169945
20.0,20,4.185413
62.0,62,4.425335
13.0,13,4.431784
32.0,32,4.454637
14.0,14,4.465808
42.0,42,4.491894
15.0,15,4.502249
13.0,13,4.50848
29.0,29,4.525508
32.0,32,4.543984
11.0,11,4.549292
18.0,18,4.561088
25.0,25,4.576044
18.0,18,4.587087
55.0,55,4.619878
46.0,46,4.644491
14.0,14,4.654169
34.0,34,4.6732
26.0,26,4.690992
28.0,28,4.707223
22.0,22,4.717653
71.0,71,4.757262
27.0,27,4.773065
27.0,27,4.791276
23.0,23,4.805254
19.0,19,4.81426
13.0,13,4.823484
34.0,34,4.842561
49.0,49,4.868681
22.0,22,4.882089
53.0,53,4.915458
44.0,44,4.939236
27.0,27,4.955016
70.0,70,4.996439
15.0,15,5.006641
20.0,20,5.016103
33.0,33,5.03475
17.0,17,5.045837
39.0,39,5.067299
36.0,36,5.087354
23.0,23,5.104125
37.0,37,5.124672
24.0,24,5.139104
37.0,37,5.159642
72.0,72,5.202574
14.0,14,5.212329
17.0,17,5.220362
32.0,32,5.238497
29.0,29,5.258984
21.0,21,5.271954
34.0,34,5.291053
49.0,49,5.31998
18.0,18,5.331502
20.0,20,5.343964
111.0,111,5.407783
28.0,28,5.424116
15.0,15,5.431243
17.0,17,5.442325
20.0,20,5.451767
18.0,18,5.463298
40.0,40,5.485148
33.0,33,5.503697
37.0,37,5.526625
43.0,43,5.552921
41.0,41,5.575265
36.0,36,5.595238
32.0,32,5.615735
24.0,24,5.630177
17.0,17,5.641211
30.0,30,5.655411
11.0,11,5.663666
25.0,25,5.678507
62.0,62,5.716213
48.0,48,5.741923
40.0,40,5.763814
54.0,54,5.795293
75.0,75,5.839138
14.0,14,5.848795
28.0,28,5.865089
32.0,32,5.883213
47.0,47,5.908376
52.0,52,5.941374
99.0,99,5.997013
34.0,34,6.016049
39.0,39,6.040102
31.0,31,6.057757
36.0,36,6.077771
30.0,30,6.094949
38.0,38,6.11592
49.0,49,6.147499
76.0,76,6.189321
29.0,29,6.206005
13.0,13,6.21522
14.0,14,6.224289
34.0,34,6.243366
32.0,32,6.261431
55.0,55,6.293457
24.0,24,6.304801
31.0,31,6.322932
16.0,16,6.340361
25.0,25,6.355901
57.0,57,6.389863
21.0,21,6.400172
15.0,15,6.410479
30.0,30,6.430053
55.0,55,6.463937
23.0,23,6.478122
94.0,94,6.536646
31.0,31,6.5548
26.0,26,6.570123
41.0,41,6.592531
28.0,28,6.608758
26.0,26,6.624058
46.0,46,6.650811
34.0,34,6.669901
24.0,24,6.684284
32.0,32,6.702426
74.0,74,6.745262
45.0,45,6.772565
15.0,15,6.779693
22.0,22,6.793144
27.0,27,6.808922
40.0,40,6.830847
55.0,55,6.864811
16.0,16,6.872408
16.0,16,6.883007
16.0,16,6.890605
27.0,27,6.906364
47.0,47,6.931546
96.0,96,6.987805
92.0,92,7.040214
67.0,67,7.079853
37.0,37,7.103347
32.0,32,7.125313
14.0,14,7.132002
23.0,23,7.147909
13.0,13,7.154312
61.0,61,7.189678
51.0,51,7.219798
22.0,22,7.230218
54.0,54,7.263741
48.0,48,7.295996
31.0,31,7.310721
33.0,33,7.332857
31.0,31,7.347526
99.0,99,7.647854
28.0,28,7.663513
29.0,29,7.680778
13.0,13,7.690158
33.0,33,7.708838
21.0,21,7.71877
51.0,51,7.748907
12.0,12,7.754778
126.0,126,7.828194
26.0,26,7.84354
29.0,29,7.862141
38.0,38,7.883191
38.0,38,7.904204
16.0,16,7.914816
23.0,23,7.928755
29.0,29,7.945484
41.0,41,7.969679
21.0,21,7.982609
61.0,61,8.014407
21.0,21,8.027394
95.0,95,8.083044
29.0,29,8.099818
39.0,39,8.121314
71.0,71,8.160778
15.0,15,8.172832
12.0,12,8.178527
27.0,27,8.197285
72.0,72,8.237392
20.0,20,8.249856
63.0,63,8.288868
18.0,18,8.297404
38.0,38,8.321435
30.0,30,8.338653
96.0,96,8.394691
19.0,19,8.403706
60.0,60,8.438012
23.0,23,8.451904
30.0,30,8.469289
15.0,15,8.478393
24.0,24,8.492921
49.0,49,8.519021
27.0,27,8.534777
30.0,30,8.551956
68.0,68,8.592165
15.0,15,8.602298
10.0,10,8.607077
56.0,56,8.639477
27.0,27,8.65522
19.0,19,8.664191
47.0,47,8.694206
18.0,18,8.702709
81.0,81,8.749802
28.0,28,8.76603
109.0,109,8.828191
46.0,46,8.855892
12.0,12,8.861593
28.0,28,8.879631
62.0,62,8.914926
29.0,29,8.93176
