#{"t_start": 1760504751.5979912, "env_id": "CartPole-v1"}
r,l,t
13.0,13,2.040766
13.0,13,2.056521
23.0,23,2.532954
11.0,11,2.548854
11.0,11,2.648029
38.0,38,2.784628
16.0,16,2.804392
27.0,27,2.928147
24.0,24,3.057247
13.0,13,3.076385
33.0,33,3.204643
95.0,95,3.598749
149.0,149,4.256891
85.0,85,4.657582
101.0,101,5.064538
184.0,184,5.803136
178.0,178,6.443875
155.0,155,7.098082
228.0,228,8.005326
339.0,339,9.576046
360.0,360,11.022862
280.0,280,12.12984
500.0,500,14.06162
500.0,500,17.730461
500.0,500,19.789765
500.0,500,21.696743
500.0,500,23.747286
500.0,500,25.683665
500.0,500,27.679189
500.0,500,31.455551
500.0,500,33.3241
500.0,500,35.361832
500.0,500,37.341269
500.0,500,39.317356
500.0,500,41.362746
500.0,500,44.855611
500.0,500,47.031846
500.0,500,49.091029
500.0,500,51.086293
500.0,500,53.122517
500.0,500,55.246126
500.0,500,57.324809
