#{"t_start": 1760504751.5973063, "env_id": "CartPole-v1"}
r,l,t
12.0,12,2.040174
14.0,14,2.057159
26.0,26,2.537217
23.0,23,2.658276
22.0,22,2.770926
50.0,50,2.922465
40.0,40,3.074539
33.0,33,3.20281
94.0,94,3.595159
32.0,32,3.724096
107.0,107,4.241717
106.0,106,4.670098
181.0,181,5.417309
215.0,215,6.208898
236.0,236,7.209179
407.0,407,8.919631
306.0,306,10.220163
500.0,500,12.278562
500.0,500,14.193229
500.0,500,17.848616
500.0,500,19.822793
500.0,500,21.819683
500.0,500,23.861248
500.0,500,25.809392
500.0,500,27.804504
500.0,500,31.583625
500.0,500,33.465972
500.0,500,35.485391
500.0,500,37.3793
500.0,500,39.46906
500.0,500,41.476675
500.0,500,44.98184
500.0,500,47.155922
500.0,500,49.202573
500.0,500,51.198064
500.0,500,53.249648
500.0,500,55.285124
500.0,500,57.471775
