#{"t_start": 1758289373.8592803, "env_id": "None"}
r,l,t
25.0,25,1.259697
55.0,55,1.308271
14.0,14,1.322091
26.0,26,1.34543
14.0,14,1.361746
21.0,21,1.383358
17.0,17,1.398716
24.0,24,1.420971
46.0,46,1.466642
15.0,15,1.480841
12.0,12,1.490445
77.0,77,1.565003
22.0,22,1.583199
55.0,55,1.642045
11.0,11,1.654458
65.0,65,1.717835
18.0,18,1.73376
27.0,27,1.757674
15.0,15,1.774342
24.0,24,1.796423
16.0,16,1.811183
23.0,23,1.832705
47.0,47,1.878777
49.0,49,1.923459
36.0,36,1.958125
12.0,12,1.967737
29.0,29,1.997983
26.0,26,2.026699
31.0,31,2.055498
16.0,16,2.070283
11.0,11,2.081876
24.0,24,2.103886
44.0,44,2.14575
38.0,38,2.183673
24.0,24,2.202719
36.0,36,2.229851
23.0,23,2.248226
39.0,39,2.281596
17.0,17,2.294677
26.0,26,2.314475
11.0,11,2.32469
20.0,20,2.33918
15.0,15,2.351379
13.0,13,2.362637
47.0,47,2.399719
30.0,30,2.423948
30.0,30,2.448168
23.0,23,2.466642
15.0,15,2.478763
24.0,24,2.500033
26.0,26,2.519905
22.0,22,2.537855
33.0,33,2.563594
19.0,19,2.577621
40.0,40,2.611674
16.0,16,2.624307
13.0,13,2.635475
34.0,34,2.661535
18.0,18,2.675142
115.0,115,2.772704
63.0,63,2.8247
48.0,48,2.862383
47.0,47,2.899397
25.0,25,2.921269
37.0,37,2.948712
31.0,31,2.973387
51.0,51,3.014812
12.0,12,3.025552
25.0,25,3.044873
40.0,40,3.076324
30.0,30,3.102817
27.0,27,3.123151
28.0,28,3.146369
12.0,12,3.154593
14.0,14,3.166234
25.0,25,3.185598
12.0,12,3.196321
19.0,19,3.212759
24.0,24,3.23162
53.0,53,3.274124
29.0,29,3.295379
25.0,25,3.317139
12.0,12,3.331189
23.0,23,3.349531
29.0,29,3.370747
12.0,12,3.381511
67.0,67,3.435671
38.0,38,3.466108
24.0,24,3.485116
48.0,48,3.525226
25.0,25,3.544596
15.0,15,3.556886
148.0,148,3.674304
20.0,20,3.691414
38.0,38,3.724364
15.0,15,3.736531
