#{"t_start": 1758300531.0351994, "env_id": "None"}
r,l,t
25.0,25,1.303493
55.0,55,1.411306
14.0,14,1.418135
26.0,26,1.430623
14.0,14,1.441141
37.0,37,1.459061
15.0,15,1.477403
21.0,21,1.499316
13.0,13,1.50703
13.0,13,1.514423
12.0,12,1.521314
65.0,65,1.561129
38.0,38,1.583913
26.0,26,1.59924
15.0,15,1.609935
27.0,27,1.622942
19.0,19,1.632501
60.0,60,1.66492
20.0,20,1.677882
17.0,17,1.686061
28.0,28,1.702499
19.0,19,1.715015
8.0,8,1.71904
18.0,18,1.727922
22.0,22,1.739005
26.0,26,1.755108
21.0,21,1.765618
22.0,22,1.776719
24.0,24,1.791464
41.0,41,1.813663
25.0,25,1.83
12.0,12,1.836089
10.0,10,1.84112
21.0,21,1.851621
24.0,24,1.866902
48.0,48,1.894103
12.0,12,1.900045
22.0,22,1.913376
12.0,12,1.919336
40.0,40,1.942632
10.0,10,1.947701
14.0,14,1.95463
29.0,29,1.971912
11.0,11,1.978032
45.0,45,2.006592
50.0,50,2.031187
15.0,15,2.042112
61.0,61,2.075099
15.0,15,2.082423
15.0,15,2.089772
22.0,22,2.100582
21.0,21,2.11656
27.0,27,2.129514
21.0,21,2.13989
42.0,42,2.163775
17.0,17,2.17221
102.0,102,2.231776
16.0,16,2.239713
11.0,11,2.245238
15.0,15,2.256122
22.0,22,2.266859
18.0,18,2.275637
15.0,15,2.286572
22.0,22,2.297347
14.0,14,2.304063
32.0,32,2.325257
16.0,16,2.332947
21.0,21,2.343446
38.0,38,2.365494
15.0,15,2.372863
19.0,19,2.382117
24.0,24,2.397198
19.0,19,2.406448
21.0,21,2.419095
35.0,35,2.439803
11.0,11,2.445201
27.0,27,2.458434
10.0,10,2.466685
13.0,13,2.472894
13.0,13,2.479068
22.0,22,2.489467
20.0,20,2.502444
19.0,19,2.511711
14.0,14,2.520994
54.0,54,2.550652
13.0,13,2.556821
24.0,24,2.571731
25.0,25,2.584027
27.0,27,2.597232
27.0,27,2.613463
19.0,19,2.624896
24.0,24,2.636348
17.0,17,2.647967
36.0,36,2.665005
11.0,11,2.670562
20.0,20,2.683766
28.0,28,2.697427
35.0,35,2.7179
14.0,14,2.727509
16.0,16,2.735095
34.0,34,2.754841
12.0,12,2.76057
10.0,10,2.76534
45.0,45,2.790049
34.0,34,2.806181
21.0,21,2.819602
21.0,21,2.832206
36.0,36,2.853117
31.0,31,2.867777
15.0,15,2.874929
10.0,10,2.87979
40.0,40,2.902062
44.0,44,2.928603
12.0,12,2.934326
13.0,13,2.940506
18.0,18,2.949164
20.0,20,2.962045
12.0,12,2.967752
41.0,41,2.990459
17.0,17,2.998534
26.0,26,3.010807
15.0,15,3.017987
13.0,13,3.02984
22.0,22,3.040322
27.0,27,3.054526
24.0,24,3.070292
20.0,20,3.07977
19.0,19,3.088818
18.0,18,3.100977
19.0,19,3.109995
28.0,28,3.123294
49.0,49,3.152297
10.0,10,3.157152
70.0,70,3.19365
53.0,53,3.221989
37.0,37,3.245506
12.0,12,3.251217
10.0,10,3.256006
12.0,12,3.261768
12.0,12,3.270912
17.0,17,3.278982
45.0,45,3.303609
10.0,10,3.308449
13.0,13,3.31464
36.0,36,3.331834
10.0,10,3.343811
19.0,19,3.354264
24.0,24,3.367395
23.0,23,3.385454
15.0,15,3.392724
20.0,20,3.402187
19.0,19,3.414873
88.0,88,3.466955
16.0,16,3.478586
26.0,26,3.503422
32.0,32,3.535353
12.0,12,3.548084
20.0,20,3.571214
13.0,13,3.577684
25.0,25,3.589844
16.0,16,3.597807
40.0,40,3.621611
16.0,16,3.629258
78.0,78,3.672673
29.0,29,3.689922
52.0,52,3.717925
25.0,25,3.729716
17.0,17,3.737808
29.0,29,3.757131
17.0,17,3.765186
72.0,72,3.803007
23.0,23,3.817394
69.0,69,3.855798
53.0,53,3.884392
40.0,40,3.903299
20.0,20,3.913014
37.0,37,3.934168
33.0,33,3.955203
19.0,19,3.964238
23.0,23,3.975222
19.0,19,3.98428
26.0,26,3.999985
29.0,29,4.013829
18.0,18,4.025847
26.0,26,4.038434
19.0,19,4.047644
28.0,28,4.067394
15.0,15,4.074511
35.0,35,4.094936
69.0,69,4.130992
29.0,29,4.144706
24.0,24,4.158503
17.0,17,4.169996
35.0,35,4.187132
10.0,10,4.191954
31.0,31,4.390712
72.0,72,4.430159
14.0,14,4.437
20.0,20,4.450179
27.0,27,4.462978
48.0,48,4.491722
49.0,49,4.518323
18.0,18,4.526917
21.0,21,4.536894
18.0,18,4.545453
31.0,31,4.563526
24.0,24,4.576816
17.0,17,4.588428
22.0,22,4.598897
19.0,19,4.607909
25.0,25,4.623146
38.0,38,4.64116
8.0,8,4.644994
22.0,22,4.65885
29.0,29,4.674901
24.0,24,4.686377
24.0,24,4.701163
18.0,18,4.709702
96.0,96,4.761951
18.0,18,4.770646
18.0,18,4.781252
15.0,15,4.788378
20.0,20,4.801315
29.0,29,4.815
20.0,20,4.824504
25.0,25,4.8399
31.0,31,4.854529
25.0,25,4.869812
47.0,47,4.894195
25.0,25,4.909419
31.0,31,4.924029
17.0,17,4.935533
24.0,24,4.947254
14.0,14,4.954118
20.0,20,4.96733
13.0,13,4.973582
17.0,17,4.983703
26.0,26,4.995995
22.0,22,5.009826
20.0,20,5.019269
18.0,18,5.02778
10.0,10,5.032594
13.0,13,5.042143
46.0,46,5.063794
18.0,18,5.075685
24.0,24,5.089125
13.0,13,5.09529
14.0,14,5.101993
38.0,38,5.123399
20.0,20,5.132887
15.0,15,5.146686
11.0,11,5.151942
23.0,23,5.162832
24.0,24,5.177606
15.0,15,5.187104
49.0,49,5.214379
47.0,47,5.23726
14.0,14,5.24414
27.0,27,5.2603
40.0,40,5.284663
32.0,32,5.299815
27.0,27,5.312625
12.0,12,5.321737
10.0,10,5.32652
28.0,28,5.339737
38.0,38,5.361074
26.0,26,5.373682
15.0,15,5.380918
64.0,64,5.417413
12.0,12,5.426559
55.0,55,5.455802
12.0,12,5.461575
19.0,19,5.470608
18.0,18,5.479148
32.0,32,5.499756
14.0,14,5.506696
63.0,63,5.54002
24.0,24,5.551353
37.0,37,5.572167
70.0,70,5.610846
38.0,38,5.632246
18.0,18,5.640808
18.0,18,5.652292
30.0,30,5.679838
39.0,39,5.710747
12.0,12,5.719686
16.0,16,5.737391
60.0,60,5.77576
13.0,13,5.782172
35.0,35,5.801778
16.0,16,5.813109
