#{"t_start": 1758296307.8779664, "env_id": "None"}
r,l,t
25.0,25,1.40173
55.0,55,1.512664
14.0,14,1.519929
26.0,26,1.536711
14.0,14,1.547173
37.0,37,1.569047
15.0,15,1.576616
21.0,21,1.592955
13.0,13,1.59962
13.0,13,1.60944
12.0,12,1.615624
65.0,65,1.662086
43.0,43,1.694705
16.0,16,1.702571
27.0,27,1.718775
17.0,17,1.726977
45.0,45,1.754834
19.0,19,1.763968
20.0,20,1.776724
14.0,14,1.78354
28.0,28,1.802108
45.0,45,1.829859
16.0,16,1.837523
65.0,65,1.874835
19.0,19,1.887114
28.0,28,1.905575
15.0,15,1.912826
28.0,28,1.929349
14.0,14,1.939141
15.0,15,1.946373
10.0,10,1.951186
22.0,22,1.964835
60.0,60,2.001578
20.0,20,2.011232
18.0,18,2.022979
20.0,20,2.035659
12.0,12,2.041444
39.0,39,2.063229
17.0,17,2.074476
37.0,37,2.095381
21.0,21,2.110351
27.0,27,2.123229
70.0,70,2.165672
10.0,10,2.170494
24.0,24,2.184977
16.0,16,2.192652
23.0,23,2.208463
14.0,14,2.215152
16.0,16,2.225901
62.0,62,2.261428
25.0,25,2.276327
40.0,40,2.298404
15.0,15,2.307539
29.0,29,2.32453
40.0,40,2.346587
19.0,19,2.358655
24.0,24,2.373067
48.0,48,2.398881
13.0,13,2.410067
18.0,18,2.418686
14.0,14,2.428433
24.0,24,2.439838
16.0,16,2.450497
44.0,44,2.474385
13.0,13,2.483631
30.0,30,2.500958
16.0,16,2.510476
12.0,12,2.5193
31.0,31,2.537167
17.0,17,2.545275
13.0,13,2.551498
49.0,49,2.580791
23.0,23,2.594791
29.0,29,2.613518
24.0,24,2.6253
11.0,11,2.63364
13.0,13,2.639854
15.0,15,2.650019
24.0,24,2.661404
17.0,17,2.672542
21.0,21,2.685552
15.0,15,2.692765
26.0,26,2.708195
35.0,35,2.729783
67.0,67,2.767623
19.0,19,2.779671
23.0,23,2.790624
22.0,22,2.804183
42.0,42,2.829055
54.0,54,2.861455
30.0,30,2.879135
11.0,11,2.884463
18.0,18,2.896632
11.0,11,2.901914
33.0,33,2.923093
12.0,12,2.931934
39.0,39,2.953483
15.0,15,2.960645
21.0,21,2.973726
17.0,17,2.981832
17.0,17,2.992977
14.0,14,2.999721
39.0,39,3.026293
40.0,40,3.048369
14.0,14,3.055048
15.0,15,3.065282
18.0,18,3.073877
16.0,16,3.084539
20.0,20,3.094074
11.0,11,3.102412
20.0,20,3.111949
12.0,12,3.122537
42.0,42,3.145638
17.0,17,3.156796
68.0,68,3.195205
26.0,26,3.210696
26.0,26,3.225014
41.0,41,3.250697
30.0,30,3.26807
24.0,24,3.279501
20.0,20,3.292066
22.0,22,3.305619
14.0,14,3.312311
15.0,15,3.322487
24.0,24,3.336251
21.0,21,3.34988
11.0,11,3.355349
29.0,29,3.376823
37.0,37,3.398111
52.0,52,3.432224
35.0,35,3.45228
16.0,16,3.462973
8.0,8,3.466838
14.0,14,3.47352
18.0,18,3.485165
26.0,26,3.50057
33.0,33,3.519409
19.0,19,3.530654
33.0,33,3.550125
14.0,14,3.560226
26.0,26,3.57612
31.0,31,3.59441
18.0,18,3.603284
22.0,22,3.617038
29.0,29,3.636157
35.0,35,3.65638
16.0,16,3.664007
33.0,33,3.682739
23.0,23,3.696689
16.0,16,3.707338
38.0,38,3.728426
14.0,14,3.73733
25.0,25,3.752784
29.0,29,3.77018
28.0,28,3.786964
13.0,13,3.79337
9.0,9,3.797835
14.0,14,3.807811
30.0,30,3.825659
25.0,25,3.843217
26.0,26,3.855966
17.0,17,3.867167
36.0,36,3.887307
11.0,11,3.89256
22.0,22,3.906533
15.0,15,3.917001
17.0,17,3.925331
24.0,24,3.942302
19.0,19,3.951688
17.0,17,3.96312
44.0,44,3.98773
29.0,29,4.005056
70.0,70,4.047372
12.0,12,4.056267
34.0,34,4.075474
32.0,32,4.093726
19.0,19,4.102772
14.0,14,4.11251
16.0,16,4.120181
29.0,29,4.137001
105.0,105,4.202062
67.0,67,4.239874
15.0,15,4.249145
23.0,23,4.263611
25.0,25,4.278995
27.0,27,4.295299
38.0,38,4.317038
26.0,26,4.332816
30.0,30,4.349236
30.0,30,4.367119
26.0,26,4.382998
9.0,9,4.387458
27.0,27,4.403373
40.0,40,4.428433
17.0,17,4.587692
12.0,12,4.593719
33.0,33,4.616861
24.0,24,4.628758
23.0,23,4.643039
24.0,24,4.660158
31.0,31,4.678395
35.0,35,4.698092
63.0,63,4.734106
31.0,31,4.751902
18.0,18,4.762733
31.0,31,4.781361
24.0,24,4.796015
17.0,17,4.807166
37.0,37,4.827863
23.0,23,4.838853
30.0,30,4.856221
31.0,31,4.876804
81.0,81,4.924628
17.0,17,4.93276
25.0,25,4.947722
18.0,18,4.961518
22.0,22,4.972371
14.0,14,4.982243
17.0,17,4.990411
15.0,15,5.000659
24.0,24,5.015144
28.0,28,5.028533
19.0,19,5.040691
38.0,38,5.064374
23.0,23,5.086196
31.0,31,5.114146
11.0,11,5.122328
26.0,26,5.146712
79.0,79,5.200371
60.0,60,5.232123
19.0,19,5.245192
13.0,13,5.251697
16.0,16,5.262982
47.0,47,5.291801
61.0,61,5.328199
23.0,23,5.342753
28.0,28,5.359838
19.0,19,5.37454
13.0,13,5.381102
34.0,34,5.401025
11.0,11,5.406502
39.0,39,5.431288
21.0,21,5.441372
38.0,38,5.466442
27.0,27,5.485059
42.0,42,5.511411
34.0,34,5.535925
26.0,26,5.54931
34.0,34,5.572017
21.0,21,5.589054
13.0,13,5.59882
23.0,23,5.610331
24.0,24,5.625457
21.0,21,5.639067
20.0,20,5.649002
14.0,14,5.659138
17.0,17,5.667648
18.0,18,5.681805
36.0,36,5.702879
14.0,14,5.709882
35.0,35,5.730335
40.0,40,5.756398
39.0,39,5.781024
65.0,65,5.81972
28.0,28,5.836774
22.0,22,5.850493
37.0,37,5.871128
56.0,56,5.903572
48.0,48,5.933403
26.0,26,5.948848
53.0,53,5.977109
25.0,25,5.994658
31.0,31,6.012902
19.0,19,6.025074
44.0,44,6.049121
32.0,32,6.067443
18.0,18,6.079098
42.0,42,6.104704
51.0,51,6.135108
36.0,36,6.155329
24.0,24,6.167245
47.0,47,6.198876
23.0,23,6.213299
33.0,33,6.232086
37.0,37,6.252787
33.0,33,6.271569
28.0,28,6.28798
12.0,12,6.295928
29.0,29,6.313159
32.0,32,6.331427
28.0,28,6.347766
10.0,10,6.352569
45.0,45,6.380298
15.0,15,6.387486
60.0,60,6.424331
9.0,9,6.428658
15.0,15,6.438864
28.0,28,6.455216
18.0,18,6.463825
32.0,32,6.482069
15.0,15,6.492303
16.0,16,6.502208
47.0,47,6.530959
14.0,14,6.537706
13.0,13,6.543938
45.0,45,6.571453
25.0,25,6.586397
20.0,20,6.598094
22.0,22,6.612296
14.0,14,6.61934
25.0,25,6.634402
19.0,19,6.646513
54.0,54,6.675237
24.0,24,6.68973
75.0,75,6.738076
32.0,32,6.757222
21.0,21,6.767699
65.0,65,6.809026
33.0,33,6.828879
16.0,16,6.840047
44.0,44,6.864921
26.0,26,6.880898
10.0,10,6.885926
30.0,30,6.906123
23.0,23,6.92074
19.0,19,6.933275
18.0,18,6.942244
61.0,61,6.978648
27.0,27,6.995015
60.0,60,7.033003
27.0,27,7.048958
44.0,44,7.073116
14.0,14,7.079854
22.0,22,7.09349
45.0,45,7.120649
17.0,17,7.131982
18.0,18,7.143624
18.0,18,7.152246
23.0,23,7.166254
19.0,19,7.17537
37.0,37,7.199068
55.0,55,7.230616
28.0,28,7.247
54.0,54,7.278817
21.0,21,7.291854
35.0,35,7.313755
33.0,33,7.333354
30.0,30,7.351359
27.0,27,7.364842
14.0,14,7.378775
39.0,39,7.400925
34.0,34,7.422459
50.0,50,7.453475
16.0,16,7.46118
89.0,89,7.512725
50.0,50,7.5449
94.0,94,7.596159
43.0,43,7.827734
58.0,58,7.871094
29.0,29,7.888073
18.0,18,7.896792
19.0,19,7.908965
15.0,15,7.916158
34.0,34,7.940431
31.0,31,7.959254
21.0,21,7.973022
18.0,18,7.982285
111.0,111,8.052186
27.0,27,8.069021
54.0,54,8.098932
74.0,74,8.146635
22.0,22,8.157888
62.0,62,8.193725
24.0,24,8.20821
60.0,60,8.245246
13.0,13,8.251739
60.0,60,8.287594
30.0,30,8.305129
39.0,39,8.326728
21.0,21,8.341837
27.0,27,8.358222
11.0,11,8.363736
84.0,84,8.414521
24.0,24,8.428999
13.0,13,8.435246
51.0,51,8.468759
23.0,23,8.479781
22.0,22,8.493579
39.0,39,8.515461
24.0,24,8.529945
14.0,14,8.536644
50.0,50,8.569666
15.0,15,8.577101
65.0,65,8.61721
70.0,70,8.659219
27.0,27,8.675174
21.0,21,8.685241
17.0,17,8.696378
32.0,32,8.714667
16.0,16,8.722345
24.0,24,8.736815
38.0,38,8.762167
97.0,97,8.819004
33.0,33,8.837818
19.0,19,8.852664
19.0,19,8.862204
32.0,32,8.881289
41.0,41,8.908882
45.0,45,8.934253
56.0,56,8.970649
31.0,31,8.989117
