#{"t_start": 1756026556.0450008, "env_id": "None"}
r,l,t
-200.10838,66,2.365776
-89.927155,91,2.629535
-97.54907,76,2.85517
-100.42973,90,3.11711
-94.357346,68,3.317136
-83.054306,76,3.538932
-193.67526,71,3.745764
-163.73363,96,4.025998
-130.22668,114,4.366034
-376.31647,93,4.644016
-108.714035,92,4.915668
-81.93457,85,5.173827
-469.5591,115,5.522025
-254.07729,104,5.830968
-318.0977,83,6.080352
-142.86673,107,6.401642
-334.28223,114,6.745026
-173.48064,93,7.02408
-242.82999,114,7.370423
-183.62352,105,7.685939
-383.2339,104,7.985612
-307.65643,100,11.766969
-129.61626,113,12.114164
-172.52542,119,12.476194
-243.0042,160,12.95863
-337.53363,91,13.23707
-150.89177,79,13.487143
-74.906456,63,13.682738
-112.96097,87,13.951295
-55.83701,123,14.333138
-267.60477,91,14.615313
-140.98083,84,14.864106
-432.77945,97,15.161179
-107.89485,69,15.368612
-245.15878,128,15.752298
-291.29272,174,16.285009
-338.06982,134,16.699845
-100.58101,59,16.882854
-107.83531,70,17.103006
-89.69769,91,17.382929
-459.8035,107,17.722927
-131.1923,60,17.910933
-41.89347,89,20.886381
-351.38672,142,21.324794
-77.5539,120,21.691663
-338.01343,135,22.101995
-98.009415,97,22.396066
-79.49039,71,22.617468
-319.5564,107,22.941292
-127.062675,77,23.173311
-125.51584,119,23.540611
9.718391,84,23.800268
-108.70476,89,24.078088
-272.27017,97,24.377257
-375.76013,109,24.716453
-103.93614,137,25.129972
-504.5984,104,25.442317
-84.92651,73,25.664244
-81.55417,86,25.924558
-54.606678,69,26.131598
-274.53033,99,26.426331
-118.77733,145,26.878152
-221.97855,128,30.108948
-89.48111,67,30.319558
-146.22273,88,30.595369
-67.98064,67,30.804763
-124.929726,132,31.219393
-134.56383,117,31.580014
-108.3557,61,31.764808
-256.22562,93,32.048367
-185.21729,106,32.369589
-44.080727,82,32.619481
-58.867973,85,32.884655
-215.46225,119,33.248092
-249.18712,119,33.616551
-57.974033,65,33.818197
-98.33477,65,34.017157
-113.82443,94,34.306717
-362.73602,108,34.638867
-135.70215,126,35.026222
-391.4074,78,35.259952
