#{"t_start": 1758296784.489798, "env_id": "None"}
r,l,t
25.0,25,1.137397
55.0,55,1.248553
14.0,14,1.256521
26.0,26,1.271058
14.0,14,1.283053
37.0,37,1.303741
15.0,15,1.312245
21.0,21,1.331091
13.0,13,1.338356
13.0,13,1.345618
12.0,12,1.352336
65.0,65,1.392404
38.0,38,1.417466
26.0,26,1.436685
15.0,15,1.44903
27.0,27,1.464062
19.0,19,1.47503
60.0,60,1.512194
20.0,20,1.527282
17.0,17,1.539413
28.0,28,1.555119
19.0,19,1.569659
8.0,8,1.574154
18.0,18,1.584183
22.0,22,1.596367
26.0,26,1.614916
21.0,21,1.626715
22.0,22,1.642997
24.0,24,1.660479
41.0,41,1.683223
25.0,25,1.701151
12.0,12,1.707906
10.0,10,1.713636
21.0,21,1.725409
24.0,24,1.746972
22.0,22,1.759242
16.0,16,1.768135
31.0,31,1.789294
16.0,16,1.798259
13.0,13,1.805525
34.0,34,1.828244
17.0,17,1.837718
30.0,30,1.863624
19.0,19,1.874055
45.0,45,1.90284
50.0,50,1.930231
15.0,15,1.942508
61.0,61,1.982239
15.0,15,1.98939
15.0,15,1.9965
22.0,22,2.013677
22.0,22,2.029505
38.0,38,2.047642
16.0,16,2.062463
28.0,28,2.075739
45.0,45,2.100483
22.0,22,2.110863
16.0,16,2.118462
65.0,65,2.152511
23.0,23,2.169231
27.0,27,2.181986
14.0,14,2.188634
11.0,11,2.197259
22.0,22,2.207705
15.0,15,2.214805
33.0,33,2.233817
21.0,21,2.243767
14.0,14,2.250381
38.0,38,2.274162
15.0,15,2.281265
19.0,19,2.290239
24.0,24,2.304994
19.0,19,2.313999
21.0,21,2.323914
37.0,37,2.344803
17.0,17,2.352843
23.0,23,2.366103
11.0,11,2.374753
18.0,18,2.383285
12.0,12,2.388974
15.0,15,2.396084
18.0,18,2.408019
19.0,19,2.417028
14.0,14,2.423645
56.0,56,2.453466
26.0,26,2.468002
11.0,11,2.47666
15.0,15,2.483763
34.0,34,2.499739
28.0,28,2.516425
77.0,77,2.555958
17.0,17,2.563993
13.0,13,2.572481
22.0,22,2.586284
21.0,21,2.596208
14.0,14,2.602842
17.0,17,2.614262
17.0,17,2.622335
19.0,19,2.63131
10.0,10,2.636058
21.0,21,2.649412
25.0,25,2.661239
42.0,42,2.686793
16.0,16,2.694376
45.0,45,2.71901
21.0,21,2.728921
59.0,59,2.760076
16.0,16,2.767646
12.0,12,2.775665
42.0,42,2.798942
14.0,14,2.805571
24.0,24,2.820297
20.0,20,2.829796
19.0,19,2.838762
28.0,28,2.855342
15.0,15,2.862445
14.0,14,2.869083
23.0,23,2.882285
20.0,20,2.895126
31.0,31,2.909745
41.0,41,2.932462
57.0,57,2.96273
21.0,21,2.972655
19.0,19,2.984398
17.0,17,2.995869
34.0,34,3.011845
37.0,37,3.032651
17.0,17,3.04072
21.0,21,3.05064
36.0,36,3.071031
19.0,19,3.082283
28.0,28,3.098901
15.0,15,3.106013
25.0,25,3.117776
49.0,49,3.144192
13.0,13,3.150327
13.0,13,3.156493
15.0,15,3.166956
23.0,23,3.177807
27.0,27,3.196208
13.0,13,3.202428
14.0,14,3.209051
80.0,80,3.250081
16.0,16,3.257649
22.0,22,3.271449
38.0,38,3.291723
11.0,11,3.30038
25.0,25,3.312232
21.0,21,3.322163
42.0,42,3.345341
16.0,16,3.352919
24.0,24,3.367617
47.0,47,3.392052
34.0,34,3.411592
22.0,22,3.421987
14.0,14,3.428612
16.0,16,3.439577
18.0,18,3.448124
59.0,59,3.479304
27.0,27,3.494316
16.0,16,3.501936
34.0,34,3.521395
29.0,29,3.535092
21.0,21,3.548402
13.0,13,3.554573
15.0,15,3.561645
37.0,37,3.582613
44.0,44,3.608942
20.0,20,3.618435
38.0,38,3.63631
27.0,27,3.652481
14.0,14,3.659125
33.0,33,3.678036
14.0,14,3.684687
27.0,27,3.699712
26.0,26,3.715435
16.0,16,3.723025
20.0,20,3.732458
45.0,45,3.756983
16.0,16,3.764555
60.0,60,3.798407
21.0,21,3.808311
19.0,19,3.820679
38.0,38,3.838619
34.0,34,3.858104
37.0,37,3.875544
23.0,23,3.889834
13.0,13,3.898248
21.0,21,3.908193
15.0,15,3.918686
16.0,16,3.926291
16.0,16,3.933864
24.0,24,3.945171
40.0,40,3.967407
15.0,15,3.974476
15.0,15,3.981557
14.0,14,3.991585
50.0,50,4.017312
21.0,21,4.335016
18.0,18,4.344131
19.0,19,4.35373
21.0,21,4.370643
21.0,21,4.382207
13.0,13,4.389362
22.0,22,4.405777
43.0,43,4.432667
20.0,20,4.447915
47.0,47,4.470284
98.0,98,4.525826
28.0,28,4.539124
82.0,82,4.584541
26.0,26,4.596895
25.0,25,4.608742
48.0,48,4.637271
20.0,20,4.646816
21.0,21,4.660199
14.0,14,4.666887
19.0,19,4.675908
37.0,37,4.696846
42.0,42,4.722393
11.0,11,4.727741
27.0,27,4.740538
16.0,16,4.748156
19.0,19,4.760604
34.0,34,4.776727
15.0,15,4.783917
13.0,13,4.79357
51.0,51,4.81767
22.0,22,4.833816
92.0,92,4.880663
12.0,12,4.886409
78.0,78,4.932349
16.0,16,4.939995
35.0,35,4.956545
20.0,20,4.969503
29.0,29,4.983257
15.0,15,4.990404
24.0,24,5.005247
27.0,27,5.018109
18.0,18,5.028962
14.0,14,5.039155
20.0,20,5.048706
15.0,15,5.055859
11.0,11,5.061128
51.0,51,5.088611
39.0,39,5.113869
25.0,25,5.128138
41.0,41,5.150995
19.0,19,5.16002
57.0,57,5.190447
36.0,36,5.210863
32.0,32,5.226057
27.0,27,5.24448
22.0,22,5.254956
50.0,50,5.281918
9.0,9,5.286257
79.0,79,5.32697
25.0,25,5.341021
9.0,9,5.348775
16.0,16,5.356425
15.0,15,5.363589
35.0,35,5.38361
21.0,21,5.393603
18.0,18,5.402184
77.0,77,5.445976
42.0,42,5.470533
22.0,22,5.480973
17.0,17,5.492469
20.0,20,5.501979
41.0,41,5.524769
12.0,12,5.530504
15.0,15,5.539759
17.0,17,5.548134
44.0,44,5.573198
