#{"t_start": 1756028147.6298935, "env_id": "None"}
r,l,t
-259.74957,74,1.384251
-1070.1465,142,1.640712
-585.7721,109,1.780198
-553.1946,95,1.967619
-478.34708,118,2.199693
-674.61835,115,2.386216
-654.48785,116,2.582215
-681.488,144,2.829794
-410.8898,119,3.053534
-678.7635,154,3.342479
-404.725,134,3.537732
-285.3686,142,3.759762
-337.3173,202,4.170866
-253.00679,165,4.440828
-283.15558,103,4.577824
-211.17097,148,4.78782
-254.14761,150,5.097052
-294.49817,155,5.330922
27.092766,105,5.466369
-200.91498,151,5.788465
-169.61218,133,5.995476
-46.158817,236,6.352109
-230.56334,154,6.76286
195.8621,538,7.813505
-82.72627,226,8.286613
-15.51284,91,8.508558
-291.25607,135,8.795013
-57.934776,251,9.201398
-37.459618,323,9.894591
-206.54219,261,10.583036
3.7630844,108,10.741371
-58.882553,235,11.207831
-262.9156,206,11.701187
-182.83643,203,12.041973
-170.86697,137,12.42557
-188.52213,202,12.828181
247.32939,306,13.532537
241.41396,547,14.678806
-80.759155,499,15.787366
-141.58723,184,16.291715
-254.07744,243,16.660713
-191.90971,302,17.319998
-85.583015,218,17.664829
-216.46536,144,17.897054
10.841064,230,18.286
-201.00955,187,18.556624
-5.946846,125,18.719633
-46.937164,328,19.199446
-18.570976,166,19.47964
-4.375389,197,19.798567
10.586197,276,20.239946
-17.21695,130,20.41252
-12.742279,189,20.679598
50.342987,139,20.872351
-69.257805,88,21.027302
14.596901,169,21.368159
-33.4312,135,21.653463
28.528732,106,21.837541
-134.11061,140,22.097955
-70.060455,83,22.25523
53.105774,175,22.564007
-56.160496,102,22.752949
-8.160362,77,22.871437
-191.41711,117,23.042329
-2.5222092,148,23.240154
-180.3947,130,23.423871
-18.190063,165,23.675184
27.008072,142,23.876395
20.036133,92,24.008612
17.791931,196,24.281992
-209.26277,92,24.424874
-54.766094,84,24.552223
30.678741,137,24.74366
-52.255543,85,24.876252
-146.39085,79,24.984706
-117.52931,90,25.10526
-3.1862488,120,25.265254
-166.90704,73,25.361154
-131.5917,122,25.534773
-165.94955,87,25.663073
-124.019424,123,25.870369
68.53453,138,26.07637
-12.891182,90,26.194119
-33.8368,85,26.33419
9.854996,190,26.654216
14.975311,93,26.797787
41.221725,133,26.998097
-5.630638,93,27.13322
-182.2152,112,27.315829
10.896568,77,27.448633
-28.345871,94,27.593597
-213.79498,135,27.783213
-198.4979,119,27.959892
-21.35994,112,28.11965
-128.92795,133,28.332939
19.313393,151,28.56593
9.011215,188,28.823351
37.92157,129,28.994666
-50.917168,108,29.132774
20.666954,198,29.403007
-38.265137,101,29.534389
-89.629906,104,29.663064
-39.376,180,29.90352
69.366196,123,30.075533
-237.1113,91,30.203212
28.91156,85,30.320594
-57.12327,78,30.429118
70.16667,112,30.578282
-4.337204,98,30.7153
15.229286,174,30.95717
52.474,141,31.148587
29.852615,90,31.270609
-6.8659973,161,31.492008
243.33215,340,31.971459
297.9594,582,32.831546
59.39331,153,33.05365
18.058945,160,33.283861
30.649948,188,33.545813
252.78024,300,33.977946
32.479156,145,34.179036
38.99942,141,34.378205
68.91426,139,34.571559
-28.784416,102,34.74894
-22.961975,130,34.944082
-50.05258,101,35.331162
-71.78049,89,35.447151
-40.38365,75,35.54433
-45.29302,84,35.654957
6.7497787,74,35.75235
-1.0728226,78,35.858522
-16.572884,118,36.032342
-25.930756,117,36.196002
27.92405,176,36.444917
19.34105,115,36.632493
241.75853,231,36.997393
37.689163,156,37.207764
55.929092,159,37.431698
271.09058,217,37.727132
-7.931343,220,38.01565
13.960983,240,38.334468
-42.642063,116,38.48471
-45.004967,110,38.630549
39.690994,127,38.804841
38.077713,140,39.014163
218.0321,310,39.419277
-14.144798,166,39.643361
-20.250153,93,39.762975
4.3188095,154,39.965151
41.665024,142,40.161134
-7.428566,114,40.308656
17.52964,138,40.493042
53.923294,146,40.685128
-12.347939,102,40.826129
52.216156,198,41.109527
60.717255,133,41.348428
30.257034,164,41.606966
26.48841,157,41.828837
1.7586288,159,42.062158
0.6408539,156,42.287343
24.49054,155,42.508945
-5.87117,159,42.750727
11.812675,179,43.029912
-2.8010788,214,43.325718
-23.07125,223,43.640962
235.64445,326,44.081222
-146.9307,74,44.178563
-86.76924,1000,45.542302
3.6607895,316,45.981597
-137.39287,1000,47.366075
