#{"t_start": 1756026440.462473, "env_id": "None"}
r,l,t
-189.96202,66,1.229078
-82.31218,99,1.24372
-386.91565,99,1.257969
-103.93269,78,1.269637
-76.75717,82,1.285048
-240.49577,109,1.300985
-99.493515,78,1.3124
-255.25531,115,1.331563
-41.293385,117,1.351317
-325.03387,97,1.365076
-178.49527,138,1.416947
-175.28479,78,1.428016
-316.19128,81,1.447036
-156.2927,72,1.457123
-95.620476,57,1.465408
-158.24211,108,1.480589
-150.25531,125,1.500582
-178.34265,63,1.509556
-75.11989,117,1.530631
-308.7931,110,1.551849
-125.90492,143,1.575467
-6.251808,82,1.587342
-122.73403,94,1.60075
-90.11063,117,1.617181
-370.06647,92,1.632951
-408.5374,138,1.652399
-249.8732,71,1.667001
-255.88818,114,1.682559
-230.76804,85,1.697552
-294.86554,75,1.707909
-118.98774,69,1.718071
-206.66667,76,1.729553
-367.28778,97,1.745905
-102.34686,70,1.75581
-357.4576,110,1.770815
-326.48633,95,1.786541
-120.77829,85,1.80122
23.777016,94,1.814484
-183.21754,105,1.829028
-110.82653,65,1.838045
-348.34537,89,1.853002
-68.09811,81,1.864225
-153.59583,96,1.878034
-176.59348,76,1.888542
-323.86713,71,1.906113
-110.867836,120,1.923194
15.126282,76,1.934224
-88.35326,82,1.945942
-83.04944,78,1.95983
-46.6426,75,1.970582
-255.98676,117,1.986931
-95.924774,77,1.998053
-162.46973,68,2.012211
-208.05415,79,2.023762
-94.89722,118,2.041592
-160.51056,66,2.051102
-243.11754,107,2.068786
-122.234795,114,2.085034
-159.12067,74,2.095642
-102.33149,85,2.109483
20.343262,112,2.128195
-205.45685,77,2.139162
-138.5333,65,2.148707
-101.03836,68,2.158431
-110.4294,98,2.174716
-127.67709,91,2.188225
-332.06213,96,2.201913
-128.08672,69,2.212661
-358.02106,98,2.231113
-236.977,101,2.24515
-88.68466,65,2.254508
-189.84305,81,2.266162
-66.9858,114,2.284574
-81.96789,89,2.29704
-108.51985,94,2.310307
-280.76108,106,2.325744
-146.0486,97,2.346017
-123.50341,64,2.355152
-306.3123,117,2.371527
-268.40564,109,2.386828
-341.1358,77,2.400442
-70.80145,75,2.411226
-207.81967,107,2.426009
-194.8074,114,2.44524
-471.0823,110,2.46328
-501.41772,97,2.476922
-372.32574,85,2.48899
-131.36774,102,2.503908
-215.23196,137,2.525427
-146.57146,129,2.543324
-350.3601,109,2.562337
-493.1098,96,2.575655
-415.4801,100,2.592076
-156.01053,92,2.605345
-358.93634,113,2.621462
-246.72786,120,2.6385
-158.87564,85,2.653666
-117.15394,85,2.670557
-248.91832,104,2.685394
-64.74456,70,2.695495
-111.64649,74,2.708516
-74.12188,70,2.718561
-361.0286,113,2.734483
-114.23769,98,2.748507
41.117737,93,2.764456
-111.6691,81,2.775839
-234.36786,65,2.789443
-263.3587,114,3.148486
-391.48355,101,3.286609
-100.006714,106,3.412469
-182.95108,65,3.487894
-328.7749,104,3.609244
-157.74591,83,3.696848
-212.71268,92,3.802451
-153.59412,108,3.923491
-127.461105,87,4.018621
-413.4108,117,4.150769
-236.76021,78,4.238226
-373.88287,111,4.371307
-55.55071,70,4.452518
-301.4783,93,4.563154
-274.24646,129,4.708818
-158.536,124,4.818068
-167.97546,102,4.909371
-185.04593,125,5.04228
-300.91156,117,5.189547
-323.50217,119,5.32273
-114.399055,88,5.431416
-86.782974,63,5.508352
-243.8977,128,5.644531
-84.17348,71,5.720008
-186.30661,83,5.807194
-166.03963,136,5.956483
-120.59482,100,6.065981
-129.29584,103,6.178786
-76.11263,69,6.264449
