env,algo,run_dir,T_to_target,success,seed,total_timesteps,n_envs,hyperparams_json
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251114_202751_527088_pid566803_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 4096, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.97, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251119_153543_621535_pid1522422_seed0,2000000,False,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.1, ""gae_lambda"": 0.95, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251115_150705_775556_pid705260_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.97, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251119_063306_228126_pid1434058_seed0,1600000,True,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.2, ""gae_lambda"": 0.9, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251118_134401_011156_pid1292786_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 4096, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.3, ""gae_lambda"": 0.9, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251114_095644_451165_pid446302_seed0,380000,True,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.995, ""clip_range"": 0.2, ""gae_lambda"": 0.95, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251116_085701_537370_pid835675_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.95, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251117_191846_147730_pid1143233_seed0,960000,True,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.995, ""clip_range"": 0.3, ""gae_lambda"": 0.9, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251117_090957_732770_pid1047885_seed0,1840000,True,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.99, ""clip_range"": 0.3, ""gae_lambda"": 0.95, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251119_024347_077281_pid1406011_seed0,1680000,True,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.3, ""gae_lambda"": 0.97, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251120_232442_003132_pid1831731_seed0,2000000,False,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.995, ""clip_range"": 0.1, ""gae_lambda"": 0.95, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251119_053730_943856_pid1427230_seed0,2000000,False,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.1, ""gae_lambda"": 0.97, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251119_044417_030147_pid1420770_seed0,1160000,True,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.1, ""gae_lambda"": 0.95, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251113_072233_610659_pid218788_seed0,520000,True,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.97, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251120_213001_108686_pid1811424_seed0,2000000,False,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.99, ""clip_range"": 0.3, ""gae_lambda"": 0.97, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251115_021916_701032_pid611158_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 4096, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.1, ""gae_lambda"": 0.97, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251117_103511_623920_pid1060966_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.99, ""clip_range"": 0.3, ""gae_lambda"": 0.97, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251116_080752_692355_pid829738_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.9, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251114_024937_785329_pid385862_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.97, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251115_140054_560595_pid697203_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.95, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251115_132515_514391_pid692836_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.95, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251119_164657_564898_pid1544690_seed0,2000000,False,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.9, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251116_111113_773819_pid852009_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.97, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251118_083337_106606_pid1250696_seed0,780000,True,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 4096, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.1, ""gae_lambda"": 0.95, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251120_190318_632318_pid1786708_seed0,2000000,False,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.99, ""clip_range"": 0.3, ""gae_lambda"": 0.95, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251119_110018_035028_pid1474396_seed0,2000000,False,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.3, ""gae_lambda"": 0.9, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251115_074158_845984_pid650573_seed0,300000,True,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 4096, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.3, ""gae_lambda"": 0.95, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251114_195252_536485_pid562520_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 4096, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.95, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251115_082619_123496_pid655983_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 4096, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.3, ""gae_lambda"": 0.95, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251117_033848_617032_pid988072_seed0,1700000,True,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.9, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251115_070729_603091_pid646362_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 4096, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.3, ""gae_lambda"": 0.9, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251113_133527_973411_pid273915_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.1, ""gae_lambda"": 0.97, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251115_120211_284550_pid682745_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.9, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251120_223617_826505_pid1824095_seed0,660000,True,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.995, ""clip_range"": 0.1, ""gae_lambda"": 0.95, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251113_071139_099320_pid217458_seed0,800000,True,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.97, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251117_091815_863590_pid1049744_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.99, ""clip_range"": 0.3, ""gae_lambda"": 0.95, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251121_014448_016560_pid1857866_seed0,1700000,True,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 20, ""gamma"": 0.995, ""clip_range"": 0.2, ""gae_lambda"": 0.9, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251113_095228_523651_pid242546_seed0,1720000,True,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.3, ""gae_lambda"": 0.95, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.02, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251119_044333_897996_pid1420680_seed0,740000,True,0,2000000,,"{""learning_rate"": 5e-05, ""n_steps"": 2048, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.1, ""gae_lambda"": 0.95, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 64, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251115_151946_881359_pid706793_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 128, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.2, ""gae_lambda"": 0.97, ""ent_coef"": 0.005, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": 0.2, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251113_162417_568031_pid296405_seed0,560000,True,0,2000000,,"{""learning_rate"": 0.0003, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.995, ""clip_range"": 0.2, ""gae_lambda"": 0.97, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [128, 128], ""ortho_init"": true, ""log_std_init"": -0.5}}"
Hopper-v4,ppo,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs/Hopper-v4/ppo/20251116_134215_505982_pid870405_seed0,2000000,False,0,2000000,,"{""learning_rate"": 0.0001, ""n_steps"": 2048, ""batch_size"": 256, ""n_epochs"": 10, ""gamma"": 0.99, ""clip_range"": 0.3, ""gae_lambda"": 0.97, ""ent_coef"": 0.0, ""vf_coef"": 0.5, ""max_grad_norm"": 0.5, ""target_kl"": 0.01, ""clip_range_vf"": null, ""use_sde"": true, ""sde_sample_freq"": 4, ""policy_kwargs"": {""net_arch"": [256, 256], ""ortho_init"": true, ""log_std_init"": -1.0}}"
