#{"t_start": 1756069017.6035974, "env_id": "None"}
r,l,t
637.0,861,9.297687
912.0,964,17.594201
251.0,42,17.954791
790.0,316,20.706872
228.0,60,21.211133
227.0,52,21.649683
597.0,140,22.843516
589.0,133,23.971313
443.0,2406,44.626661
863.0,1236,55.396559
583.0,157,56.757596
801.0,229,58.725935
923.0,886,66.574143
733.0,449,70.483025
527.0,1372,82.723424
267.0,2406,104.91891
222.0,71,105.562011
1021.0,2019,123.814026
748.0,569,128.979107
227.0,57,129.488125
577.0,200,131.299231
515.0,1575,145.633983
617.0,302,148.355864
188.0,101,149.253379
1057.0,1793,165.061309
246.0,57,165.544511
787.0,1704,181.219981
681.0,506,186.716514
720.0,741,194.654108
587.0,228,197.050408
990.0,615,203.652659
547.0,1596,221.090695
897.0,1047,232.272966
724.0,2220,256.372132
579.0,275,259.461776
242.0,53,260.024086
231.0,50,260.581893
618.0,112,261.839333
707.0,396,266.231927
429.0,2406,293.732198
812.0,1631,312.849207
963.0,2371,339.336498
671.0,1036,351.142659
232.0,60,351.807357
236.0,51,352.372365
247.0,42,352.855925
207.0,64,353.569619
239.0,70,354.318003
598.0,167,356.152831
562.0,1334,371.581763
599.0,152,373.289644
196.0,70,374.068204
1009.0,2120,397.67051
1172.0,1053,409.723334
840.0,1492,426.823236
240.0,48,427.36664
731.0,222,429.925002
598.0,418,434.732693
221.0,59,435.374917
234.0,50,435.91091
472.0,1608,454.420366
1768.0,2406,482.089766
249.0,44,482.605195
674.0,638,489.978543
606.0,112,491.243977
223.0,67,492.00586
217.0,57,492.666491
215.0,74,493.522859
203.0,63,494.24253
684.0,350,498.161186
630.0,116,499.459515
761.0,1867,520.008347
774.0,409,524.522602
443.0,2406,551.624756
218.0,64,552.380889
608.0,357,556.493543
232.0,61,557.228569
737.0,350,561.327459
252.0,40,561.786063
796.0,287,565.163219
646.0,132,566.707334
239.0,48,567.265812
231.0,57,567.891501
690.0,658,575.499718
243.0,52,576.084121
602.0,174,578.071391
813.0,182,580.198523
584.0,160,582.011299
626.0,129,583.46262
589.0,1529,601.315301
581.0,324,605.034695
596.0,147,606.663336
235.0,50,607.245448
232.0,62,607.989042
627.0,235,610.717097
643.0,150,612.444252
797.0,282,615.667284
1117.0,1542,633.38454
248.0,43,633.854921
802.0,251,636.623205
1223.0,1444,652.577304
239.0,45,653.075004
638.0,175,655.068289
640.0,1202,669.012203
609.0,353,673.032693
623.0,133,674.517148
248.0,62,675.212446
944.0,764,683.702363
636.0,102,684.830937
578.0,220,687.294745
1217.0,893,697.323863
494.0,1690,716.29687
444.0,2406,744.127877
1232.0,742,752.4632
267.0,2406,780.104634
227.0,67,780.849683
623.0,850,790.574501
577.0,225,793.246452
1268.0,558,799.958597
440.0,2406,829.096885
237.0,48,829.643886
542.0,520,835.948739
240.0,45,836.469897
250.0,43,836.972352
815.0,172,838.954445
232.0,51,839.507438
707.0,2168,864.962139
757.0,492,870.767086
548.0,387,875.331236
224.0,65,876.097904
226.0,57,876.760729
216.0,61,877.470096
251.0,42,877.981561
1276.0,1651,897.257855
667.0,472,902.991076
639.0,1229,917.970742
1333.0,1661,938.048298
620.0,157,939.954478
200.0,64,940.712858
553.0,338,944.811311
594.0,999,956.884701
562.0,325,960.720195
873.0,1161,977.983984
630.0,227,981.510047
603.0,906,994.96331
779.0,1754,1021.498693
552.0,516,1029.268575
1494.0,695,1039.22183
250.0,41,1039.816152
640.0,647,1049.123221
632.0,125,1050.968676
762.0,490,1057.760192
200.0,66,1058.718517
752.0,232,1062.034425
232.0,54,1062.811055
247.0,50,1063.664336
1044.0,236,1067.561074
636.0,190,1070.612275
236.0,55,1071.519997
811.0,195,1075.083944
594.0,263,1079.501526
951.0,707,1090.842941
769.0,1801,1119.995948
898.0,1072,1137.419364
768.0,1829,1167.581735
1071.0,1767,1196.559521
619.0,291,1201.256072
972.0,607,1211.06189
675.0,380,1217.227029
766.0,464,1224.670307
618.0,124,1226.746109
1336.0,242,1230.702784
529.0,540,1239.22875
733.0,166,1242.090714
238.0,45,1242.782498
555.0,1210,1263.347414
608.0,357,1269.182621
230.0,51,1270.094485
634.0,200,1273.303037
229.0,51,1274.004984
791.0,315,1279.159908
625.0,255,1283.366753
1252.0,704,1294.509652
246.0,48,1295.23827
652.0,489,1303.575211
1136.0,280,1308.38653
703.0,2227,1344.249259
631.0,220,1347.700635
214.0,83,1348.946984
1030.0,392,1355.481441
244.0,58,1356.325257
1002.0,491,1363.898336
609.0,179,1366.771177
1031.0,226,1370.664354
750.0,562,1379.741777
1193.0,1035,1397.014027
237.0,49,1397.883888
616.0,123,1399.937729
543.0,431,1407.213875
249.0,45,1408.014769
244.0,49,1408.873156
244.0,42,1409.577045
1031.0,315,1415.100446
243.0,47,1415.941368
919.0,913,1430.724611
246.0,45,1431.478443
776.0,405,1437.788918
229.0,52,1438.671445
229.0,55,1439.499992
221.0,53,1440.325007
239.0,48,1441.001654
248.0,39,1441.517205
774.0,418,1447.636165
612.0,205,1450.910137
1013.0,303,1455.608697
579.0,351,1461.23282
581.0,201,1464.727702
238.0,46,1465.489847
648.0,114,1467.150819
246.0,42,1467.769392
749.0,190,1471.028853
1185.0,1043,1487.7832
581.0,150,1490.150425
1171.0,1121,1507.590815
243.0,46,1508.386242
882.0,1138,1526.229428
231.0,57,1527.087622
250.0,40,1527.659534
1206.0,887,1541.324974
616.0,102,1542.633986
949.0,760,1554.373185
549.0,536,1562.73649
236.0,43,1563.481434
216.0,59,1564.460817
770.0,1811,1591.364323
217.0,56,1592.168191
634.0,199,1595.235148
613.0,274,1599.431349
563.0,252,1603.4329
248.0,40,1603.99746
802.0,250,1607.502479
236.0,49,1608.168832
1267.0,535,1616.63163
725.0,195,1619.783022
253.0,38,1620.442419
580.0,526,1629.146448
237.0,43,1629.826347
246.0,42,1630.56152
1018.0,310,1635.550214
1128.0,1437,1659.566127
238.0,43,1660.330187
230.0,51,1661.124294
767.0,228,1664.895059
640.0,1222,1686.267516
233.0,48,1687.10393
248.0,39,1687.731514
229.0,52,1688.605241
608.0,358,1694.398019
243.0,46,1695.095573
246.0,37,1695.646034
249.0,45,1696.26277
245.0,42,1696.772301
596.0,174,1699.517912
234.0,49,1700.280107
1031.0,237,1704.256981
1234.0,843,1719.041361
634.0,202,1722.420918
247.0,43,1723.114908
247.0,41,1723.803688
249.0,43,1724.53708
594.0,136,1726.638991
764.0,297,1731.765021
618.0,141,1734.146801
238.0,74,1735.43579
613.0,91,1736.917893
249.0,37,1737.608003
583.0,151,1740.158513
