#{"t_start": 1758207064.6944501, "env_id": "None"}
r,l,t
32.0,32,2.248837
32.0,32,2.280732
32.0,32,2.31234
14.0,14,2.326243
44.0,44,2.372395
25.0,25,2.397065
19.0,19,2.415848
52.0,52,2.471148
23.0,23,2.493863
17.0,17,2.510654
12.0,12,2.522548
28.0,28,2.554548
12.0,12,2.566439
29.0,29,2.594982
20.0,20,2.614722
50.0,50,2.667904
26.0,26,2.693586
60.0,60,2.756638
12.0,12,2.768555
24.0,24,2.793518
29.0,29,2.822082
14.0,14,2.835886
22.0,22,2.861566
15.0,15,2.876326
20.0,20,2.895981
31.0,31,2.926526
16.0,16,2.942268
33.0,33,2.978743
19.0,19,2.997649
14.0,14,3.011568
32.0,32,3.043332
16.0,16,3.063109
29.0,29,3.091625
25.0,25,3.116208
20.0,20,3.135999
9.0,9,3.144926
22.0,22,3.169264
16.0,16,3.185102
19.0,19,3.203841
31.0,31,3.234374
24.0,24,3.258022
16.0,16,3.276225
28.0,28,3.308501
16.0,16,3.324473
16.0,16,3.340185
16.0,16,3.355886
18.0,18,3.376923
18.0,18,3.394612
22.0,22,3.416144
10.0,10,3.426037
95.0,95,3.520988
15.0,15,3.535712
16.0,16,3.551385
21.0,21,3.574122
14.0,14,3.58784
16.0,16,3.603523
17.0,17,3.620875
9.0,9,3.630117
16.0,16,3.64642
25.0,25,3.675738
15.0,15,3.691246
14.0,14,3.705522
79.0,79,3.789835
21.0,21,3.8114
15.0,15,3.826772
20.0,20,3.847491
19.0,19,3.867126
14.0,14,3.886053
15.0,15,3.900774
29.0,29,3.929176
9.0,9,3.938143
20.0,20,3.958024
29.0,29,3.993971
16.0,16,4.009792
28.0,28,4.037225
50.0,50,4.086167
19.0,19,4.109066
26.0,26,4.13501
16.0,16,4.151415
22.0,22,4.17305
24.0,24,4.199433
10.0,10,4.209294
27.0,27,4.235748
33.0,33,4.268074
10.0,10,4.277931
16.0,16,4.293614
12.0,12,4.308006
13.0,13,4.320783
66.0,66,6.424454
33.0,33,6.45717
32.0,32,6.492555
51.0,51,6.542598
49.0,49,6.595219
17.0,17,6.611906
23.0,23,6.634554
38.0,38,6.671835
25.0,25,6.700362
16.0,16,6.716133
82.0,82,6.800453
29.0,29,6.828939
23.0,23,6.851569
34.0,34,6.884909
51.0,51,6.938863
38.0,38,6.982815
16.0,16,7.00308
26.0,26,7.028601
38.0,38,7.065921
28.0,28,7.093458
16.0,16,7.113172
22.0,22,7.134839
21.0,21,7.155824
25.0,25,7.180402
21.0,21,7.201276
37.0,37,7.242685
39.0,39,7.282504
27.0,27,7.31303
30.0,30,7.342549
27.0,27,7.36906
15.0,15,7.383849
20.0,20,7.403562
28.0,28,7.434889
29.0,29,7.463395
58.0,58,7.524197
19.0,19,7.542913
27.0,27,7.569422
60.0,60,7.632348
24.0,24,7.656178
33.0,33,7.688655
30.0,30,7.718085
27.0,27,7.749361
57.0,57,7.808072
42.0,42,7.854873
19.0,19,7.873609
25.0,25,7.898198
46.0,46,7.947742
39.0,39,7.986038
41.0,41,8.026234
28.0,28,8.057728
30.0,30,8.087279
12.0,12,8.099099
12.0,12,8.110914
65.0,65,8.177647
19.0,19,8.196448
31.0,31,8.227842
17.0,17,8.247761
16.0,16,8.263836
45.0,45,8.308035
11.0,11,8.318867
27.0,27,8.345371
10.0,10,8.359127
29.0,29,8.387586
19.0,19,8.406618
18.0,18,8.424284
33.0,33,8.460475
85.0,85,10.261631
46.0,46,10.306975
79.0,79,10.388877
36.0,36,10.424217
23.0,23,10.45072
18.0,18,10.468439
13.0,13,10.481355
30.0,30,10.510839
14.0,14,10.526439
13.0,13,10.543878
39.0,39,10.582175
32.0,32,10.613606
35.0,35,10.652019
14.0,14,10.6658
20.0,20,10.685476
18.0,18,10.703295
15.0,15,10.718104
84.0,84,10.804452
73.0,73,10.879817
29.0,29,10.908578
29.0,29,10.937062
37.0,37,10.977389
109.0,109,11.088887
51.0,51,11.95696
31.0,31,11.987352
33.0,33,12.023481
17.0,17,12.040019
22.0,22,12.061481
73.0,73,12.136411
19.0,19,12.154872
38.0,38,12.191757
27.0,27,12.222433
48.0,48,12.269011
61.0,61,12.332138
15.0,15,12.346729
32.0,32,12.377761
34.0,34,12.414718
85.0,85,12.497285
49.0,49,12.549722
47.0,47,12.59529
14.0,14,12.608901
64.0,64,12.674963
61.0,61,12.738589
57.0,57,12.793966
18.0,18,12.811483
18.0,18,12.833408
93.0,93,12.927423
15.0,15,12.942095
79.0,79,13.019111
34.0,34,13.056594
27.0,27,13.082921
106.0,106,14.86423
95.0,95,14.96049
95.0,95,15.056523
50.0,50,15.105106
16.0,16,15.124722
25.0,25,15.149075
131.0,131,15.279982
65.0,65,15.347238
39.0,39,15.386695
76.0,76,15.465874
49.0,49,15.513493
13.0,13,15.53015
95.0,95,15.622278
59.0,59,15.683752
25.0,25,15.708157
103.0,103,15.812053
107.0,107,15.919694
14.0,14,15.933328
49.0,49,15.984908
93.0,93,16.079269
71.0,71,16.152339
118.0,118,16.273465
50.0,50,16.322051
30.0,30,16.351208
229.0,229,16.585104
94.0,94,16.680127
96.0,96,16.777687
43.0,43,16.819464
97.0,97,18.58941
80.0,80,18.671611
131.0,131,18.80276
425.0,425,19.231737
123.0,123,19.354969
133.0,133,19.492
127.0,127,19.619308
123.0,123,19.742795
45.0,45,19.791027
98.0,98,19.886064
115.0,115,20.005186
189.0,189,20.192381
295.0,295,21.63467
98.0,98,23.406698
272.0,272,23.685538
215.0,215,23.90184
134.0,134,24.037222
410.0,410,24.450421
151.0,151,24.605575
328.0,328,24.935652
129.0,129,25.064686
210.0,210,25.276368
187.0,187,26.93913
290.0,290,27.239441
208.0,208,27.449556
109.0,109,27.559452
162.0,162,27.725105
109.0,109,27.834899
168.0,168,28.005724
240.0,240,28.248884
444.0,444,28.69577
500.0,500,30.300234
296.0,296,30.596209
363.0,363,32.460542
220.0,220,32.686914
221.0,221,32.910032
235.0,235,33.146276
233.0,233,33.378107
97.0,97,33.476243
240.0,240,34.824052
445.0,445,35.273665
500.0,500,35.779574
476.0,476,36.265496
500.0,500,36.77089
358.0,358,38.236574
148.0,148,38.383673
247.0,247,38.636587
216.0,216,38.854451
309.0,309,39.1658
130.0,130,39.295743
264.0,264,40.831887
119.0,119,40.9549
359.0,359,42.42928
251.0,251,42.686394
500.0,500,43.187039
376.0,376,43.567178
249.0,249,43.816333
188.0,188,44.006317
500.0,500,45.613885
500.0,500,46.121422
279.0,279,46.400646
162.0,162,46.566359
418.0,418,46.987921
291.0,291,47.281676
500.0,500,48.884959
500.0,500,50.867252
390.0,390,51.27116
355.0,355,51.631619
500.0,500,52.134279
154.0,154,52.291724
215.0,215,53.612042
500.0,500,54.117878
500.0,500,54.619146
500.0,500,55.125371
500.0,500,57.082481
500.0,500,57.588466
500.0,500,58.094346
500.0,500,60.091737
500.0,500,62.275892
500.0,500,62.78148
500.0,500,63.285329
500.0,500,63.791816
500.0,500,65.965956
500.0,500,66.467607
500.0,500,66.972435
500.0,500,67.477904
500.0,500,69.6499
500.0,500,71.643613
500.0,500,72.151326
500.0,500,72.658332
500.0,500,73.163633
500.0,500,75.31897
500.0,500,75.820252
500.0,500,76.326934
500.0,500,76.835714
500.0,500,78.984641
500.0,500,79.487545
500.0,500,81.483605
500.0,500,81.989237
500.0,500,83.578956
500.0,500,84.083967
500.0,500,84.589435
500.0,500,85.094978
500.0,500,86.912239
500.0,500,87.41803
500.0,500,87.923734
500.0,500,88.431472
500.0,500,92.087957
500.0,500,92.592396
500.0,500,93.094199
500.0,500,93.598229
500.0,500,95.7806
500.0,500,96.290029
500.0,500,96.794863
500.0,500,97.301471
500.0,500,99.485038
500.0,500,99.99164
500.0,500,101.986731
500.0,500,102.493181
500.0,500,104.660076
500.0,500,105.167843
500.0,500,105.669353
500.0,500,106.176098
500.0,500,108.116407
500.0,500,108.622632
500.0,500,109.128489
500.0,500,109.632466
500.0,500,112.708385
500.0,500,113.212828
500.0,500,113.717816
500.0,500,114.222374
500.0,500,114.724586
500.0,500,116.325429
500.0,500,116.8312
500.0,500,117.337453
500.0,500,117.844208
500.0,500,119.443813
500.0,500,121.441351
500.0,500,121.946784
500.0,500,122.451889
500.0,500,124.042774
500.0,500,124.548096
500.0,500,125.053518
500.0,500,125.55935
500.0,500,127.602753
500.0,500,128.107666
500.0,500,128.61234
500.0,500,130.598363
500.0,500,132.77094
500.0,500,133.274626
500.0,500,133.781935
500.0,500,134.287432
500.0,500,136.45819
500.0,500,136.957902
500.0,500,137.46244
500.0,500,137.966625
500.0,500,140.118623
500.0,500,142.130895
500.0,500,142.635696
500.0,500,143.12997
500.0,500,145.278981
500.0,500,145.780021
500.0,500,146.285485
500.0,500,146.790004
500.0,500,149.242066
500.0,500,149.746841
500.0,500,150.249464
500.0,500,152.2386
500.0,500,153.836235
500.0,500,154.341048
500.0,500,154.846328
500.0,500,155.350603
500.0,500,155.851856
500.0,500,157.433479
500.0,500,157.937057
500.0,500,158.43765
500.0,500,158.942839
500.0,500,162.024283
500.0,500,162.529581
500.0,500,163.03493
500.0,500,163.536627
500.0,500,165.123662
500.0,500,165.624888
500.0,500,166.127416
500.0,500,166.633693
500.0,500,168.229623
500.0,500,168.73317
500.0,500,170.72518
500.0,500,171.226346
500.0,500,172.822665
500.0,500,173.328472
500.0,500,173.830127
500.0,500,174.334861
500.0,500,175.929981
500.0,500,176.432561
500.0,500,176.937553
500.0,500,177.441948
500.0,500,180.528692
500.0,500,181.033476
