#{"t_start": 1756065681.3464682, "env_id": "None"}
r,l,t
637.0,861,9.293963
912.0,964,17.693767
251.0,42,18.060669
790.0,316,20.890995
228.0,60,21.423978
227.0,52,21.888031
597.0,140,23.184409
589.0,133,24.372129
443.0,2406,45.581352
863.0,1236,56.468564
583.0,157,57.843313
801.0,229,59.904402
923.0,886,67.854795
733.0,449,71.810225
527.0,1372,84.495933
267.0,2406,105.7891
222.0,71,106.392514
1021.0,2019,124.010286
748.0,569,129.010584
227.0,57,129.486098
577.0,200,131.19402
515.0,1575,144.861796
617.0,302,147.438146
188.0,101,148.306146
1057.0,1793,163.670257
246.0,57,164.141738
787.0,1704,179.836097
681.0,506,185.291644
720.0,741,193.410773
587.0,228,195.842906
990.0,615,202.831283
547.0,1596,221.371408
897.0,1047,233.962172
724.0,2220,259.954842
579.0,275,263.05194
242.0,53,263.628858
231.0,50,264.173543
618.0,112,265.515237
707.0,396,270.094344
429.0,2406,297.100239
812.0,1631,314.546381
963.0,2371,339.964938
671.0,1036,351.333304
232.0,60,351.963123
236.0,51,352.526252
247.0,42,352.975804
207.0,64,353.658929
239.0,70,354.383467
598.0,167,356.14487
562.0,1334,370.972049
599.0,152,372.629142
196.0,70,373.407543
1009.0,2120,396.498812
1172.0,1053,408.155997
840.0,1492,424.703637
240.0,48,425.204593
731.0,222,427.609049
598.0,418,432.220903
221.0,59,432.876321
234.0,50,433.408884
472.0,1608,450.511003
1768.0,2406,476.237604
249.0,44,476.710342
674.0,638,483.532293
606.0,112,484.719988
223.0,67,485.421062
217.0,57,486.011328
215.0,74,486.794673
203.0,63,487.457052
684.0,350,491.133532
630.0,116,492.365178
761.0,1867,512.066715
774.0,409,516.409252
443.0,2406,541.987004
218.0,64,542.654679
608.0,357,546.541755
232.0,61,547.201475
737.0,350,551.051724
252.0,40,551.472797
796.0,287,554.689537
646.0,132,556.156232
239.0,48,556.70627
231.0,57,557.329366
690.0,658,564.673569
243.0,52,565.286333
602.0,174,567.218785
813.0,182,569.289091
584.0,160,571.034839
626.0,129,572.465258
589.0,1529,589.7143
581.0,324,593.214252
596.0,147,594.76738
235.0,50,595.314098
232.0,62,595.985667
627.0,235,598.636082
643.0,150,600.274955
797.0,282,603.365363
1117.0,1542,620.153983
248.0,43,620.607227
802.0,251,623.342772
1223.0,1444,639.263631
239.0,45,639.742761
638.0,175,641.649557
640.0,1202,654.73324
609.0,353,658.477832
623.0,133,659.886471
248.0,62,660.550351
944.0,764,668.781536
636.0,102,669.870281
578.0,220,672.203347
1217.0,893,681.75159
494.0,1690,700.338613
444.0,2406,727.134354
1232.0,742,735.381602
267.0,2406,762.682145
227.0,67,763.529449
623.0,850,773.144148
577.0,225,775.692268
1268.0,558,782.041308
440.0,2406,808.660709
237.0,48,809.166285
542.0,520,814.847419
240.0,45,815.35637
250.0,43,815.818841
815.0,172,817.739166
232.0,51,818.269302
707.0,2168,841.571774
757.0,492,846.920038
548.0,387,851.009853
224.0,65,851.700656
226.0,57,852.313596
216.0,61,852.959213
251.0,42,853.416034
1276.0,1651,871.105825
667.0,472,876.242593
639.0,1229,889.733358
1333.0,1661,908.518162
620.0,157,910.289193
200.0,64,911.002857
553.0,338,914.796656
594.0,999,925.853119
562.0,325,929.39332
873.0,1161,942.292259
630.0,227,944.907107
603.0,906,955.114329
779.0,1754,974.310336
552.0,516,979.878533
1494.0,695,987.380873
250.0,41,987.831289
640.0,647,994.944261
632.0,125,996.300085
762.0,490,1001.638337
200.0,66,1002.351163
752.0,232,1004.897103
232.0,54,1005.465216
247.0,50,1006.003913
1044.0,236,1008.61236
636.0,190,1010.663427
236.0,55,1011.243073
811.0,195,1013.423628
594.0,263,1016.292405
951.0,707,1023.880968
769.0,1801,1043.704419
898.0,1072,1055.517214
768.0,1829,1076.035296
1071.0,1767,1095.911587
619.0,291,1099.188741
972.0,607,1105.938789
675.0,380,1110.28024
766.0,464,1115.590866
618.0,124,1117.017467
1336.0,242,1119.89516
529.0,540,1125.898068
733.0,166,1127.755613
238.0,45,1128.246139
555.0,1210,1142.130527
608.0,357,1146.171739
230.0,51,1146.727379
634.0,200,1148.864989
229.0,51,1149.38957
791.0,315,1152.880423
625.0,255,1155.67081
1252.0,704,1163.335249
246.0,48,1163.861698
652.0,489,1169.350487
1136.0,280,1172.416629
703.0,2227,1196.655766
631.0,220,1199.076507
214.0,83,1199.992118
1030.0,392,1204.353199
244.0,58,1204.96916
1002.0,491,1210.393524
609.0,179,1212.354131
1031.0,226,1214.837855
750.0,562,1220.992053
1193.0,1035,1232.432385
237.0,49,1232.978235
616.0,123,1234.323017
543.0,431,1239.002301
249.0,45,1239.495875
244.0,49,1240.045098
244.0,42,1240.483377
1031.0,315,1244.003196
243.0,47,1244.550307
919.0,913,1254.986633
246.0,45,1255.465755
776.0,405,1260.043655
229.0,52,1260.627171
229.0,55,1261.221872
221.0,53,1261.812191
239.0,48,1262.342385
248.0,39,1262.800699
774.0,418,1267.498706
612.0,205,1269.895303
1013.0,303,1273.465813
579.0,351,1277.404533
581.0,201,1279.621366
238.0,46,1280.130635
648.0,114,1281.441637
246.0,42,1281.895596
749.0,190,1284.111574
1185.0,1043,1295.86528
581.0,150,1297.516802
1171.0,1121,1310.584013
243.0,46,1311.121771
882.0,1138,1324.034228
231.0,57,1324.659609
250.0,40,1325.100501
1206.0,887,1335.109373
616.0,102,1336.223442
949.0,760,1344.503587
549.0,536,1350.36154
236.0,43,1350.814748
216.0,59,1351.461178
770.0,1811,1371.159115
217.0,56,1371.765456
634.0,199,1373.943415
613.0,274,1376.923325
563.0,252,1379.643388
248.0,40,1380.077943
802.0,250,1382.829099
236.0,49,1383.350012
1267.0,535,1389.203572
725.0,195,1391.332653
253.0,38,1391.749407
580.0,526,1397.52035
237.0,43,1397.99891
246.0,42,1398.460853
1018.0,310,1401.831149
1128.0,1437,1417.819407
238.0,43,1418.28492
230.0,51,1418.827291
767.0,228,1421.348743
640.0,1222,1435.044729
233.0,48,1435.581578
248.0,39,1436.013085
229.0,52,1436.611524
608.0,358,1440.628526
243.0,46,1441.16971
246.0,37,1441.596178
249.0,45,1442.122578
245.0,42,1442.593363
596.0,174,1444.560178
234.0,49,1445.087605
1031.0,237,1447.73127
1234.0,843,1457.309884
634.0,202,1459.603198
247.0,43,1460.100258
247.0,41,1460.570102
249.0,43,1461.047124
594.0,136,1462.639566
764.0,297,1465.947177
618.0,141,1467.477023
238.0,74,1468.300658
613.0,91,1469.303545
249.0,37,1469.699614
583.0,151,1471.35621
220.0,56,1471.95616
634.0,123,1473.334035
674.0,1017,1485.032343
874.0,1171,1498.546512
232.0,53,1499.174185
628.0,238,1501.856622
1537.0,310,1505.365206
248.0,42,1505.830102
250.0,43,1506.311439
649.0,645,1513.575803
607.0,94,1514.616702
635.0,196,1516.798923
1249.0,652,1524.004518
1670.0,419,1528.666987
1557.0,348,1532.572548
558.0,377,1536.73698
694.0,896,1546.73485
2261.0,911,1556.966016
229.0,54,1557.545794
1334.0,255,1560.390263
230.0,52,1560.951288
743.0,166,1562.8169
244.0,46,1563.32322
230.0,79,1564.16914
235.0,126,1565.527932
740.0,325,1569.121973
613.0,210,1571.412026
1670.0,329,1575.09744
237.0,42,1575.571347
615.0,86,1576.509865
734.0,237,1579.165244
247.0,42,1579.633506
637.0,184,1581.678667
597.0,211,1584.015178
248.0,44,1584.484188
1774.0,747,1592.816023
1018.0,320,1596.407498
247.0,41,1596.856754
1322.0,331,1600.553901
970.0,660,1608.058759
235.0,49,1608.606536
807.0,210,1611.012137
934.0,812,1620.765098
598.0,133,1622.285496
1405.0,308,1625.817174
638.0,106,1627.027273
638.0,177,1629.078107
608.0,95,1630.162523
250.0,41,1630.599227
637.0,183,1632.696967
241.0,47,1633.237602
247.0,41,1633.701078
532.0,1363,1649.387083
235.0,53,1649.981892
1017.0,318,1653.706682
239.0,45,1654.257182
229.0,51,1654.828994
242.0,46,1655.335132
251.0,39,1655.807416
950.0,802,1665.096209
786.0,346,1669.078226
962.0,671,1676.856581
619.0,290,1680.149278
761.0,494,1685.666686
1266.0,667,1693.056886
983.0,499,1698.577435
798.0,275,1701.652572
249.0,49,1702.18733
943.0,766,1710.687021
815.0,171,1712.597474
750.0,246,1715.308213
1323.0,330,1718.958036
251.0,41,1719.398551
804.0,236,1722.022423
811.0,194,1724.169473
1298.0,333,1727.868218
625.0,110,1729.090598
235.0,46,1729.581761
826.0,1459,1745.771509
724.0,188,1747.897466
222.0,77,1748.748698
981.0,550,1754.816758
635.0,192,1756.930124
794.0,298,1760.260249
1210.0,948,1770.638226
653.0,88,1771.591831
987.0,545,1777.701182
726.0,259,1780.540886
252.0,39,1780.953948
1426.0,233,1783.591709
247.0,43,1784.098149
1030.0,231,1786.818651
1302.0,448,1791.972242
1326.0,300,1795.48333
240.0,47,1796.000383
809.0,209,1798.427262
764.0,189,1800.652289
694.0,898,1811.311571
1324.0,318,1815.266601
1020.0,447,1821.106431
972.0,610,1828.514796
241.0,44,1829.071718
250.0,41,1829.565619
617.0,209,1832.08918
656.0,689,1840.819849
1766.0,779,1850.000455
232.0,46,1850.53846
248.0,42,1851.046427
649.0,108,1852.447952
632.0,214,1855.155008
624.0,140,1856.812296
1382.0,619,1864.244325
779.0,198,1866.700832
602.0,136,1868.300356
606.0,86,1869.296377
237.0,43,1869.79703
651.0,794,1878.999903
239.0,45,1879.515121
611.0,127,1880.985956
1323.0,274,1884.178564
1418.0,255,1887.132886
612.0,85,1888.12704
595.0,135,1889.646747
1029.0,247,1892.425758
240.0,46,1892.911799
1160.0,155,1894.603223
250.0,39,1895.029663
249.0,38,1895.449488
1038.0,210,1897.770709
583.0,151,1899.425458
245.0,43,1899.886206
252.0,37,1900.301033
248.0,38,1900.722306
238.0,48,1901.242459
628.0,117,1902.55122
229.0,52,1903.136417
635.0,194,1905.290363
1062.0,213,1907.675185
237.0,89,1908.662089
251.0,49,1909.214778
603.0,188,1911.319709
1025.0,259,1914.222158
991.0,482,1919.460276
249.0,38,1919.875882
246.0,46,1920.379199
242.0,45,1920.884728
577.0,147,1922.518304
235.0,46,1923.052967
240.0,45,1923.550465
813.0,183,1925.592808
243.0,45,1926.077593
240.0,46,1926.580086
610.0,82,1927.485805
252.0,38,1927.898915
230.0,49,1928.440412
623.0,120,1929.788899
812.0,190,1931.925393
249.0,39,1932.341052
215.0,59,1933.000932
1041.0,318,1936.561585
605.0,97,1937.648131
237.0,45,1938.151799
212.0,61,1938.80358
746.0,267,1941.768983
739.0,289,1945.001567
740.0,176,1946.968489
922.0,895,1957.04849
232.0,50,1957.589602
244.0,44,1958.072849
249.0,37,1958.504215
634.0,114,1959.778116
236.0,48,1960.321049
611.0,202,1962.608155
1031.0,214,1965.131426
796.0,288,1968.416526
731.0,185,1970.524685
200.0,62,1971.250211
247.0,41,1971.722106
247.0,42,1972.215173
247.0,39,1972.659838
1312.0,248,1975.575222
723.0,357,1979.702408
1214.0,978,1990.785525
638.0,175,1992.853222
728.0,204,1995.191437
603.0,128,1996.68398
790.0,183,1998.806457
1034.0,282,2002.020004
252.0,38,2002.441235
1029.0,249,2005.369154
990.0,501,2011.205673
1045.0,154,2012.953275
249.0,38,2013.380252
248.0,45,2013.891897
650.0,104,2015.09293
239.0,46,2015.621062
