env,algo,run_id,seed,r_max,r_end,delta_post,s_final,delta_tol,slope_tol,trend_strict,r_max_relaxed,r_end_relaxed,delta_post_relaxed,s_final_relaxed,delta_tol_relaxed,slope_tol_relaxed,trend_relaxed
Hopper-v4,ppo,20251112_143708_443076_pid75122_seed0,0,2469.3982788085937,2117.9256848144532,-351.4725939941404,-43.8659640842014,-123.46991394042969,24.693982788085936,post_peak_degradation,2108.0524291992188,2469.398193359375,361.34576416015625,-43.8659640842014,-210.80524291992188,42.161048583984375,uncertain
Hopper-v4,ppo,20251112_144200_883314_pid75780_seed0,0,1362.8903564453126,1188.2193334960937,-174.67102294921892,-8.0455295138889,-68.14451782226563,13.628903564453125,uncertain,1243.2264624023437,1326.5999755859375,83.37351318359379,-8.0455295138889,-124.32264624023438,24.864529248046875,converged_relaxed
Hopper-v4,ppo,20251112_144245_744295_pid75877_seed0,0,524.3089233398438,422.8604791259766,-101.44844421386716,-21.906207953559033,-26.21544616699219,5.243089233398438,post_peak_degradation,504.5894387817383,440.8086853027344,-63.78075347900392,-21.906207953559033,-50.458943878173834,10.091788775634766,post_peak_degradation
Hopper-v4,ppo,20251112_144326_935183_pid75990_seed0,0,1763.0302978515624,1122.5355322265627,-640.4947656249997,-41.113476562500004,-88.15151489257812,17.630302978515626,post_peak_degradation,1326.6090451049802,1287.0892333984375,-39.51981170654267,-41.113476562500004,-132.66090451049803,26.532180902099604,uncertain
Hopper-v4,ppo,20251112_144554_879439_pid76321_seed0,0,742.3890747070313,364.6147137451172,-377.77436096191417,-18.672928873697927,-37.11945373535157,7.423890747070313,post_peak_degradation,502.03187255859314,372.712646484375,-129.31922607421814,-18.672928873697927,-50.20318725585932,10.040637451171863,post_peak_degradation
Hopper-v4,ppo,20251112_144632_162335_pid76402_seed0,0,644.96357421875,527.7783892822265,-117.18518493652346,-2.6648457845052085,-32.2481787109375,6.4496357421875,uncertain,551.4361755371093,644.9635620117188,93.52738647460944,-2.6648457845052085,-55.14361755371093,11.028723510742186,converged_relaxed
Hopper-v4,ppo,20251112_145040_617609_pid76949_seed0,0,1568.6669677734376,1303.3285034179685,-265.3384643554691,-56.71202528211807,-78.43334838867189,15.686669677734375,post_peak_degradation,1438.4013720703124,1437.224609375,-1.1767626953123909,-56.71202528211807,-143.84013720703123,28.768027441406247,uncertain
Hopper-v4,ppo,20251112_145321_938960_pid77330_seed0,0,439.0550354003906,389.71528869628906,-49.339746704101515,-11.8140143500434,-21.952751770019532,4.3905503540039055,post_peak_degradation,397.81071563720707,439.05499267578125,41.24427703857418,-11.8140143500434,-39.78107156372071,7.956214312744142,uncertain
Hopper-v4,ppo,20251112_145418_846736_pid77451_seed0,0,881.0250732421875,580.5850018310548,-300.44007141113275,1.7954013400607716,-44.05125366210938,8.810250732421876,uncertain,723.2984457397461,759.3751220703125,36.07667633056644,1.7954013400607716,-72.32984457397461,14.46596891479492,converged_relaxed
Hopper-v4,ppo,20251112_145845_602407_pid78055_seed0,0,354.9621337890625,310.21181030273436,-44.750323486328114,-11.121056450737841,-17.748106689453124,3.549621337890625,post_peak_degradation,337.3413247680664,352.3799743652344,15.03864959716799,-11.121056450737841,-33.73413247680664,6.7468264953613275,uncertain
Hopper-v4,ppo,20251112_150049_552360_pid78344_seed0,0,2275.7890869140624,1909.4888623046877,-366.3002246093747,-76.81531032986112,-113.78945434570312,22.757890869140624,post_peak_degradation,2010.035612792969,1869.6087646484375,-140.4268481445315,-76.81531032986112,-201.00356127929692,40.20071225585938,uncertain
Hopper-v4,ppo,20251112_150445_659421_pid78877_seed0,0,342.57643432617186,297.15091430664063,-45.425520019531234,-12.303276570638028,-17.128821716308593,3.4257643432617186,post_peak_degradation,333.59959197998046,333.4285583496094,-0.17103363037108466,-12.303276570638028,-33.359959197998045,6.67199183959961,uncertain
Hopper-v4,ppo,20251112_150554_134307_pid79016_seed0,0,1847.6846191406253,1609.757214355469,-237.92740478515634,-102.60091959635417,-92.38423095703126,18.476846191406253,post_peak_degradation,1761.195888671875,1579.7315673828125,-181.46432128906258,-102.60091959635417,-176.11958886718753,35.2239177734375,post_peak_degradation
Hopper-v4,ppo,20251112_150647_582946_pid79154_seed0,0,414.67557983398444,344.5119860839844,-70.16359375000002,-13.738376871744796,-20.733778991699225,4.146755798339845,post_peak_degradation,382.5481616210938,381.760009765625,-0.7881518554688114,-13.738376871744796,-38.254816162109385,7.650963232421876,uncertain
Hopper-v4,ppo,20251112_150731_774884_pid79250_seed0,0,3008.6610839843747,2601.9868432617186,-406.6742407226561,-55.936683485243094,-150.43305419921873,30.086610839843747,post_peak_degradation,2835.1089697265625,3008.660888671875,173.55191894531254,-55.936683485243094,-283.51089697265627,56.70217939453125,converged_relaxed
Hopper-v4,ppo,20251112_150818_565178_pid79348_seed0,0,700.8128662109375,554.3917639160156,-146.42110229492187,-6.331278483072917,-35.040643310546876,7.0081286621093755,uncertain,631.2474151611328,700.8128662109375,69.56545104980466,-6.331278483072917,-63.12474151611329,12.624948303222657,converged_relaxed
Hopper-v4,ppo,20251112_150941_624517_pid79544_seed0,0,1460.8843505859377,1208.221632080078,-252.66271850585963,-38.40989718967015,-73.04421752929689,14.608843505859378,post_peak_degradation,1154.6280999755854,1417.854248046875,263.2261480712896,-38.40989718967015,-115.46280999755855,23.09256199951171,uncertain
Hopper-v4,ppo,20251112_150958_031302_pid79578_seed0,0,520.8664978027344,338.94380249023436,-181.92269531250008,-15.909699164496532,-26.043324890136724,5.208664978027344,post_peak_degradation,472.75458129882816,365.63525390625,-107.11932739257816,-15.909699164496532,-47.27545812988282,9.455091625976562,post_peak_degradation
Hopper-v4,ppo,20251112_151645_341273_pid80516_seed0,0,2220.3591064453126,1748.7633190917968,-471.5957873535158,-66.12901882595487,-111.01795532226564,22.203591064453125,post_peak_degradation,2015.430148925781,1664.099609375,-351.33053955078094,-66.12901882595487,-201.5430148925781,40.30860297851562,post_peak_degradation
Hopper-v4,ppo,20251112_151649_344694_pid80541_seed0,0,592.1730102539063,522.4346044921875,-69.73840576171881,-16.376291232638877,-29.60865051269532,5.921730102539064,post_peak_degradation,533.8121990966797,563.5101318359375,29.697932739257794,-16.376291232638877,-53.381219909667976,10.676243981933593,uncertain
Hopper-v4,ppo,20251112_151912_400665_pid80862_seed0,0,587.558642578125,400.53855590820314,-187.0200866699219,-24.00514255099826,-29.377932128906252,5.8755864257812505,post_peak_degradation,549.622628479004,426.312255859375,-123.31037261962899,-24.00514255099826,-54.962262847900405,10.99245256958008,post_peak_degradation
Hopper-v4,ppo,20251112_152200_974451_pid81293_seed0,0,932.5275756835938,667.0877233886719,-265.43985229492193,17.94102715386285,-46.62637878417969,9.325275756835937,uncertain,629.1390716552734,932.5275268554688,303.3884552001954,17.94102715386285,-62.91390716552734,12.582781433105467,uncertain
Hopper-v4,ppo,20251112_152711_507192_pid81971_seed0,0,1251.71474609375,908.3157861328127,-343.3989599609372,-56.07706976996529,-62.5857373046875,12.5171474609375,post_peak_degradation,1182.5909228515627,934.0379028320312,-248.55302001953146,-56.07706976996529,-118.25909228515627,23.651818457031254,post_peak_degradation
Hopper-v4,ppo,20251112_152722_818332_pid81998_seed0,0,598.9426513671875,549.7161791992188,-49.22647216796872,-24.5820081922743,-29.94713256835938,5.989426513671876,post_peak_degradation,585.2199597167969,588.4853515625,3.265391845703107,-24.5820081922743,-58.521995971679694,11.704399194335938,uncertain
Hopper-v4,ppo,20251112_152926_268203_pid82275_seed0,0,1404.4331420898438,1110.0722583007814,-294.3608837890624,-89.36537000868059,-70.2216571044922,14.04433142089844,post_peak_degradation,1262.6923291015623,1056.1182861328125,-206.57404296874984,-89.36537000868059,-126.26923291015623,25.253846582031247,post_peak_degradation
Hopper-v4,ppo,20251112_153109_644738_pid82510_seed0,0,604.8751342773437,504.9836254882813,-99.89150878906241,-30.26762084960938,-30.243756713867185,6.048751342773437,post_peak_degradation,570.505816040039,463.4637756347656,-107.04204040527338,-30.26762084960938,-57.0505816040039,11.41011632080078,post_peak_degradation
Hopper-v4,ppo,20251112_153241_328244_pid82727_seed0,0,469.16216430664065,412.96872680664063,-56.193437500000016,-17.199126519097224,-23.458108215332032,4.691621643066407,post_peak_degradation,443.84140655517575,454.05743408203125,10.216027526855498,-17.199126519097224,-44.38414065551758,8.876828131103515,uncertain
Hopper-v4,ppo,20251112_153332_929040_pid82846_seed0,0,292.14756469726564,268.25804321289064,-23.889521484374995,-11.322252061631948,-14.607378234863283,2.9214756469726564,post_peak_degradation,280.90849151611326,292.1475524902344,11.239060974121116,-11.322252061631948,-28.090849151611327,5.618169830322265,uncertain
Hopper-v4,ppo,20251112_153627_792340_pid83237_seed0,0,2061.9942626953125,1363.6319750976563,-698.3622875976562,-66.96891004774307,-103.09971313476564,20.619942626953126,post_peak_degradation,1699.8028479003906,1533.8267822265625,-165.9760656738281,-66.96891004774307,-169.98028479003906,33.99605695800781,uncertain
Hopper-v4,ppo,20251112_153722_283916_pid83364_seed0,0,417.9564453125,375.71841674804693,-42.23802856445309,-14.084945339626737,-20.897822265625003,4.179564453125001,post_peak_degradation,408.59871948242187,409.1903381347656,0.5916186523437545,-14.084945339626737,-40.85987194824219,8.171974389648437,uncertain
Hopper-v4,ppo,20251112_153941_742935_pid83693_seed0,0,3062.8530761718753,2219.0564892578122,-843.796586914063,-66.22539062499999,-153.14265380859376,30.628530761718753,post_peak_degradation,2509.224943847656,2299.90771484375,-209.31722900390605,-66.22539062499999,-250.92249438476563,50.18449887695312,uncertain
Hopper-v4,ppo,20251112_154350_915945_pid84646_seed0,0,669.0898925781252,608.6059912109376,-60.483901367187514,-28.584475368923613,-33.45449462890626,6.6908989257812514,post_peak_degradation,645.7489343261719,629.3961791992188,-16.352755126953184,-28.584475368923613,-64.5748934326172,12.914978686523439,uncertain
Hopper-v4,ppo,20251112_154504_570104_pid84813_seed0,0,559.0899414062501,505.32036254882814,-53.76957885742195,-23.852925618489582,-27.954497070312506,5.590899414062501,post_peak_degradation,542.412456665039,539.310791015625,-3.1016656494140307,-23.852925618489582,-54.24124566650391,10.848249133300781,uncertain
Hopper-v4,ppo,20251112_154507_891844_pid84819_seed0,0,552.4465026855469,497.33965087890635,-55.10685180664052,-22.54709608289931,-27.622325134277347,5.524465026855469,post_peak_degradation,529.1654504394531,529.1539306640625,-0.011519775390638642,-22.54709608289931,-52.91654504394532,10.583309008789064,uncertain
Hopper-v4,ppo,20251112_155033_264688_pid85942_seed0,0,468.03581542968755,406.438408203125,-61.59740722656255,-19.800849745008676,-23.40179077148438,4.680358154296876,post_peak_degradation,463.5235089111328,435.10369873046875,-28.419810180664058,-19.800849745008676,-46.35235089111328,9.270470178222656,uncertain
Hopper-v4,ppo,20251112_155320_554712_pid86332_seed0,0,584.46318359375,531.2011633300783,-53.26202026367173,-23.415913221571184,-29.223159179687503,5.8446318359375,post_peak_degradation,563.8695538330079,579.9230346679688,16.05348083496085,-23.415913221571184,-56.386955383300794,11.277391076660159,uncertain
Hopper-v4,ppo,20251112_155454_533402_pid86523_seed0,0,1853.7492919921874,1447.8737426757812,-405.87554931640625,-86.05324978298613,-92.68746459960937,18.537492919921874,post_peak_degradation,1578.8525946044922,1263.8455810546875,-315.0070135498047,-86.05324978298613,-157.88525946044922,31.577051892089845,post_peak_degradation
Hopper-v4,ppo,20251112_155503_070861_pid86545_seed0,0,400.77803955078133,348.7670178222656,-52.01102172851574,-17.434110514322917,-20.03890197753907,4.0077803955078135,post_peak_degradation,390.24959442138675,365.87896728515625,-24.370627136230496,-17.434110514322917,-39.02495944213868,7.804991888427735,uncertain
Hopper-v4,ppo,20251112_155527_772842_pid86631_seed0,0,1830.5352783203127,1022.2842712402346,-808.2510070800781,-82.82363688151041,-91.52676391601564,18.305352783203126,post_peak_degradation,1447.9665216064452,978.3865966796875,-469.5799249267577,-82.82363688151041,-144.79665216064453,28.959330432128905,post_peak_degradation
Hopper-v4,ppo,20251112_155652_758532_pid86801_seed0,0,343.4006591796875,297.46382446289067,-45.93683471679685,-11.536488850911459,-17.170032958984375,3.434006591796875,post_peak_degradation,321.6642861938476,330.72320556640625,9.058919372558648,-11.536488850911459,-32.16642861938476,6.433285723876952,uncertain
Hopper-v4,ppo,20251112_155952_542708_pid87208_seed0,0,392.54017944335936,328.7567102050781,-63.78346923828127,-18.238551161024308,-19.62700897216797,3.925401794433594,post_peak_degradation,362.26640869140624,345.7164611816406,-16.549947509765616,-18.238551161024308,-36.226640869140624,7.245328173828125,uncertain
Hopper-v4,ppo,20251112_160102_515329_pid87365_seed0,0,375.6026489257813,327.5438360595703,-48.058812866210985,-12.02351548936632,-18.780132446289066,3.7560264892578132,post_peak_degradation,364.0914440917969,363.98089599609375,-0.11054809570316593,-12.02351548936632,-36.409144409179696,7.2818288818359385,uncertain
Hopper-v4,ppo,20251112_160749_313439_pid88277_seed0,0,1125.927087402344,882.8784045410157,-243.0486828613282,-34.480957031250014,-56.2963543701172,11.25927087402344,post_peak_degradation,1091.3765087890624,949.6251220703125,-141.75138671874993,-34.480957031250014,-109.13765087890624,21.82753017578125,post_peak_degradation
Hopper-v4,ppo,20251112_160849_634322_pid88414_seed0,0,285.2526489257813,254.75414245605475,-30.49850646972652,-11.581504991319441,-14.262632446289064,2.8525264892578126,post_peak_degradation,281.98377777099614,272.54522705078125,-9.438550720214891,-11.581504991319441,-28.198377777099616,5.639675555419923,uncertain
Hopper-v4,ppo,20251112_160850_219375_pid88415_seed0,0,870.5102661132813,671.0876159667969,-199.42265014648444,-46.97313503689237,-43.52551330566407,8.705102661132813,post_peak_degradation,717.0627062988282,678.0866088867188,-38.976097412109425,-46.97313503689237,-71.70627062988282,14.341254125976564,uncertain
Hopper-v4,ppo,20251112_161024_833861_pid88639_seed0,0,472.81025390625,368.7981561279297,-104.01209777832031,-20.6175537109375,-23.640512695312502,4.7281025390625,post_peak_degradation,440.37238555908203,357.0917053222656,-83.28068023681641,-20.6175537109375,-44.0372385559082,8.807447711181641,post_peak_degradation
Hopper-v4,ppo,20251112_161551_767405_pid89374_seed0,0,3201.476025390625,2837.0490087890626,-364.4270166015626,-115.83576388888888,-160.07380126953126,32.01476025390625,post_peak_degradation,2947.8603784179686,2947.782470703125,-0.07790771484360448,-115.83576388888888,-294.7860378417969,58.95720756835937,uncertain
Hopper-v4,ppo,20251112_161638_426187_pid89469_seed0,0,504.341357421875,460.24256286621096,-44.09879455566403,-19.55746053059896,-25.21706787109375,5.04341357421875,post_peak_degradation,485.6993139648437,485.5352478027344,-0.16406616210935,-19.55746053059896,-48.56993139648438,9.713986279296874,uncertain
Hopper-v4,ppo,20251112_161748_141192_pid89642_seed0,0,1246.4720947265625,931.2811608886719,-315.1909338378906,-10.953190104166676,-62.32360473632813,12.464720947265626,uncertain,919.1683679199217,1246.4720458984375,327.3036779785158,-10.953190104166676,-91.91683679199218,18.383367358398434,converged_relaxed
Hopper-v4,ppo,20251112_162007_130154_pid89952_seed0,0,439.4133544921875,376.7790557861329,-62.63429870605461,-19.583863661024314,-21.970667724609378,4.394133544921876,post_peak_degradation,431.410361328125,411.69195556640625,-19.71840576171877,-19.583863661024314,-43.1410361328125,8.6282072265625,uncertain
Hopper-v4,ppo,20251112_162028_200462_pid90000_seed0,0,3162.59677734375,2029.8891040039064,-1132.7076733398437,-80.5531060112847,-158.12983886718752,31.6259677734375,post_peak_degradation,3054.732358398437,2389.65087890625,-665.0814794921871,-80.5531060112847,-305.4732358398437,61.094647167968745,post_peak_degradation
Hopper-v4,ppo,20251112_162119_078941_pid90128_seed0,0,473.30646362304685,426.73829956054686,-46.56816406249999,-14.857080756293405,-23.665323181152345,4.733064636230469,post_peak_degradation,445.02157073974615,473.30645751953125,28.284886779785097,-14.857080756293405,-44.502157073974615,8.900431414794923,uncertain
Hopper-v4,ppo,20251112_162418_239747_pid90536_seed0,0,1396.372900390625,1035.4832873535156,-360.8896130371095,-2.6325656467013863,-69.81864501953126,13.963729003906252,uncertain,1104.9986090087891,1396.372802734375,291.3741937255859,-2.6325656467013863,-110.49986090087891,22.099972180175783,converged_relaxed
Hopper-v4,ppo,20251112_162447_369757_pid90634_seed0,0,1017.0050292968751,671.4191021728515,-345.58592712402367,18.852149793836816,-50.85025146484376,10.170050292968751,uncertain,868.3579309082031,979.7898559570312,111.43192504882813,18.852149793836816,-86.83579309082032,17.367158618164062,uncertain
Hopper-v4,ppo,20251112_163057_954396_pid91452_seed0,0,781.8279907226563,601.7547399902344,-180.0732507324219,-16.244565158420137,-39.09139953613282,7.818279907226563,post_peak_degradation,715.7433294677734,606.2366943359375,-109.50663513183588,-16.244565158420137,-71.57433294677735,14.314866589355468,post_peak_degradation
Hopper-v4,ppo,20251112_163245_034570_pid91694_seed0,0,479.3495666503906,405.34947814941415,-74.00008850097646,-21.78021375868055,-23.967478332519534,4.793495666503906,post_peak_degradation,457.4111532592773,427.8736267089844,-29.53752655029291,-21.78021375868055,-45.74111532592773,9.148223065185546,uncertain
Hopper-v4,ppo,20251112_163250_935201_pid91711_seed0,0,463.23229980468756,405.805150756836,-57.42714904785157,-22.71749471028646,-23.16161499023438,4.632322998046876,post_peak_degradation,443.80042022705084,412.0171813964844,-31.78323883056646,-22.71749471028646,-44.380042022705084,8.876008404541016,uncertain
Hopper-v4,ppo,20251112_163301_450069_pid91737_seed0,0,411.4251708984375,320.71241271972656,-90.71275817871094,-11.132696533203122,-20.571258544921875,4.114251708984375,post_peak_degradation,372.5808193969727,364.50665283203125,-8.074166564941436,-11.132696533203122,-37.25808193969727,7.4516163879394535,uncertain
Hopper-v4,ppo,20251112_164021_055832_pid92700_seed0,0,1321.1985107421876,1191.6049157714842,-129.5935949707034,-53.64038085937503,-66.05992553710938,13.211985107421876,post_peak_degradation,1265.5320874023437,1286.1485595703125,20.616472167968823,-53.64038085937503,-126.55320874023437,25.310641748046873,uncertain
Hopper-v4,ppo,20251112_164333_809004_pid93142_seed0,0,350.5697875976563,322.94772277832027,-27.622064819336003,-16.753818766276044,-17.528489379882814,3.505697875976563,post_peak_degradation,347.23436859130857,335.63543701171875,-11.598931579589816,-16.753818766276044,-34.72343685913086,6.944687371826172,uncertain
Hopper-v4,ppo,20251112_164350_481132_pid93182_seed0,0,1275.7185791015625,1082.0360278320313,-193.68255126953113,-7.544991048177078,-63.78592895507813,12.757185791015624,uncertain,1197.0247552490237,1200.560302734375,3.535547485351344,-7.544991048177078,-119.70247552490237,23.940495104980474,converged_relaxed
Hopper-v4,ppo,20251112_164413_538491_pid93235_seed0,0,419.19066772460934,344.60674682617196,-74.58392089843738,-16.717171902126736,-20.95953338623047,4.191906677246093,post_peak_degradation,393.02308837890627,355.7513122558594,-37.27177612304689,-16.717171902126736,-39.30230883789063,7.860461767578125,uncertain
Hopper-v4,ppo,20251112_164600_770225_pid93478_seed0,0,3103.87236328125,2251.411530761719,-852.4608325195309,-105.18584526909724,-155.1936181640625,31.0387236328125,post_peak_degradation,2995.9330639648438,2761.80078125,-234.13228271484377,-105.18584526909724,-299.59330639648437,59.91866127929688,uncertain
Hopper-v4,ppo,20251112_164741_179156_pid93710_seed0,0,644.6700439453125,472.57608398437503,-172.09395996093747,-20.097325303819453,-32.23350219726563,6.446700439453125,post_peak_degradation,579.8196801757813,529.9520263671875,-49.867653808593786,-20.097325303819453,-57.98196801757813,11.596393603515626,uncertain
Hopper-v4,ppo,20251112_164859_985681_pid93896_seed0,0,1993.3672607421875,1452.4262475585938,-540.9410131835937,-94.44387478298609,-99.66836303710937,19.933672607421876,post_peak_degradation,1504.8837921142572,1165.4853515625,-339.3984405517572,-94.44387478298609,-150.48837921142572,30.097675842285145,post_peak_degradation
Hopper-v4,ppo,20251112_164932_571511_pid93969_seed0,0,347.81767578125,321.86854614257817,-25.94912963867182,-13.837395562065979,-17.3908837890625,3.4781767578125,post_peak_degradation,344.6038754272461,347.81768798828125,3.2138125610351267,-13.837395562065979,-34.46038754272461,6.892077508544922,uncertain
Hopper-v4,ppo,20251112_165556_061803_pid94816_seed0,0,678.5194580078124,603.3029150390626,-75.21654296874988,-22.50735270182291,-33.925972900390626,6.785194580078125,post_peak_degradation,629.4921868896483,637.79052734375,8.298340454101663,-22.50735270182291,-62.949218688964834,12.589843737792966,uncertain
Hopper-v4,ppo,20251112_165620_448689_pid94897_seed0,0,521.1997619628908,409.65690551757814,-111.54285644531262,-21.50735405815972,-26.05998809814454,5.2119976196289075,post_peak_degradation,485.57343841552733,434.53961181640625,-51.033826599121085,-21.50735405815972,-48.557343841552736,9.711468768310548,post_peak_degradation
Hopper-v4,ppo,20251112_165646_110978_pid94954_seed0,0,577.4051025390626,514.6788970947266,-62.72620544433596,-5.630800374348963,-28.87025512695313,5.774051025390626,uncertain,528.8782302856445,549.0242919921875,20.146061706543037,-5.630800374348963,-52.88782302856445,10.57756460571289,converged_relaxed
Hopper-v4,ppo,20251112_165740_394738_pid95066_seed0,0,404.09521484375006,287.4294311523438,-116.66578369140626,-14.651087782118063,-20.204760742187503,4.0409521484375,post_peak_degradation,372.45101776123045,290.4454040527344,-82.00561370849607,-14.651087782118063,-37.24510177612304,7.449020355224609,post_peak_degradation
Hopper-v4,ppo,20251112_170446_749504_pid96011_seed0,0,1640.0505859375003,1142.8230187988283,-497.22756713867193,-52.59258626302082,-82.00252929687503,16.400505859375002,post_peak_degradation,1408.8775109863282,1265.93017578125,-142.94733520507816,-52.59258626302082,-140.88775109863283,28.177550219726562,post_peak_degradation
Hopper-v4,ppo,20251112_170558_137733_pid96426_seed0,0,419.94638671875003,353.406176147461,-66.54021057128904,-21.276011827256948,-20.997319335937505,4.1994638671875,post_peak_degradation,410.4054806518555,366.19830322265625,-44.20717742919925,-21.276011827256948,-41.040548065185554,8.20810961303711,post_peak_degradation
Hopper-v4,ppo,20251112_170647_767269_pid96659_seed0,0,1273.8519165039065,1039.0577648925782,-234.7941516113283,-65.91979573567708,-63.692595825195326,12.738519165039065,post_peak_degradation,1134.574411010742,1025.415771484375,-109.1586395263671,-65.91979573567708,-113.45744110107421,22.691488220214843,uncertain
Hopper-v4,ppo,20251112_170806_071593_pid96847_seed0,0,375.6944213867188,319.1090496826172,-56.58537170410159,-7.815955268012156,-18.78472106933594,3.756944213867188,post_peak_degradation,354.63378845214845,372.49603271484375,17.8622442626953,-7.815955268012156,-35.46337884521485,7.09267576904297,uncertain
Hopper-v4,ppo,20251112_171132_298901_pid97500_seed0,0,1296.6479003906252,1169.0761267089845,-127.5717736816407,-25.559343804253484,-64.83239501953126,12.966479003906253,post_peak_degradation,1199.0901501464846,1296.64794921875,97.55779907226542,-25.559343804253484,-119.90901501464846,23.98180300292969,uncertain
Hopper-v4,ppo,20251112_171301_955391_pid97710_seed0,0,332.4201354980469,293.29568664550777,-39.1244488525391,-15.282880995008677,-16.621006774902344,3.324201354980469,post_peak_degradation,330.66210266113285,310.56207275390625,-20.1000299072266,-15.282880995008677,-33.06621026611329,6.613242053222657,uncertain
Hopper-v4,ppo,20251112_171553_999337_pid98160_seed0,0,470.02011718750003,409.35505615234376,-60.66506103515627,-20.99370998806423,-23.501005859375002,4.700201171875,post_peak_degradation,462.32659423828125,433.67437744140625,-28.652216796874995,-20.99370998806423,-46.232659423828125,9.246531884765625,uncertain
Hopper-v4,ppo,20251112_171630_030798_pid98263_seed0,0,399.847705078125,318.72177734375,-81.12592773437501,-15.381411404079858,-19.99238525390625,3.99847705078125,post_peak_degradation,389.0986349487305,339.8045959472656,-49.29403900146485,-15.381411404079858,-38.90986349487305,7.781972698974609,post_peak_degradation
Hopper-v4,ppo,20251112_171930_029170_pid98717_seed0,0,2940.9980468750005,1926.5238928222657,-1014.4741540527348,-116.2266126844618,-147.04990234375003,29.409980468750007,post_peak_degradation,2602.3058959960936,1522.176025390625,-1080.1298706054686,-116.2266126844618,-260.23058959960935,52.04611791992187,post_peak_degradation
Hopper-v4,ppo,20251112_172017_408206_pid98811_seed0,0,463.9156433105469,342.39740966796876,-121.51823364257814,-17.207237413194445,-23.195782165527348,4.639156433105469,post_peak_degradation,444.78545715332035,363.57635498046875,-81.2091021728516,-17.207237413194445,-44.47854571533204,8.895709143066407,post_peak_degradation
Hopper-v4,ppo,20251112_172119_950858_pid98966_seed0,0,662.6655883789062,363.9498931884766,-298.71569519042964,-24.834448920355904,-33.133279418945314,6.626655883789063,post_peak_degradation,559.5887225341795,359.3385314941406,-200.25019104003889,-24.834448920355904,-55.95887225341795,11.19177445068359,post_peak_degradation
Hopper-v4,ppo,20251112_172227_492963_pid99110_seed0,0,356.9068481445313,330.8094274902343,-26.097420654296968,-14.140338134765623,-17.845342407226564,3.569068481445313,post_peak_degradation,353.56931121826176,355.43682861328125,1.8675173950194903,-14.140338134765623,-35.35693112182618,7.071386224365235,uncertain
Hopper-v4,ppo,20251112_172925_547261_pid100048_seed0,0,3471.5267089843755,3124.342836914063,-347.18387207031265,-150.11929253472226,-173.5763354492188,34.715267089843756,post_peak_degradation,3412.5576977539063,3275.899658203125,-136.65803955078127,-150.11929253472226,-341.25576977539066,68.25115395507812,uncertain
Hopper-v4,ppo,20251112_173107_714488_pid100279_seed0,0,522.7106384277344,480.8218280029297,-41.88881042480466,-18.801241048177076,-26.13553192138672,5.227106384277343,post_peak_degradation,509.0975360107422,502.4442443847656,-6.653291625976578,-18.801241048177076,-50.90975360107422,10.181950720214845,uncertain
Hopper-v4,ppo,20251112_173131_790158_pid100332_seed0,0,881.4228759765624,719.56859375,-161.85428222656242,-30.74679768880209,-44.071143798828125,8.814228759765625,post_peak_degradation,813.5769470214846,800.6732177734375,-12.903729248047057,-30.74679768880209,-81.35769470214846,16.271538940429693,uncertain
Hopper-v4,ppo,20251112_173225_767346_pid100445_seed0,0,581.4841186523438,496.91814636230464,-84.56597229003916,-17.026784261067714,-29.07420593261719,5.814841186523438,post_peak_degradation,502.0238223266602,581.484130859375,79.4603085327148,-17.026784261067714,-50.202382232666025,10.040476446533203,uncertain
Hopper-v4,ppo,20251112_173536_448063_pid100880_seed0,0,3086.4925781250004,2800.834375,-285.65820312500045,-131.39616427951387,-154.32462890625004,30.864925781250005,post_peak_degradation,3030.158408203125,2942.221435546875,-87.93697265624996,-131.39616427951387,-303.0158408203125,60.6031681640625,uncertain
Hopper-v4,ppo,20251112_173614_481201_pid100965_seed0,0,545.6927429199219,459.63686340332043,-86.05587951660146,-19.621656629774307,-27.284637145996097,5.456927429199219,post_peak_degradation,524.8073171997072,501.29180908203125,-23.51550811767595,-19.621656629774307,-52.48073171997072,10.496146343994145,uncertain
Hopper-v4,ppo,20251112_173858_389922_pid101344_seed0,0,2512.7255859375,1871.6573132324218,-641.0682727050782,-78.1325914171007,-125.636279296875,25.127255859375,post_peak_degradation,1904.3179321289062,1804.7593994140625,-99.55853271484375,-78.1325914171007,-190.43179321289062,38.086358642578126,uncertain
Hopper-v4,ppo,20251112_174013_536969_pid101499_seed0,0,1298.3273071289063,321.67445831298835,-976.652848815918,-27.50972222222222,-64.91636535644533,12.983273071289064,post_peak_degradation,1143.096787109375,284.51837158203125,-858.5784155273439,-27.50972222222222,-114.30967871093752,22.8619357421875,post_peak_degradation
Hopper-v4,ppo,20251112_174406_038581_pid102020_seed0,0,2949.808447265625,2592.2614453125,-357.5470019531249,-130.0363986545139,-147.49042236328125,29.498084472656252,post_peak_degradation,2926.178249511719,2725.92138671875,-200.25686279296906,-130.0363986545139,-292.61782495117194,58.523564990234384,uncertain
Hopper-v4,ppo,20251112_174546_277008_pid102248_seed0,0,572.5749816894531,446.3244805908204,-126.25050109863275,-24.774972195095486,-28.62874908447266,5.725749816894531,post_peak_degradation,523.3517572021485,469.0909118652344,-54.260845336914144,-24.774972195095486,-52.335175720214856,10.46703514404297,post_peak_degradation
