env,algo,run_id,seed,r_max_relaxed,r_end_relaxed,delta_post_relaxed,s_final_relaxed,delta_eps_relaxed,slope_eps_relaxed,trend_relaxed
Hopper-v4,ppo,20251118_043756_953364_pid1221901_seed0,0,1352.8989404296874,1418.382568359375,65.4836279296876,-17.87345241970488,-135.28989404296874,27.05797880859375,converged_relaxed
Hopper-v4,ppo,20251118_043949_290759_pid1222130_seed0,0,314.3101345825195,265.377197265625,-48.93293731689448,-12.726999918619798,-31.43101345825195,6.28620269165039,post_peak_degradation
Hopper-v4,ppo,20251118_044201_959697_pid1222397_seed0,0,1271.136926269531,1238.458984375,-32.67794189453093,-72.7533664279514,-127.1136926269531,25.42273852539062,uncertain
Hopper-v4,ppo,20251118_044206_768844_pid1222413_seed0,0,383.95527435302733,370.1186218261719,-13.83665252685546,-19.060546875000007,-38.39552743530273,7.679105487060546,uncertain
Hopper-v4,ppo,20251118_044921_735732_pid1223283_seed0,0,1328.3696728515622,957.1906127929688,-371.17906005859345,-67.77864040798609,-132.83696728515622,26.567393457031244,post_peak_degradation
Hopper-v4,ppo,20251118_045028_141740_pid1223422_seed0,0,405.93559906005856,409.66259765625,3.726998596191436,-12.275855170355909,-40.59355990600586,8.118711981201171,uncertain
Hopper-v4,ppo,20251118_045414_541759_pid1223877_seed0,0,403.26823608398445,425.8932189941406,22.624982910156177,-15.629762098524314,-40.32682360839845,8.065364721679689,uncertain
Hopper-v4,ppo,20251118_045454_827554_pid1223960_seed0,0,418.4695935058594,415.1046447753906,-3.364948730468768,-12.369814046223963,-41.84695935058594,8.369391870117187,uncertain
Hopper-v4,ppo,20251118_045553_157193_pid1224086_seed0,0,2924.383278808594,2791.57958984375,-132.8036889648438,-105.72798394097221,-292.4383278808594,58.48766557617188,uncertain
Hopper-v4,ppo,20251118_045553_475410_pid1224090_seed0,0,1662.675791015625,1311.8759765625,-350.799814453125,-79.6029812282986,-166.26757910156252,33.2535158203125,post_peak_degradation
Hopper-v4,ppo,20251118_045642_851631_pid1224198_seed0,0,1925.411726074219,1810.323486328125,-115.0882397460939,-82.36820746527779,-192.5411726074219,38.508234521484376,uncertain
Hopper-v4,ppo,20251118_045746_601232_pid1224327_seed0,0,452.0549761962891,448.7361755371094,-3.318800659179715,-20.415339491102436,-45.205497619628915,9.041099523925782,uncertain
Hopper-v4,ppo,20251118_050334_345491_pid1225023_seed0,0,487.51837036132815,458.8759765625,-28.642393798828152,-23.691169569227434,-48.75183703613282,9.750367407226562,uncertain
Hopper-v4,ppo,20251118_050600_778802_pid1225323_seed0,0,264.176198425293,250.3162078857422,-13.859990539550836,-12.222457546657985,-26.417619842529305,5.28352396850586,uncertain
Hopper-v4,ppo,20251118_050619_167054_pid1225363_seed0,0,1140.2001177978514,1074.74609375,-65.45402404785136,-44.88682590060765,-114.02001177978514,22.804002355957028,uncertain
Hopper-v4,ppo,20251118_050920_359142_pid1225726_seed0,0,421.687769165039,401.95904541015625,-19.728723754882765,-23.369554985894094,-42.1687769165039,8.433755383300781,uncertain
Hopper-v4,ppo,20251118_051343_951541_pid1226255_seed0,0,1201.8353839111328,1201.342529296875,-0.4928546142577943,-33.54166802300347,-120.18353839111329,24.036707678222655,uncertain
Hopper-v4,ppo,20251118_051531_106264_pid1226476_seed0,0,318.2814880371094,315.917724609375,-2.3637634277343977,-14.42381456163195,-31.828148803710942,6.365629760742188,uncertain
Hopper-v4,ppo,20251118_051808_508005_pid1226797_seed0,0,702.0699877929687,559.5816040039062,-142.48838378906248,-16.090795220269097,-70.20699877929688,14.041399755859375,post_peak_degradation
Hopper-v4,ppo,20251118_051912_203410_pid1226926_seed0,0,517.04482421875,515.5216674804688,-1.5231567382812727,-31.30541585286458,-51.70448242187501,10.340896484375001,uncertain
Hopper-v4,ppo,20251118_052306_418828_pid1227403_seed0,0,399.21480194091805,398.8292541503906,-0.3855477905274256,-17.63186916775173,-39.92148019409181,7.9842960388183615,uncertain
Hopper-v4,ppo,20251118_052318_174407_pid1227429_seed0,0,409.95241790771485,431.1468811035156,21.19446319580078,-16.022667778862846,-40.99524179077149,8.199048358154297,uncertain
Hopper-v4,ppo,20251118_052750_270828_pid1227975_seed0,0,334.05707458496096,319.01666259765625,-15.040411987304708,-10.710708957248263,-33.405707458496096,6.681141491699219,uncertain
Hopper-v4,ppo,20251118_052958_110907_pid1228236_seed0,0,390.7849822998047,389.6526184082031,-1.1323638916015852,-18.004201931423616,-39.078498229980475,7.815699645996094,uncertain
Hopper-v4,ppo,20251118_053105_604820_pid1228377_seed0,0,3105.4318994140626,2536.279541015625,-569.1523583984376,-172.54625922309035,-310.5431899414063,62.10863798828125,post_peak_degradation
Hopper-v4,ppo,20251118_053112_915636_pid1228396_seed0,0,502.46513488769534,522.41650390625,19.951369018554658,-20.698857964409722,-50.24651348876954,10.049302697753907,uncertain
Hopper-v4,ppo,20251118_053355_862364_pid1228728_seed0,0,595.6289038085937,515.2225341796875,-80.40636962890619,-21.240831163194443,-59.56289038085937,11.912578076171874,post_peak_degradation
Hopper-v4,ppo,20251118_053358_844062_pid1228734_seed0,0,494.3450845336915,502.4898376464844,8.144753112792898,-19.8408216688368,-49.43450845336915,9.88690169067383,uncertain
Hopper-v4,ppo,20251118_053903_164636_pid1229346_seed0,0,506.68720886230466,495.8717346191406,-10.815474243164033,-24.44498019748264,-50.66872088623047,10.133744177246093,uncertain
Hopper-v4,ppo,20251118_054229_933954_pid1229764_seed0,0,461.6987060546876,453.146484375,-8.552221679687591,-18.149987114800346,-46.16987060546876,9.233974121093752,uncertain
Hopper-v4,ppo,20251118_054324_090629_pid1229876_seed0,0,1030.911387939453,606.8925170898438,-424.01887084960936,-74.37407836914062,-103.09113879394532,20.61822775878906,post_peak_degradation
Hopper-v4,ppo,20251118_054359_136287_pid1229949_seed0,0,381.28773590087894,383.8388671875,2.5511312866210574,-16.25169270833334,-38.128773590087896,7.625754718017579,uncertain
Hopper-v4,ppo,20251118_054621_271334_pid1230241_seed0,0,1050.6302496337892,837.2595825195312,-213.3706671142579,-44.59765625,-105.06302496337892,21.012604992675783,post_peak_degradation
Hopper-v4,ppo,20251118_054821_359707_pid1230481_seed0,0,329.1470544433594,329.9690856933594,0.8220312499999523,-14.274749755859375,-32.914705444335944,6.582941088867188,uncertain
Hopper-v4,ppo,20251118_055233_664783_pid1230991_seed0,0,426.9228482055665,472.62249755859375,45.69964935302727,-14.71156616210937,-42.69228482055665,8.53845696411133,uncertain
Hopper-v4,ppo,20251118_055253_947732_pid1231036_seed0,0,341.643122253418,326.1676330566406,-15.475489196777403,-15.340061442057289,-34.1643122253418,6.83286244506836,uncertain
Hopper-v4,ppo,20251118_055717_498952_pid1231563_seed0,0,1670.2662353515625,1960.4488525390625,290.1826171875,-11.099140082465283,-167.02662353515626,33.40532470703125,converged_relaxed
Hopper-v4,ppo,20251118_055935_598847_pid1231841_seed0,0,368.69288818359377,396.29278564453125,27.599897460937484,-12.294659423828124,-36.86928881835938,7.373857763671875,uncertain
Hopper-v4,ppo,20251118_060220_354272_pid1232178_seed0,0,525.0067126464844,630.4630126953125,105.4563000488281,-21.440599229600693,-52.500671264648446,10.500134252929689,uncertain
Hopper-v4,ppo,20251118_060630_506660_pid1232752_seed0,0,517.5842370605469,531.3137817382812,13.729544677734339,-25.556500244140622,-51.75842370605469,10.351684741210939,uncertain
Hopper-v4,ppo,20251118_060650_608391_pid1232800_seed0,0,2247.0425183105467,2246.289794921875,-0.7527233886717113,-29.094712999131943,-224.70425183105468,44.94085036621094,converged_relaxed
Hopper-v4,ppo,20251118_060701_524620_pid1232826_seed0,0,522.3500567626953,584.1651611328125,61.81510437011718,-16.406237114800344,-52.23500567626954,10.447001135253906,uncertain
Hopper-v4,ppo,20251118_060811_126664_pid1232968_seed0,0,479.89202758789065,445.4793395996094,-34.41268798828128,-25.88030327690972,-47.98920275878907,9.597840551757812,uncertain
Hopper-v4,ppo,20251118_061015_994656_pid1233219_seed0,0,796.7414007568359,703.6754760742188,-93.06592468261715,-51.68572998046874,-79.6741400756836,15.934828015136718,post_peak_degradation
Hopper-v4,ppo,20251118_061157_982935_pid1233427_seed0,0,1152.0417150878905,1065.681396484375,-86.36031860351545,-38.62019449869792,-115.20417150878905,23.04083430175781,uncertain
Hopper-v4,ppo,20251118_061411_309585_pid1233699_seed0,0,276.80483856201175,273.8159484863281,-2.988890075683628,-12.168572319878475,-27.680483856201178,5.536096771240235,uncertain
Hopper-v4,ppo,20251118_061629_169325_pid1233978_seed0,0,369.3497146606445,382.5856628417969,13.235948181152366,-15.66300726996528,-36.934971466064454,7.38699429321289,uncertain
Hopper-v4,ppo,20251118_061851_897193_pid1234267_seed0,0,330.85922912597664,328.812255859375,-2.04697326660164,-14.940793185763892,-33.08592291259767,6.617184582519533,uncertain
Hopper-v4,ppo,20251118_062246_397119_pid1234754_seed0,0,1335.7766491699217,1021.18017578125,-314.5964733886717,-46.13880750868057,-133.57766491699218,26.715532983398436,post_peak_degradation
Hopper-v4,ppo,20251118_062512_406970_pid1235083_seed0,0,338.15485137939453,324.73907470703125,-13.415776672363279,-15.452179633246525,-33.815485137939454,6.76309702758789,uncertain
Hopper-v4,ppo,20251118_062708_260986_pid1235320_seed0,0,482.7107011413571,337.2149353027344,-145.49576583862273,-12.685532633463538,-48.27107011413571,9.654214022827142,post_peak_degradation
Hopper-v4,ppo,20251118_062936_659447_pid1235616_seed0,0,416.9286654663086,467.85662841796875,50.92796295166016,-7.592650010850694,-41.69286654663086,8.338573309326172,converged_relaxed
Hopper-v4,ppo,20251118_063403_572098_pid1236150_seed0,0,432.2971752929688,424.9114685058594,-7.385706787109427,-19.17140299479167,-43.229717529296884,8.645943505859377,uncertain
Hopper-v4,ppo,20251118_063544_511567_pid1236359_seed0,0,470.5346194458008,489.4765625,18.941943054199214,-17.413606770833333,-47.05346194458008,9.410692388916017,uncertain
Hopper-v4,ppo,20251118_063713_287359_pid1236540_seed0,0,376.2387387084961,377.30181884765625,1.0630801391601494,-13.716984049479171,-37.623873870849614,7.524774774169922,uncertain
Hopper-v4,ppo,20251118_063838_374620_pid1236711_seed0,0,429.31427703857423,408.2417907714844,-21.072486267089857,-17.13521728515626,-42.93142770385742,8.586285540771485,uncertain
Hopper-v4,ppo,20251118_064006_994723_pid1236892_seed0,0,3360.805034179688,3345.956298828125,-14.848735351562937,-119.57757161458338,-336.0805034179688,67.21610068359377,uncertain
Hopper-v4,ppo,20251118_064114_260205_pid1237037_seed0,0,554.7604110717773,563.9411010742188,9.180690002441452,-22.147334798177084,-55.476041107177736,11.095208221435547,uncertain
Hopper-v4,ppo,20251118_064232_383521_pid1237197_seed0,0,346.65990234375,315.4770202636719,-31.182882080078116,-15.668714057074656,-34.665990234375,6.933198046875,uncertain
Hopper-v4,ppo,20251118_064314_587906_pid1237283_seed0,0,376.31948944091795,365.3401184082031,-10.979371032714823,-17.281920708550345,-37.631948944091796,7.526389788818359,uncertain
Hopper-v4,ppo,20251118_064850_543426_pid1237958_seed0,0,2909.188276367188,2893.53173828125,-15.656538085937882,-116.70195312500002,-290.9188276367188,58.18376552734376,uncertain
Hopper-v4,ppo,20251118_065108_560470_pid1238235_seed0,0,449.5244384765625,463.65924072265625,14.134802246093727,-18.62652520073785,-44.952443847656255,8.99048876953125,uncertain
Hopper-v4,ppo,20251118_065352_086293_pid1238566_seed0,0,414.48259399414064,423.089111328125,8.606517333984357,-16.452578396267363,-41.44825939941407,8.289651879882813,uncertain
Hopper-v4,ppo,20251118_065357_665287_pid1238582_seed0,0,268.95677734375,267.4886779785156,-1.468099365234366,-12.161506483289932,-26.895677734375,5.379135546875,uncertain
Hopper-v4,ppo,20251118_065842_632558_pid1239153_seed0,0,1401.6345245361329,1448.5076904296875,46.87316589355464,-41.15398220486112,-140.1634524536133,28.032690490722658,uncertain
Hopper-v4,ppo,20251118_065944_041404_pid1239281_seed0,0,331.20517395019533,330.7779846191406,-0.4271893310547057,-12.481921386718751,-33.12051739501953,6.624103479003907,uncertain
Hopper-v4,ppo,20251118_070153_764216_pid1239544_seed0,0,273.96519104003903,273.00665283203125,-0.9585382080077807,-11.85185207790799,-27.396519104003904,5.479303820800781,uncertain
Hopper-v4,ppo,20251118_070225_592298_pid1239614_seed0,0,426.05615539550786,429.63067626953125,3.574520874023392,-16.618039279513887,-42.60561553955079,8.521123107910157,uncertain
Hopper-v4,ppo,20251118_070727_686048_pid1240219_seed0,0,1232.9496582031247,1229.2230224609375,-3.726635742187227,-56.26567654079861,-123.29496582031248,24.658993164062494,uncertain
Hopper-v4,ppo,20251118_070750_693463_pid1240267_seed0,0,456.9164480590821,466.09405517578125,9.177607116699164,-18.74895765516493,-45.69164480590821,9.138328961181642,uncertain
Hopper-v4,ppo,20251118_071111_106226_pid1240669_seed0,0,267.60499114990233,299.39044189453125,31.785450744628918,-7.713332112630206,-26.760499114990235,5.3520998229980465,uncertain
Hopper-v4,ppo,20251118_071513_919601_pid1241156_seed0,0,451.5059759521484,458.0352478027344,6.529271850585985,-12.628664143880208,-45.15059759521484,9.030119519042968,uncertain
Hopper-v4,ppo,20251118_071636_060998_pid1241326_seed0,0,3205.7401196289065,3171.059814453125,-34.68030517578154,-107.2065592447917,-320.57401196289067,64.11480239257813,uncertain
Hopper-v4,ppo,20251118_071732_074990_pid1241447_seed0,0,834.7139501953126,909.6158447265625,74.90189453124992,-28.008662923177084,-83.47139501953126,16.694279003906253,uncertain
Hopper-v4,ppo,20251118_071837_065633_pid1241580_seed0,0,454.7197750854492,434.6044006347656,-20.11537445068359,-16.948784044053824,-45.471977508544924,9.094395501708984,uncertain
Hopper-v4,ppo,20251118_072036_022009_pid1241822_seed0,0,402.58405822753906,380.32513427734375,-22.25892395019531,-16.534240722656254,-40.25840582275391,8.051681164550782,uncertain
Hopper-v4,ppo,20251118_072325_330031_pid1242168_seed0,0,483.008624572754,477.6141052246094,-5.394519348144627,-21.79119737413195,-48.3008624572754,9.66017249145508,uncertain
Hopper-v4,ppo,20251118_072613_950585_pid1242508_seed0,0,341.7333294677735,343.1493225097656,1.4159930419921238,-13.209951443142359,-34.17333294677735,6.834666589355471,uncertain
Hopper-v4,ppo,20251118_072650_435382_pid1242588_seed0,0,345.4555184936524,315.0567626953125,-30.39875579833989,-15.3882073296441,-34.54555184936524,6.909110369873048,uncertain
Hopper-v4,ppo,20251118_072823_959550_pid1242778_seed0,0,342.4872735595704,362.725830078125,20.238556518554617,-13.309051513671882,-34.24872735595704,6.849745471191408,uncertain
Hopper-v4,ppo,20251118_073046_514482_pid1243065_seed0,0,2766.89892578125,2739.7890625,-27.10986328125,-119.48230794270833,-276.689892578125,55.337978515625004,uncertain
Hopper-v4,ppo,20251118_073354_553929_pid1243442_seed0,0,471.10920898437496,452.94354248046875,-18.16566650390621,-20.421333821614578,-47.1109208984375,9.4221841796875,uncertain
Hopper-v4,ppo,20251118_073621_934884_pid1243746_seed0,0,555.1074523925781,430.5345764160156,-124.5728759765625,-13.86073676215277,-55.510745239257815,11.102149047851563,post_peak_degradation
Hopper-v4,ppo,20251118_073835_074976_pid1244011_seed0,0,377.7551428222656,370.98724365234375,-6.767899169921861,-16.581181504991314,-37.77551428222656,7.555102856445313,uncertain
Hopper-v4,ppo,20251118_074310_162738_pid1244567_seed0,0,849.7178326416015,962.2478637695312,112.53003112792976,-22.811440700954865,-84.97178326416015,16.994356652832032,uncertain
Hopper-v4,ppo,20251118_074522_134689_pid1244836_seed0,0,1405.5009973144531,1632.7640380859375,227.26304077148438,-14.117184787326387,-140.55009973144533,28.110019946289064,converged_relaxed
Hopper-v4,ppo,20251118_074826_294578_pid1245206_seed0,0,475.4677404785157,369.2823181152344,-106.1854223632813,-15.596236843532987,-47.54677404785157,9.509354809570313,post_peak_degradation
Hopper-v4,ppo,20251118_075029_019125_pid1245453_seed0,0,376.82570068359377,362.7062072753906,-14.119493408203141,-16.300069173177082,-37.682570068359375,7.536514013671876,uncertain
Hopper-v4,ppo,20251118_075116_764362_pid1245556_seed0,0,2909.339265136719,2959.4052734375,50.06600830078105,-119.89261067708337,-290.9339265136719,58.18678530273438,uncertain
Hopper-v4,ppo,20251118_075239_603575_pid1245725_seed0,0,561.4499572753907,544.9019165039062,-16.548040771484466,-22.40084364149306,-56.144995727539076,11.228999145507814,uncertain
Hopper-v4,ppo,20251118_075248_640610_pid1245751_seed0,0,561.293905029297,363.8636474609375,-197.43025756835948,-14.242417399088538,-56.1293905029297,11.22587810058594,post_peak_degradation
Hopper-v4,ppo,20251118_075353_025570_pid1245883_seed0,0,374.23801452636724,360.151123046875,-14.086891479492238,-15.764999050564231,-37.423801452636724,7.484760290527345,uncertain
Hopper-v4,ppo,20251118_080520_563737_pid1247258_seed0,0,2201.419431152344,2065.655517578125,-135.7639135742188,15.043044704861131,-220.1419431152344,44.02838862304688,converged_relaxed
Hopper-v4,ppo,20251118_080601_340112_pid1247345_seed0,0,1182.6285217285156,1168.936279296875,-13.69224243164058,-41.99370252821182,-118.26285217285157,23.65257043457031,uncertain
Hopper-v4,ppo,20251118_080802_530985_pid1247589_seed0,0,915.3380712890624,820.7974853515625,-94.54058593749994,-50.52308959960937,-91.53380712890625,18.30676142578125,post_peak_degradation
Hopper-v4,ppo,20251118_080838_047288_pid1247669_seed0,0,376.597419128418,363.96429443359375,-12.633124694824232,-16.097201199001738,-37.6597419128418,7.53194838256836,uncertain
Hopper-v4,ppo,20251118_081106_930002_pid1247966_seed0,0,2543.8422778320314,2581.13525390625,37.292976074218586,-107.91051432291667,-254.38422778320316,50.87684555664063,uncertain
Hopper-v4,ppo,20251118_081321_155921_pid1248240_seed0,0,1500.1702258300782,1489.4759521484375,-10.694273681640652,-50.54275987413195,-150.01702258300782,30.003404516601563,uncertain
Hopper-v4,ppo,20251118_081546_679863_pid1248537_seed0,0,379.542318725586,314.4605407714844,-65.0817779541016,-10.049876912434902,-37.9542318725586,7.590846374511719,post_peak_degradation
Hopper-v4,ppo,20251118_081557_803902_pid1248563_seed0,0,426.32600555419924,420.48663330078125,-5.8393722534179915,-19.243792046440976,-42.63260055541993,8.526520111083984,uncertain
Hopper-v4,ppo,20251118_082053_381391_pid1249157_seed0,0,2263.3445947265627,2241.40283203125,-21.94176269531272,-100.13761935763893,-226.33445947265628,45.266891894531256,uncertain
Hopper-v4,ppo,20251118_082450_527298_pid1249637_seed0,0,607.3706750488282,554.0333251953125,-53.33734985351566,-31.313115776909722,-60.737067504882816,12.147413500976564,uncertain
Hopper-v4,ppo,20251118_082511_812633_pid1249688_seed0,0,643.9138272094727,631.7702026367188,-12.143624572753993,-21.06285671657985,-64.39138272094728,12.878276544189456,uncertain
Hopper-v4,ppo,20251118_082839_772541_pid1250099_seed0,0,369.8756973266602,342.48309326171875,-27.39260406494145,-14.987916395399306,-36.987569732666024,7.397513946533204,uncertain
Hopper-v4,ppo,20251118_083337_106606_pid1250696_seed0,0,2598.338232421875,2586.1640625,-12.174169921875091,-109.92918294270834,-259.8338232421875,51.966764648437504,uncertain
Hopper-v4,ppo,20251118_083345_287408_pid1250718_seed0,0,497.03365570068365,494.62969970703125,-2.403955993652403,-22.258527967664936,-49.70336557006837,9.940673114013673,uncertain
Hopper-v4,ppo,20251118_083535_627420_pid1250945_seed0,0,437.8121194458008,404.05889892578125,-33.75322052001957,-19.282586669921873,-43.781211944580086,8.756242388916016,uncertain
Hopper-v4,ppo,20251118_083622_079904_pid1251045_seed0,0,384.4261157226563,366.25244140625,-18.173674316406277,-16.012737358940974,-38.44261157226563,7.688522314453126,uncertain
Hopper-v4,ppo,20251118_084326_422031_pid1251885_seed0,0,1889.355321044922,1958.1021728515625,68.7468518066405,-68.50142686631943,-188.9355321044922,37.78710642089844,uncertain
Hopper-v4,ppo,20251118_084713_007537_pid1252345_seed0,0,1048.4599078369142,792.9576416015625,-255.50226623535173,-59.670614963107646,-104.84599078369143,20.969198156738283,post_peak_degradation
Hopper-v4,ppo,20251118_084729_028431_pid1252383_seed0,0,231.59203002929686,229.54922485351562,-2.0428051757812398,-9.237925211588541,-23.159203002929686,4.631840600585938,uncertain
Hopper-v4,ppo,20251118_084817_839151_pid1252484_seed0,0,380.6288854980468,373.99871826171875,-6.630167236328077,-17.445798746744792,-38.06288854980468,7.612577709960937,uncertain
Hopper-v4,ppo,20251118_085222_057168_pid1252975_seed0,0,2334.508996582031,2306.950439453125,-27.55855712890616,-81.0087809244792,-233.45089965820313,46.69017993164062,uncertain
Hopper-v4,ppo,20251118_085254_999418_pid1253048_seed0,0,1329.7781994628908,1153.392822265625,-176.38537719726583,-72.09024386935766,-132.9778199462891,26.595563989257816,post_peak_degradation
Hopper-v4,ppo,20251118_085324_516955_pid1253109_seed0,0,402.9449121093751,383.82940673828125,-19.115505371093832,-7.961373562282985,-40.29449121093751,8.058898242187501,converged_relaxed
Hopper-v4,ppo,20251118_085333_763007_pid1253135_seed0,0,808.2611663818359,807.2870483398438,-0.974118041992142,-10.230997043185766,-80.82611663818359,16.165223327636717,converged_relaxed
Hopper-v4,ppo,20251118_090236_860378_pid1254218_seed0,0,1762.4778247070312,2163.06640625,400.58858154296877,-3.448767089843765,-176.24778247070313,35.24955649414063,converged_relaxed
Hopper-v4,ppo,20251118_090602_788274_pid1254635_seed0,0,761.1936010742188,504.844482421875,-256.3491186523438,-34.94167073567708,-76.11936010742188,15.223872021484377,post_peak_degradation
Hopper-v4,ppo,20251118_090744_925697_pid1254842_seed0,0,262.45317504882814,262.43817138671875,-0.01500366210939319,-11.682634819878476,-26.245317504882816,5.249063500976563,uncertain
Hopper-v4,ppo,20251118_091118_825294_pid1255272_seed0,0,373.833288269043,345.31060791015625,-28.52268035888676,-15.065030924479167,-37.383328826904304,7.476665765380861,uncertain
Hopper-v4,ppo,20251118_091333_221790_pid1255544_seed0,0,2329.154091796875,2328.958740234375,-0.19535156250003638,-107.55734049479166,-232.91540917968752,46.5830818359375,uncertain
Hopper-v4,ppo,20251118_091349_656526_pid1255582_seed0,0,1276.1871838378906,907.7649536132812,-368.4222302246094,-100.11858723958333,-127.61871838378907,25.523743676757814,post_peak_degradation
Hopper-v4,ppo,20251118_091455_992724_pid1255722_seed0,0,358.80746673583985,342.791259765625,-16.016206970214853,-16.554176839192703,-35.880746673583985,7.176149334716797,uncertain
Hopper-v4,ppo,20251118_091748_734837_pid1256075_seed0,0,370.1619464111329,366.15631103515625,-4.005635375976624,-16.514011637369794,-37.01619464111329,7.403238928222658,uncertain
Hopper-v4,ppo,20251118_092007_817466_pid1256352_seed0,0,2460.444069824219,2456.93408203125,-3.5099877929687864,-107.74087456597223,-246.0444069824219,49.20888139648438,uncertain
Hopper-v4,ppo,20251118_092546_962974_pid1257035_seed0,0,928.2016485595705,651.2708740234375,-276.93077453613296,-28.586903211805545,-92.82016485595705,18.56403297119141,post_peak_degradation
Hopper-v4,ppo,20251118_092551_308385_pid1257049_seed0,0,419.222121887207,429.91033935546875,10.688217468261769,-14.545115152994791,-41.9222121887207,8.38444243774414,uncertain
Hopper-v4,ppo,20251118_093043_257508_pid1257631_seed0,0,367.38116668701167,363.2635192871094,-4.117647399902296,-15.881216769748262,-36.73811666870117,7.347623333740233,uncertain
Hopper-v4,ppo,20251118_093210_988737_pid1257809_seed0,0,2489.4921069335937,2593.856689453125,104.36458251953127,-100.44088541666669,-248.9492106933594,49.78984213867187,uncertain
Hopper-v4,ppo,20251118_093456_136441_pid1258140_seed0,0,1080.021278076172,837.5944213867188,-242.4268566894532,-38.33750542534723,-108.0021278076172,21.60042556152344,post_peak_degradation
Hopper-v4,ppo,20251118_093515_174429_pid1258183_seed0,0,585.3376596069336,584.9475708007812,-0.39008880615233466,0.43107774522568815,-58.53376596069336,11.706753192138672,converged_relaxed
Hopper-v4,ppo,20251118_093541_583059_pid1258246_seed0,0,677.002396850586,801.6425170898438,124.64012023925773,-13.014803059895833,-67.7002396850586,13.540047937011721,converged_relaxed
Hopper-v4,ppo,20251118_094424_945426_pid1259285_seed0,0,1177.0470983886719,1189.2763671875,12.229268798828116,-47.625944010416674,-117.70470983886719,23.54094196777344,uncertain
Hopper-v4,ppo,20251118_094626_729430_pid1259532_seed0,0,1074.4650720214845,918.1002807617188,-156.36479125976575,-61.15396728515624,-107.44650720214845,21.489301440429692,post_peak_degradation
Hopper-v4,ppo,20251118_094631_438307_pid1259547_seed0,0,403.96395416259764,354.4172668457031,-49.54668731689452,-16.857111952039926,-40.396395416259764,8.079279083251953,post_peak_degradation
Hopper-v4,ppo,20251118_095045_670798_pid1260056_seed0,0,391.6716436767578,360.02386474609375,-31.64777893066406,-17.715288628472226,-39.16716436767578,7.833432873535156,uncertain
Hopper-v4,ppo,20251118_095104_522848_pid1260101_seed0,0,2841.036477050781,2964.14794921875,123.11147216796917,-113.85499131944441,-284.1036477050781,56.820729541015616,uncertain
Hopper-v4,ppo,20251118_095326_187269_pid1260390_seed0,0,1372.5898840332034,1065.5550537109375,-307.03483032226586,-49.34812689887154,-137.25898840332033,27.45179768066407,post_peak_degradation
Hopper-v4,ppo,20251118_095525_198362_pid1260637_seed0,0,421.37882324218754,430.53887939453125,9.160056152343714,-18.247086588541663,-42.13788232421876,8.427576464843751,uncertain
Hopper-v4,ppo,20251118_095526_628286_pid1260638_seed0,0,375.71549926757814,370.30682373046875,-5.408675537109389,-16.471408420138893,-37.57154992675782,7.514309985351563,uncertain
Hopper-v4,ppo,20251118_100137_794116_pid1261379_seed0,0,2526.4413061523437,2597.90234375,71.46103759765629,-90.47130533854167,-252.6441306152344,50.528826123046876,uncertain
Hopper-v4,ppo,20251118_100405_666089_pid1261678_seed0,0,1088.3996179199216,1025.4879150390625,-62.91170288085914,-49.18591715494793,-108.83996179199217,21.767992358398434,uncertain
Hopper-v4,ppo,20251118_100447_537629_pid1261770_seed0,0,362.88078002929694,363.8953552246094,1.0145751953124318,-15.652240668402783,-36.288078002929694,7.257615600585939,uncertain
Hopper-v4,ppo,20251118_100956_655665_pid1262386_seed0,0,363.4979266357422,339.0228576660156,-24.47506896972658,-16.540386284722224,-36.34979266357422,7.269958532714845,uncertain
Hopper-v4,ppo,20251118_101306_941726_pid1262772_seed0,0,3024.3268896484374,3125.58642578125,101.25953613281263,-124.8366753472222,-302.43268896484375,60.48653779296875,uncertain
Hopper-v4,ppo,20251118_101344_685233_pid1262850_seed0,0,1081.18705078125,1064.272216796875,-16.914833984375036,-48.42442762586807,-108.118705078125,21.623741015625,uncertain
Hopper-v4,ppo,20251118_101521_017433_pid1263048_seed0,0,251.1571533203125,193.7800750732422,-57.3770782470703,-5.8794613308376755,-25.11571533203125,5.0231430664062495,post_peak_degradation
Hopper-v4,ppo,20251118_101633_550756_pid1263198_seed0,0,1039.0891290283203,1029.982177734375,-9.106951293945258,-39.745937771267364,-103.90891290283203,20.781782580566407,uncertain
Hopper-v4,ppo,20251118_102205_642057_pid1264395_seed0,0,455.1730438232421,506.132080078125,50.9590362548829,-19.640513102213543,-45.51730438232421,9.103460876464842,uncertain
Hopper-v4,ppo,20251118_102633_620947_pid1264936_seed0,0,1080.135947265625,1083.997802734375,3.8618554687500364,-41.690833875868066,-108.0135947265625,21.6027189453125,uncertain
Hopper-v4,ppo,20251118_102700_300318_pid1264994_seed0,0,457.3885101318358,391.44537353515625,-65.94313659667955,-21.24164293077257,-45.738851013183584,9.147770202636716,post_peak_degradation
Hopper-v4,ppo,20251118_102749_462270_pid1265097_seed0,0,511.4792544555664,476.83245849609375,-34.64679595947263,-25.24339260525174,-51.14792544555664,10.229585089111328,uncertain
Hopper-v4,ppo,20251118_103214_673433_pid1265633_seed0,0,2892.4112939453125,2962.28076171875,69.86946777343746,-121.54352213541668,-289.24112939453124,57.84822587890625,uncertain
