env,algo,run_id,seed,r_max_relaxed,r_end_relaxed,delta_post_relaxed,s_final_relaxed,delta_eps_relaxed,slope_eps_relaxed,trend_relaxed
Hopper-v4,ppo,20251112_091025_552265_pid22982_seed0,0,1346.9292517089843,1746.4332275390625,399.50397583007816,-23.80903591579863,-134.69292517089843,26.938585034179688,converged_relaxed
Hopper-v4,ppo,20251112_091136_878060_pid23134_seed0,0,431.63370330810545,431.4540100097656,-0.17969329833982783,-18.029583062065974,-43.16337033081055,8.632674066162108,uncertain
Hopper-v4,ppo,20251112_092358_277837_pid24919_seed0,0,3028.4521093749995,3027.486328125,-0.9657812499995089,-120.00967881944442,-302.8452109375,60.56904218749999,uncertain
Hopper-v4,ppo,20251112_092546_808269_pid25173_seed0,0,531.7141302490235,530.450439453125,-1.2636907958984693,-23.98495144314236,-53.17141302490235,10.63428260498047,uncertain
Hopper-v4,ppo,20251112_092615_433258_pid25234_seed0,0,1342.7452917480466,1302.424072265625,-40.32121948242161,-17.301633029513912,-134.27452917480466,26.85490583496093,converged_relaxed
Hopper-v4,ppo,20251112_092946_916822_pid25729_seed0,0,506.34894653320305,610.1123046875,103.76335815429695,-13.448493109809029,-50.63489465332031,10.12697893066406,uncertain
Hopper-v4,ppo,20251112_093257_109966_pid26177_seed0,0,2053.7065441894533,818.4442138671875,-1235.2623303222658,-35.94807807074652,-205.37065441894535,41.07413088378907,post_peak_degradation
Hopper-v4,ppo,20251112_093350_140350_pid26291_seed0,0,1545.0710998535158,1373.3797607421875,-171.69133911132826,-50.854085286458336,-154.50710998535158,30.901421997070315,post_peak_degradation
Hopper-v4,ppo,20251112_093412_319707_pid26345_seed0,0,614.4767431640626,340.19879150390625,-274.2779516601563,-23.820439995659722,-61.44767431640626,12.28953486328125,post_peak_degradation
Hopper-v4,ppo,20251112_093529_663579_pid26539_seed0,0,1676.3431481933594,1037.1962890625,-639.1468591308594,-62.27125379774306,-167.63431481933594,33.52686296386719,post_peak_degradation
Hopper-v4,ppo,20251112_093703_204861_pid26758_seed0,0,2349.0500817871093,2498.08251953125,149.03243774414068,65.5764105902778,-234.90500817871094,46.98100163574219,uncertain
Hopper-v4,ppo,20251112_093805_891641_pid26897_seed0,0,464.35897918701176,462.33990478515625,-2.019074401855505,-20.767550320095488,-46.43589791870118,9.287179583740235,uncertain
Hopper-v4,ppo,20251112_093848_337214_pid27017_seed0,0,1313.312296142578,1707.130126953125,393.8178308105471,-28.677620442708328,-131.3312296142578,26.26624592285156,uncertain
Hopper-v4,ppo,20251112_094707_487697_pid28150_seed0,0,2309.0430200195315,932.4329833984375,-1376.610036621094,-74.41473388671875,-230.90430200195317,46.18086040039063,post_peak_degradation
Hopper-v4,ppo,20251112_095034_029196_pid28633_seed0,0,2729.5606054687505,1248.48779296875,-1481.0728125000005,-223.46039089626737,-272.95606054687505,54.591212109375014,post_peak_degradation
Hopper-v4,ppo,20251112_095302_166878_pid28963_seed0,0,1739.7666955566406,1434.908935546875,-304.85776000976557,-108.54610188802083,-173.97666955566407,34.795333911132815,post_peak_degradation
Hopper-v4,ppo,20251112_095303_841417_pid28968_seed0,0,1105.3752795410157,905.3235473632812,-200.0517321777345,-37.710830349392346,-110.53752795410158,22.107505590820317,post_peak_degradation
Hopper-v4,ppo,20251112_095707_619171_pid29536_seed0,0,548.319736328125,561.9556884765625,13.635952148437468,-23.008265516493054,-54.831973632812506,10.9663947265625,uncertain
Hopper-v4,ppo,20251112_100020_865353_pid30006_seed0,0,1097.4645782470704,735.6974487304688,-361.7671295166017,-37.53527696397569,-109.74645782470705,21.949291564941408,post_peak_degradation
Hopper-v4,ppo,20251112_100029_932525_pid30033_seed0,0,1238.25457824707,1082.40478515625,-155.84979309081996,-104.45419108072919,-123.825457824707,24.7650915649414,post_peak_degradation
Hopper-v4,ppo,20251112_100332_400808_pid30436_seed0,0,1822.563882446289,1755.3382568359375,-67.22562561035147,-70.79579264322916,-182.2563882446289,36.45127764892578,uncertain
Hopper-v4,ppo,20251112_100423_747641_pid30575_seed0,0,488.6123690795898,509.69036865234375,21.077999572753924,-16.124892849392364,-48.86123690795898,9.772247381591797,uncertain
Hopper-v4,ppo,20251112_100501_193020_pid30659_seed0,0,1902.3157592773437,743.4666748046875,-1158.8490844726562,-41.005708821614576,-190.23157592773438,38.046315185546874,post_peak_degradation
Hopper-v4,ppo,20251112_101022_530049_pid31400_seed0,0,1261.2444274902343,874.02587890625,-387.21854858398433,-32.08610026041666,-126.12444274902344,25.22488854980469,post_peak_degradation
Hopper-v4,ppo,20251112_101027_099847_pid31415_seed0,0,1636.752354125977,1151.9166259765625,-484.83572814941454,-19.02090793185764,-163.67523541259771,32.73504708251954,post_peak_degradation
Hopper-v4,ppo,20251112_101200_361508_pid31638_seed0,0,584.0812985229493,592.7872314453125,8.705932922363218,-19.458870442708328,-58.408129852294934,11.681625970458986,uncertain
Hopper-v4,ppo,20251112_102100_847000_pid32856_seed0,0,1425.856252441406,759.5872802734375,-666.2689721679685,-64.30694308810763,-142.5856252441406,28.51712504882812,post_peak_degradation
Hopper-v4,ppo,20251112_102111_470226_pid32882_seed0,0,443.75718688964844,378.0387878417969,-65.71839904785156,-17.26894531250001,-44.375718688964845,8.87514373779297,post_peak_degradation
Hopper-v4,ppo,20251112_102438_838477_pid33365_seed0,0,382.0955352783203,365.23016357421875,-16.865371704101562,-12.614886474609376,-38.209553527832036,7.641910705566406,uncertain
Hopper-v4,ppo,20251112_102723_707946_pid33765_seed0,0,367.51712127685545,359.74627685546875,-7.770844421386698,-16.286029730902776,-36.75171212768554,7.350342425537109,uncertain
Hopper-v4,ppo,20251112_102918_849731_pid34036_seed0,0,1485.13534790039,731.753173828125,-753.3821740722649,-28.25386555989584,-148.513534790039,29.7027069580078,post_peak_degradation
Hopper-v4,ppo,20251112_102937_291634_pid34076_seed0,0,460.84457000732425,433.5469665527344,-27.297603454589876,-16.11682467990452,-46.08445700073243,9.216891400146485,uncertain
Hopper-v4,ppo,20251112_103016_321518_pid34162_seed0,0,488.88028198242176,333.08270263671875,-155.797579345703,-20.935051133897574,-48.88802819824218,9.777605639648435,post_peak_degradation
Hopper-v4,ppo,20251112_103201_001811_pid34410_seed0,0,865.4595477294919,667.6177978515625,-197.84174987792937,-7.830400933159719,-86.54595477294919,17.309190954589837,post_peak_degradation
Hopper-v4,ppo,20251112_103624_153089_pid35010_seed0,0,1746.1049572753907,939.2957763671875,-806.8091809082032,-141.1808959960937,-174.61049572753907,34.922099145507815,post_peak_degradation
Hopper-v4,ppo,20251112_103902_658822_pid35393_seed0,0,1432.3063922119138,1369.248046875,-63.05834533691382,-23.97232259114584,-143.23063922119138,28.646127844238276,converged_relaxed
Hopper-v4,ppo,20251112_104236_844144_pid35864_seed0,0,374.3488998413086,368.5496520996094,-5.799247741699219,-15.769401041666665,-37.43488998413086,7.486977996826172,uncertain
Hopper-v4,ppo,20251112_104246_808129_pid35899_seed0,0,1159.606742553711,394.8499755859375,-764.7567669677735,-15.024377441406253,-115.9606742553711,23.192134851074222,post_peak_degradation
Hopper-v4,ppo,20251112_104604_425242_pid36353_seed0,0,1346.3321795654297,1455.465087890625,109.13290832519533,-16.79788411458331,-134.63321795654298,26.926643591308594,converged_relaxed
Hopper-v4,ppo,20251112_104921_313460_pid36815_seed0,0,853.9594372558593,1243.907958984375,389.94852172851574,3.3919908311631968,-85.39594372558594,17.079188745117186,converged_relaxed
Hopper-v4,ppo,20251112_105013_327123_pid36954_seed0,0,1130.6590130615236,1129.9598388671875,-0.6991741943361376,-30.47403157552084,-113.06590130615237,22.61318026123047,uncertain
Hopper-v4,ppo,20251112_105321_206319_pid37397_seed0,0,472.41711059570315,498.5939025878906,26.176791992187475,-14.55638292100695,-47.24171105957032,9.448342211914063,uncertain
Hopper-v4,ppo,20251112_105642_028130_pid38013_seed0,0,2967.2350292968754,2903.0927734375,-64.14225585937538,-65.29490559895834,-296.7235029296875,59.34470058593751,uncertain
Hopper-v4,ppo,20251112_105647_309590_pid38087_seed0,0,1351.9846728515624,1354.6947021484375,2.7100292968750637,-57.66577962239583,-135.19846728515626,27.039693457031248,uncertain
Hopper-v4,ppo,20251112_105701_255946_pid38142_seed0,0,1794.8018713378908,1126.114990234375,-668.6868811035158,-31.363606770833332,-179.4801871337891,35.896037426757815,post_peak_degradation
Hopper-v4,ppo,20251112_110630_196929_pid39445_seed0,0,1257.4781170654296,1106.940673828125,-150.53744323730461,-84.07839898003472,-125.74781170654296,25.14956234130859,post_peak_degradation
Hopper-v4,ppo,20251112_110640_517984_pid39467_seed0,0,1801.585614013672,817.8812866210938,-983.7043273925783,-59.823535156249996,-180.15856140136722,36.03171228027344,post_peak_degradation
Hopper-v4,ppo,20251112_110800_718467_pid39641_seed0,0,341.7928515625,333.6472473144531,-8.14560424804688,-12.615091959635416,-34.17928515625,6.835857031250001,uncertain
Hopper-v4,ppo,20251112_110821_953626_pid39713_seed0,0,2450.1480908203125,2577.49658203125,127.34849121093748,-83.31062282986113,-245.01480908203126,49.00296181640625,uncertain
Hopper-v4,ppo,20251112_110829_442429_pid39735_seed0,0,1648.897784423828,2011.393798828125,362.49601440429706,12.004162597656254,-164.8897784423828,32.97795568847656,converged_relaxed
Hopper-v4,ppo,20251112_111255_555408_pid40382_seed0,0,614.3850524902343,605.2472534179688,-9.13779907226558,-27.47408989800348,-61.438505249023436,12.287701049804687,uncertain
Hopper-v4,ppo,20251112_111348_153266_pid40497_seed0,0,1612.449166259766,1051.953369140625,-560.4957971191409,-48.69027235243053,-161.2449166259766,32.24898332519532,post_peak_degradation
Hopper-v4,ppo,20251112_111614_356438_pid40875_seed0,0,576.663583984375,586.935302734375,10.271718749999991,-13.279654947916665,-57.6663583984375,11.5332716796875,uncertain
Hopper-v4,ppo,20251112_111648_152877_pid40950_seed0,0,2148.3644702148435,1981.935791015625,-166.42867919921855,-110.30111219618054,-214.83644702148436,42.96728940429687,uncertain
Hopper-v4,ppo,20251112_112031_985503_pid41473_seed0,0,2294.1764001464844,2306.491943359375,12.315543212890589,-79.78849283854167,-229.41764001464844,45.88352800292969,uncertain
Hopper-v4,ppo,20251112_112250_352535_pid42341_seed0,0,476.8470874023438,482.13909912109375,5.292011718749961,-17.13240695529514,-47.684708740234385,9.536941748046877,uncertain
Hopper-v4,ppo,20251112_112521_149738_pid44063_seed0,0,1506.443953857422,1321.3961181640625,-185.0478356933595,-73.5565131293403,-150.6443953857422,30.12887907714844,post_peak_degradation
Hopper-v4,ppo,20251112_113007_028562_pid45400_seed0,0,408.6119735717773,427.67462158203125,19.06264801025395,-14.40193617078994,-40.86119735717773,8.172239471435546,uncertain
Hopper-v4,ppo,20251112_113159_239860_pid45667_seed0,0,480.05906097412117,489.64434814453125,9.585287170410083,-21.322551133897566,-48.00590609741212,9.601181219482424,uncertain
Hopper-v4,ppo,20251112_113349_372765_pid45924_seed0,0,329.28592102050777,410.82342529296875,81.53750427246098,-8.874154324001742,-32.92859210205078,6.5857184204101555,uncertain
Hopper-v4,ppo,20251112_113648_552045_pid46931_seed0,0,1050.5042260742184,925.8141479492188,-124.69007812499967,-46.23217637803819,-105.05042260742185,21.01008452148437,post_peak_degradation
Hopper-v4,ppo,20251112_114033_318827_pid47471_seed0,0,409.21324584960934,400.10540771484375,-9.107838134765586,-18.346095784505206,-40.921324584960935,8.184264916992188,uncertain
Hopper-v4,ppo,20251112_114112_547155_pid47563_seed0,0,2128.7234985351556,1582.662841796875,-546.0606567382806,-81.96551649305556,-212.87234985351557,42.57446997070311,post_peak_degradation
Hopper-v4,ppo,20251112_114123_122329_pid47589_seed0,0,1404.5104254150392,1606.356201171875,201.8457757568358,-60.07154812282988,-140.45104254150394,28.090208508300783,uncertain
Hopper-v4,ppo,20251112_114205_056764_pid47715_seed0,0,1556.5721911621094,1160.2237548828125,-396.34843627929695,-57.280619303385414,-155.65721911621097,31.13144382324219,post_peak_degradation
Hopper-v4,ppo,20251112_114254_914974_pid47831_seed0,0,541.4007336425781,650.07177734375,108.67104370117193,-14.452133517795144,-54.14007336425781,10.828014672851562,uncertain
Hopper-v4,ppo,20251112_114639_975313_pid48765_seed0,0,2404.026423339844,1799.5433349609375,-604.4830883789064,-152.4028293185764,-240.4026423339844,48.08052846679688,post_peak_degradation
Hopper-v4,ppo,20251112_114855_171428_pid49515_seed0,0,1007.0431530761718,1264.818603515625,257.77545043945315,-22.535462782118064,-100.7043153076172,20.140863061523437,uncertain
Hopper-v4,ppo,20251112_115146_694126_pid50432_seed0,0,1398.2178894042968,1631.300537109375,233.08264770507822,-6.415052625868081,-139.82178894042968,27.964357788085938,converged_relaxed
Hopper-v4,ppo,20251112_115338_870929_pid50749_seed0,0,2378.1989807128907,1984.5484619140625,-393.6505187988282,-191.06928710937504,-237.8198980712891,47.56397961425782,post_peak_degradation
Hopper-v4,ppo,20251112_115619_934415_pid51107_seed0,0,2775.4841491699226,2744.24658203125,-31.237567138672603,-118.87904730902781,-277.5484149169923,55.509682983398456,uncertain
Hopper-v4,ppo,20251112_115637_144978_pid51145_seed0,0,477.12128112792965,477.1087951660156,-0.012485961914023846,-20.858017985026045,-47.71212811279297,9.542425622558593,uncertain
Hopper-v4,ppo,20251112_120212_152762_pid51913_seed0,0,837.9449560546875,1113.346923828125,275.4019677734375,-15.341867404513879,-83.79449560546875,16.75889912109375,converged_relaxed
Hopper-v4,ppo,20251112_120317_713677_pid52490_seed0,0,576.8967639160156,647.4807739257812,70.58401000976562,-17.294230143229168,-57.689676391601566,11.537935278320314,uncertain
Hopper-v4,ppo,20251112_120728_518884_pid53766_seed0,0,1281.9477911376953,991.6502075195312,-290.297583618164,-24.18610297309029,-128.19477911376953,25.638955822753907,post_peak_degradation
Hopper-v4,ppo,20251112_121004_568577_pid54151_seed0,0,369.4661541748047,410.6922912597656,41.22613708496095,-11.546860080295138,-36.946615417480466,7.389323083496094,uncertain
Hopper-v4,ppo,20251112_121022_921448_pid54191_seed0,0,1199.7868878173826,1005.1067504882812,-194.6801373291014,-85.80797526041668,-119.97868878173827,23.995737756347655,post_peak_degradation
Hopper-v4,ppo,20251112_121406_518269_pid54713_seed0,0,394.8625650024414,363.94091796875,-30.921647033691386,-12.306454128689232,-39.48625650024414,7.897251300048828,uncertain
Hopper-v4,ppo,20251112_121705_566464_pid55251_seed0,0,946.7054357910157,815.65673828125,-131.0486975097657,-33.756807454427076,-94.67054357910158,18.934108715820315,post_peak_degradation
Hopper-v4,ppo,20251112_121812_704447_pid55404_seed0,0,467.71296783447264,481.1847229003906,13.47175506591799,-17.561292860243057,-46.77129678344727,9.354259356689452,uncertain
Hopper-v4,ppo,20251112_121906_151116_pid55531_seed0,0,465.806062927246,358.5634765625,-107.24258636474599,-16.026730685763887,-46.5806062927246,9.31612125854492,post_peak_degradation
Hopper-v4,ppo,20251112_121910_541372_pid55544_seed0,0,378.20718841552736,362.3711242675781,-15.83606414794923,-15.889338514539936,-37.82071884155274,7.564143768310547,uncertain
Hopper-v4,ppo,20251112_122018_162734_pid55711_seed0,0,3174.0574829101565,3172.419677734375,-1.6378051757815228,-115.8104220920139,-317.4057482910157,63.48114965820313,uncertain
Hopper-v4,ppo,20251112_122654_111854_pid56646_seed0,0,454.55566467285155,332.010986328125,-122.54467834472655,-19.527566867404506,-45.45556646728516,9.091113293457031,post_peak_degradation
Hopper-v4,ppo,20251112_122655_729508_pid56651_seed0,0,413.12324523925787,377.1333923339844,-35.989852905273494,-12.472377522786461,-41.31232452392579,8.262464904785158,uncertain
Hopper-v4,ppo,20251112_122734_801895_pid56741_seed0,0,369.17622039794924,362.23028564453125,-6.945934753417987,-16.697779676649304,-36.91762203979493,7.383524407958985,uncertain
Hopper-v4,ppo,20251112_123223_947103_pid57587_seed0,0,1955.2557153320313,1372.4375,-582.8182153320313,-56.51362304687499,-195.52557153320313,39.10511430664063,post_peak_degradation
Hopper-v4,ppo,20251112_123451_345951_pid57999_seed0,0,458.1387927246094,426.0049743652344,-32.13381835937503,-23.746529134114592,-45.813879272460944,9.162775854492189,uncertain
Hopper-v4,ppo,20251112_123525_692465_pid58077_seed0,0,406.744047241211,384.6390686035156,-22.104978637695353,-13.432621256510414,-40.6744047241211,8.13488094482422,uncertain
Hopper-v4,ppo,20251112_123655_067356_pid58285_seed0,0,335.8008959960938,351.811767578125,16.0108715820312,-12.316482204861112,-33.58008959960938,6.716017919921876,uncertain
Hopper-v4,ppo,20251112_124223_342189_pid59261_seed0,0,3139.605771484375,2973.0380859375,-166.56768554687505,-145.62423231336808,-313.96057714843755,62.792115429687506,uncertain
Hopper-v4,ppo,20251112_124257_052550_pid59331_seed0,0,334.18082489013676,349.39471435546875,15.213889465331988,-12.900937906901046,-33.41808248901368,6.683616497802736,uncertain
Hopper-v4,ppo,20251112_124438_813250_pid59613_seed0,0,482.5451849365234,460.2066955566406,-22.338489379882787,-22.092331949869788,-48.25451849365234,9.650903698730469,uncertain
Hopper-v4,ppo,20251112_125029_664477_pid60510_seed0,0,524.749682006836,450.7598571777344,-73.98982482910162,-20.638738335503472,-52.474968200683605,10.49499364013672,post_peak_degradation
Hopper-v4,ppo,20251112_125103_906847_pid60585_seed0,0,2140.6762048339842,820.8675537109375,-1319.8086511230467,-100.47153727213542,-214.06762048339843,42.813524096679686,post_peak_degradation
Hopper-v4,ppo,20251112_125128_539391_pid60651_seed0,0,1381.4670129394533,1108.9493408203125,-272.5176721191408,-77.48665907118055,-138.14670129394534,27.629340258789068,post_peak_degradation
Hopper-v4,ppo,20251112_125248_005192_pid60829_seed0,0,692.6603649902344,381.4037170410156,-311.25664794921875,-12.350580512152776,-69.26603649902344,13.853207299804687,post_peak_degradation
Hopper-v4,ppo,20251112_125407_301423_pid61020_seed0,0,1765.8234082031252,1553.1798095703125,-212.64359863281265,-100.95985785590277,-176.58234082031254,35.316468164062506,post_peak_degradation
Hopper-v4,ppo,20251112_125817_585023_pid61623_seed0,0,1938.7157073974606,1347.9283447265625,-590.7873626708981,6.592180718315983,-193.87157073974606,38.77431414794921,post_peak_degradation
Hopper-v4,ppo,20251112_130008_494437_pid61880_seed0,0,675.9926318359376,680.7149047851562,4.722272949218677,-26.88584798177083,-67.59926318359376,13.519852636718753,uncertain
Hopper-v4,ppo,20251112_130033_904313_pid61938_seed0,0,682.3916592407227,691.7211303710938,9.329471130371076,2.278728569878467,-68.23916592407227,13.647833184814454,converged_relaxed
Hopper-v4,ppo,20251112_130122_567242_pid62064_seed0,0,369.227578125,365.77142333984375,-3.4561547851562295,-15.974917263454863,-36.9227578125,7.3845515624999996,uncertain
Hopper-v4,ppo,20251112_130523_862228_pid62604_seed0,0,1830.4880364990236,1669.253662109375,-161.23437438964856,-11.539260525173606,-183.04880364990237,36.60976072998047,converged_relaxed
Hopper-v4,ppo,20251112_130908_794914_pid63097_seed0,0,550.0674334716797,552.5196533203125,2.452219848632808,-23.948195393880198,-55.00674334716797,11.001348669433595,uncertain
Hopper-v4,ppo,20251112_131115_803480_pid63396_seed0,0,1196.20896484375,623.94873046875,-572.260234375,-67.55949300130209,-119.62089648437501,23.924179296875,post_peak_degradation
Hopper-v4,ppo,20251112_131315_448260_pid63666_seed0,0,349.79453125,355.2162170410156,5.421685791015648,-14.152168104383675,-34.979453125,6.9958906249999995,uncertain
Hopper-v4,ppo,20251112_131854_666841_pid64403_seed0,0,2703.612786254883,2943.280517578125,239.66773132324215,-90.22440863715276,-270.3612786254883,54.072255725097655,uncertain
Hopper-v4,ppo,20251112_131858_107895_pid64425_seed0,0,357.24612792968753,340.1050720214844,-17.141055908203157,-15.232550048828122,-35.724612792968756,7.144922558593751,uncertain
Hopper-v4,ppo,20251112_132006_699999_pid64584_seed0,0,483.37231964111334,491.21221923828125,7.839899597167914,-18.97491929796007,-48.33723196411134,9.667446392822267,uncertain
Hopper-v4,ppo,20251112_132428_006934_pid65159_seed0,0,428.96159667968755,400.9806213378906,-27.98097534179692,-21.492578125,-42.89615966796876,8.579231933593752,uncertain
Hopper-v4,ppo,20251112_132454_280511_pid65237_seed0,0,2617.178430175781,2114.12548828125,-503.05294189453116,44.83012559678819,-261.7178430175781,52.34356860351562,post_peak_degradation
Hopper-v4,ppo,20251112_132529_459513_pid65317_seed0,0,652.5118090820312,623.7109375,-28.800871582031164,-28.959568956163196,-65.25118090820312,13.050236181640624,uncertain
Hopper-v4,ppo,20251112_132722_167721_pid65572_seed0,0,1620.235568847656,1613.128662109375,-7.106906738280941,-61.77786322699655,-162.0235568847656,32.40471137695312,uncertain
Hopper-v4,ppo,20251112_133015_142334_pid65953_seed0,0,626.1400439453125,613.002197265625,-13.137846679687527,-27.894639756944457,-62.61400439453126,12.522800878906251,uncertain
Hopper-v4,ppo,20251112_133246_893871_pid66305_seed0,0,1428.4042736816407,739.3790893554688,-689.0251843261719,-28.166065809461802,-142.8404273681641,28.568085473632813,post_peak_degradation
Hopper-v4,ppo,20251112_133435_422439_pid66523_seed0,0,1452.8956140136718,1398.9564208984375,-53.939193115234275,-94.6975857204861,-145.2895614013672,29.057912280273435,uncertain
Hopper-v4,ppo,20251112_133649_541651_pid66847_seed0,0,828.819948120117,890.322265625,61.50231750488297,-10.29087456597223,-82.88199481201171,16.57639896240234,converged_relaxed
Hopper-v4,ppo,20251112_133649_544101_pid66846_seed0,0,477.64724029541014,412.8392028808594,-64.80803741455077,-24.569639078776046,-47.764724029541014,9.552944805908202,post_peak_degradation
Hopper-v4,ppo,20251112_134113_530753_pid67436_seed0,0,2451.4301098632814,1285.4814453125,-1165.9486645507814,-55.76875949435763,-245.14301098632814,49.02860219726563,post_peak_degradation
Hopper-v4,ppo,20251112_134505_732307_pid67954_seed0,0,501.04187835693364,421.86822509765625,-79.17365325927739,-23.00849066840277,-50.10418783569337,10.020837567138672,post_peak_degradation
Hopper-v4,ppo,20251112_134652_345312_pid68201_seed0,0,615.3169177246094,662.724365234375,47.407447509765575,-12.956622314453114,-61.531691772460945,12.306338354492189,uncertain
Hopper-v4,ppo,20251112_134839_051435_pid68441_seed0,0,385.65608612060544,360.21319580078125,-25.442890319824187,-15.068560112847223,-38.565608612060544,7.713121722412109,uncertain
Hopper-v4,ppo,20251112_135034_206326_pid68701_seed0,0,2392.873026123047,983.1871337890625,-1409.6858923339846,-62.011063639322906,-239.28730261230473,47.85746052246094,post_peak_degradation
Hopper-v4,ppo,20251112_135423_693314_pid69220_seed0,0,306.96268280029295,305.04412841796875,-1.9185543823242028,-14.50132921006945,-30.696268280029297,6.1392536560058595,uncertain
Hopper-v4,ppo,20251112_135519_312068_pid69340_seed0,0,1484.5910327148435,733.089111328125,-751.5019213867185,-71.67479248046875,-148.45910327148437,29.691820654296873,post_peak_degradation
Hopper-v4,ppo,20251112_140005_181369_pid69964_seed0,0,419.5485437011719,341.4223327636719,-78.12621093750005,-17.150776502821184,-41.9548543701172,8.390970874023438,post_peak_degradation
Hopper-v4,ppo,20251112_140010_788115_pid69994_seed0,0,1935.6482281494136,910.2255859375,-1025.4226422119136,-53.51103108723959,-193.56482281494138,38.712964562988276,post_peak_degradation
Hopper-v4,ppo,20251112_140130_906922_pid70173_seed0,0,1389.1119836425783,1210.052001953125,-179.05998168945325,-34.95499403211804,-138.91119836425784,27.782239672851567,post_peak_degradation
Hopper-v4,ppo,20251112_140303_101507_pid70386_seed0,0,541.6766333007812,366.3686828613281,-175.30795043945307,-20.08065795898438,-54.16766333007812,10.833532666015625,post_peak_degradation
Hopper-v4,ppo,20251112_140410_505608_pid70552_seed0,0,634.706185913086,641.3488159179688,6.64263000488279,-24.81655544704861,-63.4706185913086,12.69412371826172,uncertain
Hopper-v4,ppo,20251112_140850_548540_pid71250_seed0,0,2215.571376953125,1700.6907958984375,-514.8805810546874,-108.9512613932292,-221.5571376953125,44.3114275390625,post_peak_degradation
Hopper-v4,ppo,20251112_141107_137907_pid71563_seed0,0,1365.7609826660157,829.0069580078125,-536.7540246582032,-58.0338107638889,-136.57609826660158,27.315219653320316,post_peak_degradation
Hopper-v4,ppo,20251112_141157_583100_pid71691_seed0,0,852.171626586914,695.6256103515625,-156.54601623535154,-47.546940104166666,-85.21716265869141,17.043432531738283,post_peak_degradation
Hopper-v4,ppo,20251112_141259_410156_pid71824_seed0,0,685.4678247070312,713.6134643554688,28.14563964843751,-27.43074137369792,-68.54678247070312,13.709356494140625,uncertain
Hopper-v4,ppo,20251112_141646_850228_pid72334_seed0,0,1564.4942321777344,1130.5286865234375,-433.9655456542969,-28.069444444444457,-156.44942321777344,31.28988464355469,post_peak_degradation
Hopper-v4,ppo,20251112_141933_532192_pid72703_seed0,0,276.6533877563477,278.78753662109375,2.1341488647460665,-11.390348307291667,-27.66533877563477,5.533067755126954,uncertain
Hopper-v4,ppo,20251112_142021_547315_pid72827_seed0,0,984.791228942871,761.5625610351562,-223.2286679077148,-86.91020948621963,-98.47912289428712,19.695824578857422,post_peak_degradation
Hopper-v4,ppo,20251112_142302_116144_pid73178_seed0,0,498.67441864013676,473.1397399902344,-25.53467864990239,-26.072130669487844,-49.86744186401368,9.973488372802736,uncertain
Hopper-v4,ppo,20251112_142752_005679_pid73830_seed0,0,2114.1070349121096,2061.99658203125,-52.11045288085961,-123.17601453993059,-211.41070349121097,42.282140698242195,uncertain
Hopper-v4,ppo,20251112_142838_104700_pid73924_seed0,0,339.9065936279297,369.33331298828125,29.42671936035157,-11.134998914930557,-33.99065936279297,6.798131872558594,uncertain
Hopper-v4,ppo,20251112_142844_587750_pid73943_seed0,0,992.1773876953126,1071.381591796875,79.20420410156237,-43.087504069010414,-99.21773876953127,19.843547753906254,uncertain
Hopper-v4,ppo,20251112_143623_910114_pid75015_seed0,0,421.6413940429688,324.18853759765625,-97.45285644531253,-19.09580281575521,-42.16413940429688,8.432827880859376,post_peak_degradation
Hopper-v4,ppo,20251112_143653_267382_pid75083_seed0,0,1799.321307373047,1098.067626953125,-701.2536804199219,-122.09119194878473,-179.9321307373047,35.98642614746094,post_peak_degradation
Hopper-v4,ppo,20251112_143703_435082_pid75105_seed0,0,348.92146636962894,385.65948486328125,36.738018493652305,-11.414371744791671,-34.8921466369629,6.978429327392579,uncertain
Hopper-v4,ppo,20251112_143708_443076_pid75122_seed0,0,2108.0524291992188,2469.398193359375,361.34576416015625,-43.8659640842014,-210.80524291992188,42.161048583984375,uncertain
Hopper-v4,ppo,20251112_144200_883314_pid75780_seed0,0,1243.2264624023437,1326.5999755859375,83.37351318359379,-8.0455295138889,-124.32264624023438,24.864529248046875,converged_relaxed
Hopper-v4,ppo,20251112_144245_744295_pid75877_seed0,0,504.5894387817383,440.8086853027344,-63.78075347900392,-21.906207953559033,-50.458943878173834,10.091788775634766,post_peak_degradation
Hopper-v4,ppo,20251112_144326_935183_pid75990_seed0,0,1326.6090451049802,1287.0892333984375,-39.51981170654267,-41.113476562500004,-132.66090451049803,26.532180902099604,uncertain
Hopper-v4,ppo,20251112_144554_879439_pid76321_seed0,0,502.03187255859314,372.712646484375,-129.31922607421814,-18.672928873697927,-50.20318725585932,10.040637451171863,post_peak_degradation
Hopper-v4,ppo,20251112_144632_162335_pid76402_seed0,0,551.4361755371093,644.9635620117188,93.52738647460944,-2.6648457845052085,-55.14361755371093,11.028723510742186,converged_relaxed
Hopper-v4,ppo,20251112_145040_617609_pid76949_seed0,0,1438.4013720703124,1437.224609375,-1.1767626953123909,-56.71202528211807,-143.84013720703123,28.768027441406247,uncertain
Hopper-v4,ppo,20251112_145321_938960_pid77330_seed0,0,397.81071563720707,439.05499267578125,41.24427703857418,-11.8140143500434,-39.78107156372071,7.956214312744142,uncertain
Hopper-v4,ppo,20251112_145418_846736_pid77451_seed0,0,723.2984457397461,759.3751220703125,36.07667633056644,1.7954013400607716,-72.32984457397461,14.46596891479492,converged_relaxed
