env,algo,run_dir,n_episodes,sigma_intra_full,sigma_intra_late,learning_rate,ent_coef,n_steps
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_014100_984976_pid1360350_seed0,4990,165.6837615966797,134.9962615966797,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_014152_745025_pid1360453_seed0,5188,168.92800903320312,117.74955749511719,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_014659_569429_pid1361052_seed0,5231,160.1238250732422,105.38761901855469,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_014712_851922_pid1361084_seed0,5124,162.83363342285156,116.54000854492188,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_014952_960244_pid1361396_seed0,4221,169.0249481201172,112.47567749023438,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_015020_764259_pid1361458_seed0,5124,162.83363342285156,116.54000854492188,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_015102_336654_pid1361543_seed0,4221,169.0249481201172,112.47567749023438,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_015119_827074_pid1361583_seed0,3838,146.47891235351562,110.66069793701172,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_015136_343157_pid1361618_seed0,4241,150.03819274902344,121.47432708740234,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_015202_274669_pid1361675_seed0,4570,169.06622314453125,119.40577697753906,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_015350_797113_pid1361892_seed0,4543,168.49066162109375,125.61677551269531,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_015408_464648_pid1361932_seed0,4056,151.13352966308594,123.12781524658203,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_015535_036155_pid1362110_seed0,4568,161.37103271484375,113.25312805175781,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_015555_543636_pid1362153_seed0,4056,151.13352966308594,123.12781524658203,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_015632_679143_pid1362226_seed0,4568,161.37103271484375,113.25312805175781,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_015649_521410_pid1362263_seed0,3817,146.38827514648438,111.11822509765625,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_020032_708865_pid1362703_seed0,3998,141.89231872558594,118.25357818603516,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_020033_890818_pid1362704_seed0,4544,163.95602416992188,118.7086181640625,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_020554_412317_pid1363336_seed0,4732,163.15859985351562,129.36065673828125,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_020638_995860_pid1363426_seed0,4216,151.10848999023438,127.44705963134766,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_020916_478757_pid1363737_seed0,4361,179.1701202392578,122.4962387084961,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_020938_464100_pid1363784_seed0,4216,151.10848999023438,127.44705963134766,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_020949_878490_pid1363810_seed0,4361,179.1701202392578,122.4962387084961,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_021023_574958_pid1363882_seed0,4115,138.69729614257812,118.14928436279297,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_021040_720642_pid1363922_seed0,4289,136.69744873046875,119.34749603271484,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_021051_967595_pid1363947_seed0,4341,162.62359619140625,115.2643051147461,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_021228_417594_pid1364136_seed0,4351,161.11769104003906,124.14676666259766,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_021319_425412_pid1364240_seed0,4099,153.2403106689453,123.30915069580078,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_021426_456984_pid1364377_seed0,4236,157.55316162109375,118.6969985961914,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_021447_611079_pid1364421_seed0,4099,153.2403106689453,123.30915069580078,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_021552_259613_pid1364556_seed0,4236,157.55316162109375,118.6969985961914,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_021555_070395_pid1364567_seed0,4122,148.37979125976562,118.0513916015625,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_021903_173256_pid1364940_seed0,4205,150.33135986328125,126.15869903564453,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_021927_408748_pid1364992_seed0,4679,156.4574432373047,119.10791015625,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_022519_060844_pid1365689_seed0,4818,166.716552734375,125.92989349365234,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_022532_359652_pid1365718_seed0,4318,153.30804443359375,124.54906463623047,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_022818_157517_pid1366047_seed0,4101,159.0852813720703,126.939453125,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_022836_998045_pid1366086_seed0,4318,153.30804443359375,124.54906463623047,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_022842_967255_pid1366103_seed0,4101,159.0852813720703,126.939453125,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_022919_839424_pid1366180_seed0,4285,148.90386962890625,125.4408187866211,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_022920_110411_pid1366179_seed0,4349,139.60133361816406,117.44035339355469,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_022952_706142_pid1366254_seed0,5063,154.5068359375,117.36528015136719,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_023136_465959_pid1366462_seed0,4524,147.132080078125,122.2249984741211,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_023159_387780_pid1366510_seed0,4257,145.15023803710938,123.48558044433594,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_023336_009368_pid1366702_seed0,4071,147.21295166015625,121.50305938720703,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_023350_737069_pid1366737_seed0,4257,145.15023803710938,123.48558044433594,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_023443_985155_pid1366847_seed0,4071,147.21295166015625,121.50305938720703,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_023506_015957_pid1366897_seed0,4422,145.73974609375,122.10485076904297,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_023752_465757_pid1367222_seed0,4390,145.7172088623047,124.64306640625,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_023812_325203_pid1367265_seed0,4762,161.65528869628906,124.02786254882812,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_024416_780597_pid1367980_seed0,4500,164.99366760253906,126.98932647705078,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_024500_727907_pid1368069_seed0,4615,159.86427307128906,124.76927185058594,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_024708_803260_pid1368323_seed0,4280,153.15374755859375,120.28386688232422,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_024741_810880_pid1368393_seed0,4615,159.86427307128906,124.76927185058594,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_024755_865468_pid1368424_seed0,4280,153.15374755859375,120.28386688232422,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_024819_851502_pid1368476_seed0,4520,174.7529296875,129.61111450195312,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_024822_051809_pid1368483_seed0,4401,180.2657470703125,131.66506958007812,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_024827_056899_pid1368502_seed0,4813,164.0406494140625,137.3124237060547,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_025046_652404_pid1368777_seed0,4807,178.81410217285156,129.15603637695312,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_025049_206044_pid1368785_seed0,4576,192.07797241210938,124.69233703613281,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_025247_204459_pid1369021_seed0,4775,192.4938507080078,126.43971252441406,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_025317_476721_pid1369081_seed0,4576,192.07797241210938,124.69233703613281,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_025337_937822_pid1369130_seed0,4775,192.4938507080078,126.43971252441406,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_025416_889858_pid1369207_seed0,3784,146.59397888183594,101.6153793334961,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_025654_024851_pid1369522_seed0,4948,184.4904022216797,127.06917572021484,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_025659_379119_pid1369534_seed0,5237,176.84532165527344,142.3379364013672,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_030347_800261_pid1370330_seed0,4954,179.339111328125,126.85253143310547,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_030357_665959_pid1370355_seed0,4680,187.5670166015625,126.71649932861328,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_030613_468925_pid1370623_seed0,4791,174.46070861816406,130.2683563232422,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_030613_687346_pid1370624_seed0,4680,187.5670166015625,126.71649932861328,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_030650_273740_pid1370707_seed0,4791,174.46070861816406,130.2683563232422,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_030653_171688_pid1370713_seed0,4609,181.24520874023438,130.80311584472656,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_030723_638216_pid1370784_seed0,4686,183.91677856445312,131.03445434570312,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_030726_518515_pid1370789_seed0,4722,133.27818298339844,102.01176452636719,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_030910_994498_pid1370999_seed0,5482,173.69418334960938,124.55428314208984,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_030949_778382_pid1371084_seed0,4749,183.930419921875,127.45484161376953,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_031150_232456_pid1371323_seed0,4565,175.7236328125,128.32586669921875,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_031211_505447_pid1371373_seed0,4749,183.930419921875,127.45484161376953,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_031248_312307_pid1371448_seed0,4565,175.7236328125,128.32586669921875,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_031309_327498_pid1371496_seed0,4101,134.55111694335938,105.12396240234375,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_031524_246573_pid1371760_seed0,4194,143.68917846679688,127.13967895507812,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_031608_338329_pid1371853_seed0,4960,117.72752380371094,106.69345092773438,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_032215_812177_pid1372583_seed0,4546,141.2596435546875,119.60547637939453,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_032305_209190_pid1372681_seed0,4300,144.37405395507812,113.30079650878906,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_032508_631086_pid1372928_seed0,4323,164.6564483642578,129.66685485839844,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_032513_945389_pid1372940_seed0,4300,144.37405395507812,113.30079650878906,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_032534_611400_pid1372988_seed0,4323,164.6564483642578,129.66685485839844,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_032603_238252_pid1373049_seed0,4286,128.8729705810547,91.40438842773438,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_032610_168063_pid1373066_seed0,4271,146.99383544921875,122.6361312866211,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_032623_691315_pid1373096_seed0,5141,112.81849670410156,95.56312561035156,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_032813_237547_pid1373316_seed0,4723,156.43812561035156,130.28060913085938,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_032819_068443_pid1373333_seed0,4190,152.24588012695312,116.41791534423828,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_033049_568062_pid1373630_seed0,4281,153.52935791015625,120.2031021118164,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_033102_589899_pid1373660_seed0,4190,152.24588012695312,116.41791534423828,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_033142_118220_pid1373739_seed0,4281,153.52935791015625,120.2031021118164,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_033209_741785_pid1373799_seed0,4133,123.73487854003906,92.07706451416016,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_033403_861853_pid1374027_seed0,4098,142.22068786621094,120.24474334716797,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_033434_586995_pid1374092_seed0,4856,110.40931701660156,84.64220428466797,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_034100_614111_pid1374853_seed0,4743,156.22073364257812,127.79302215576172,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_034123_850897_pid1374902_seed0,4208,152.4483642578125,124.46920013427734,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_034324_103426_pid1375144_seed0,4291,151.18270874023438,123.43909454345703,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_034420_244340_pid1375255_seed0,4208,152.4483642578125,124.46920013427734,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_034426_550497_pid1375272_seed0,4291,151.18270874023438,123.43909454345703,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_034434_260309_pid1375294_seed0,4364,134.17861938476562,118.52118682861328,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_034438_593065_pid1375303_seed0,4278,150.93499755859375,121.93213653564453,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_034450_152137_pid1375333_seed0,5135,121.59293365478516,117.7193832397461,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_034640_055819_pid1375555_seed0,4971,145.5450897216797,124.30308532714844,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_034721_730886_pid1375642_seed0,4371,134.7711944580078,117.1496810913086,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_034938_526251_pid1375915_seed0,4420,158.69688415527344,124.83621215820312,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_035006_131674_pid1375972_seed0,4371,134.7711944580078,117.1496810913086,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_035038_188121_pid1376040_seed0,4420,158.69688415527344,124.83621215820312,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_035047_111028_pid1376061_seed0,4266,98.2039566040039,70.82555389404297,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_035256_664755_pid1376317_seed0,4210,156.4932861328125,121.09918212890625,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_035258_907667_pid1376323_seed0,5215,104.70699310302734,93.45769500732422,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_035956_874632_pid1377148_seed0,4858,140.98817443847656,123.11787414550781,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040015_949513_pid1377189_seed0,4316,135.65646362304688,112.23486328125,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040215_802093_pid1377427_seed0,4445,160.99020385742188,124.28401184082031,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040259_684648_pid1377517_seed0,4316,135.65646362304688,112.23486328125,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040259_684666_pid1377518_seed0,4445,160.99020385742188,124.28401184082031,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040318_616164_pid1377565_seed0,4554,128.35293579101562,114.20082092285156,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040325_244109_pid1377582_seed0,4173,149.9529266357422,120.33248901367188,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040336_381538_pid1377608_seed0,5079,115.97779846191406,104.14788818359375,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040548_640128_pid1377871_seed0,5093,145.7138214111328,128.5137939453125,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040605_186491_pid1377910_seed0,4435,130.58193969726562,108.51948547363281,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040835_045879_pid1378201_seed0,4290,152.70326232910156,119.57315826416016,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040906_778243_pid1378271_seed0,4435,130.58193969726562,108.51948547363281,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040911_486789_pid1378285_seed0,4290,152.70326232910156,119.57315826416016,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_040945_885940_pid1378358_seed0,3963,150.16494750976562,110.88777160644531,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_041117_070614_pid1378540_seed0,4788,181.67755126953125,128.8376922607422,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_041152_513476_pid1378615_seed0,4863,165.9373779296875,142.9894256591797,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_041848_210607_pid1379434_seed0,4952,175.81161499023438,128.4568328857422,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_041910_807590_pid1379484_seed0,4930,179.5853271484375,125.62960052490234,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_042141_578886_pid1379781_seed0,4213,180.7551727294922,129.06710815429688,,,
LunarLander-v3,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/LunarLander-v3/a2c/20251028_042141_862809_pid1379782_seed0,4930,179.5853271484375,125.62960052490234,,,
