env,algo,run_dir,n_episodes,sigma_intra_full,sigma_intra_late,learning_rate,ent_coef,n_steps
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_165532_087932_pid3534496_seed0,29042,191.4806365966797,168.1774444580078,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_165613_168914_pid3534613_seed0,28392,137.0169219970703,119.55656433105469,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_165622_287936_pid3534639_seed0,39502,104.96748352050781,59.16493225097656,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_170355_737633_pid3535814_seed0,27983,113.79731750488281,86.17910766601562,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_170416_644701_pid3535887_seed0,35898,111.93438720703125,62.35786056518555,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_170423_921014_pid3535911_seed0,30518,108.63096618652344,62.889442443847656,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_170511_697548_pid3536015_seed0,40158,106.25297546386719,61.0567512512207,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_170652_854175_pid3536220_seed0,27561,130.46461486816406,104.90296936035156,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_170710_837840_pid3536436_seed0,34558,145.9384765625,114.45333862304688,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_170742_328108_pid3536507_seed0,30774,126.87600708007812,97.32450866699219,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_170855_437925_pid3536660_seed0,43045,105.9505386352539,70.20335388183594,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_172919_035595_pid3539469_seed0,27561,130.46461486816406,104.90296936035156,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_173008_068413_pid3539574_seed0,34558,145.9384765625,114.45333862304688,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_173009_219887_pid3539579_seed0,30774,126.87600708007812,97.32450866699219,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_173027_020406_pid3539627_seed0,43045,105.9505386352539,70.20335388183594,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_173742_837649_pid3540770_seed0,24796,169.2272491455078,174.69952392578125,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_173834_026243_pid3540880_seed0,29817,226.9875946044922,242.375244140625,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_173840_648481_pid3540902_seed0,29111,117.30596160888672,82.5594482421875,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_173925_887482_pid3541000_seed0,38528,108.88638305664062,67.7850570678711,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_174202_655250_pid3541354_seed0,27636,113.86579132080078,81.45515441894531,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_174204_488781_pid3541361_seed0,36621,106.57671356201172,52.634185791015625,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_174215_837159_pid3541397_seed0,31190,101.91522216796875,51.036006927490234,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_174316_460334_pid3541558_seed0,39633,108.00115203857422,70.91575622558594,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_180341_406809_pid3544441_seed0,27176,142.14523315429688,122.85332489013672,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_180409_836312_pid3544503_seed0,38530,111.35610961914062,79.88554382324219,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_180445_224902_pid3544579_seed0,31951,110.06304168701172,72.89674377441406,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_180455_783398_pid3544606_seed0,43534,104.06965637207031,69.30770874023438,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_181203_654266_pid3546239_seed0,27176,142.14523315429688,122.85332489013672,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_181304_544794_pid3546942_seed0,38530,111.35610961914062,79.88554382324219,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_181326_298643_pid3547070_seed0,31951,110.06304168701172,72.89674377441406,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_181353_540816_pid3547197_seed0,43534,104.06965637207031,69.30770874023438,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_181558_450698_pid3547826_seed0,26519,129.81881713867188,113.23697662353516,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_181559_747067_pid3547831_seed0,32905,118.13560485839844,68.75166320800781,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_181648_742619_pid3548077_seed0,29459,114.03182983398438,84.17534637451172,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_181758_103259_pid3548301_seed0,38191,111.00614166259766,61.603271484375,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_183758_142746_pid3553971_seed0,29647,97.189453125,51.0969352722168,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_183831_095758_pid3554135_seed0,34699,120.07367706298828,73.6736831665039,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_183844_370810_pid3554213_seed0,31785,99.84100341796875,45.744808197021484,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_184011_896255_pid3554557_seed0,40127,109.42160034179688,58.92695999145508,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_184639_796682_pid3557490_seed0,29770,115.58740234375,78.03904724121094,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_184725_383415_pid3558181_seed0,37992,113.71610260009766,81.95945739746094,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_184801_131639_pid3558351_seed0,32942,106.45996856689453,61.75189971923828,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_184917_223019_pid3558734_seed0,43090,106.8896713256836,76.42057037353516,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_185101_553923_pid3560049_seed0,29770,115.58740234375,78.03904724121094,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_185102_522489_pid3560054_seed0,37992,113.71610260009766,81.95945739746094,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_185122_249069_pid3560213_seed0,32942,106.45996856689453,61.75189971923828,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_185209_827891_pid3560692_seed0,43090,106.8896713256836,76.42057037353516,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_191300_790569_pid3567611_seed0,27602,116.54275512695312,83.55250549316406,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_191322_310054_pid3567720_seed0,34489,108.90242004394531,72.98974609375,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_191328_673743_pid3567754_seed0,29663,112.59789276123047,76.05082702636719,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_191418_322033_pid3567997_seed0,39268,109.8836898803711,71.13134765625,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_192205_896378_pid3570178_seed0,29562,98.73690795898438,48.961795806884766,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_192221_611793_pid3570217_seed0,34072,123.25183868408203,68.74872589111328,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_192246_925304_pid3570276_seed0,32083,101.30607604980469,45.323211669921875,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_192316_715913_pid3570418_seed0,40707,106.94818115234375,53.65531539916992,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_192518_318892_pid3571062_seed0,30250,106.3631362915039,57.573177337646484,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_192545_046610_pid3571185_seed0,38464,109.57148742675781,67.2547836303711,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_192605_021459_pid3571288_seed0,32460,110.32514190673828,60.51054382324219,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_192726_964686_pid3571723_seed0,43836,103.34606170654297,63.61194610595703,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_194720_677930_pid3577358_seed0,30250,106.3631362915039,57.573177337646484,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_194725_396211_pid3577386_seed0,38464,109.57148742675781,67.2547836303711,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_194817_685108_pid3577551_seed0,32460,110.32514190673828,60.51054382324219,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_194912_938985_pid3577807_seed0,43836,103.34606170654297,63.61194610595703,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_195612_666325_pid3579876_seed0,28676,92.06584930419922,50.13340377807617,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_195715_542651_pid3580197_seed0,35045,107.32890319824219,63.730262756347656,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_195722_680828_pid3580230_seed0,29809,112.13883972167969,64.74665069580078,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_195738_136354_pid3580280_seed0,37549,114.69596099853516,63.98051834106445,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_200010_380880_pid3580873_seed0,28208,112.72893524169922,78.03705596923828,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_200032_561288_pid3581026_seed0,35106,124.62002563476562,84.33642578125,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_200038_733807_pid3581066_seed0,31271,105.46624755859375,55.41282272338867,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_200138_109858_pid3581368_seed0,39959,109.51435089111328,65.50174713134766,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_202154_207663_pid3586880_seed0,30078,108.86699676513672,63.02770233154297,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_202213_599126_pid3586973_seed0,39669,107.72193908691406,77.08134460449219,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_202218_422341_pid3587006_seed0,33397,99.19694519042969,48.339168548583984,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_202322_041743_pid3587302_seed0,43492,108.03173065185547,66.60745239257812,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_203039_586812_pid3589177_seed0,30078,108.86699676513672,63.02770233154297,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_203133_256404_pid3589445_seed0,39669,107.72193908691406,77.08134460449219,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_203159_676192_pid3589562_seed0,33397,99.19694519042969,48.339168548583984,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_203233_219192_pid3589744_seed0,43492,108.03173065185547,66.60745239257812,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_203419_591270_pid3590216_seed0,26977,120.63058471679688,101.53994750976562,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_203505_280399_pid3590436_seed0,33350,116.01416015625,57.31316375732422,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_203514_071793_pid3590474_seed0,29800,118.0119400024414,87.21764373779297,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_203640_133826_pid3590745_seed0,38320,110.78856658935547,54.16615295410156,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_205605_942413_pid3596153_seed0,28730,106.43170928955078,64.01111602783203,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_205637_563329_pid3596314_seed0,36215,113.85240173339844,66.62284088134766,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_205640_802092_pid3596331_seed0,31615,103.15000915527344,53.94931411743164,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_205748_054003_pid3596674_seed0,39226,112.94480895996094,65.87568664550781,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_210515_366989_pid3598708_seed0,25936,175.77549743652344,163.32562255859375,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_210540_807445_pid3598840_seed0,40637,100.82563018798828,66.66260528564453,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_210607_136753_pid3598971_seed0,32648,105.54717254638672,57.16752243041992,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_210701_559429_pid3599217_seed0,45545,96.8465347290039,62.924652099609375,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_210923_030826_pid3599868_seed0,25936,175.77549743652344,163.32562255859375,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_210948_918613_pid3599981_seed0,40637,100.82563018798828,66.66260528564453,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_210949_674386_pid3599986_seed0,32648,105.54717254638672,57.16752243041992,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_211037_044603_pid3600108_seed0,45545,96.8465347290039,62.924652099609375,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_213032_324981_pid3605354_seed0,19701,207.73817443847656,219.87677001953125,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_213048_792405_pid3605432_seed0,27868,179.8153076171875,188.26751708984375,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_213118_757565_pid3605588_seed0,28824,115.09940338134766,83.37995910644531,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_213145_279488_pid3605725_seed0,39796,105.63946533203125,66.37977600097656,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_213938_261051_pid3607830_seed0,20644,185.28041076660156,186.95802307128906,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_214017_687891_pid3608032_seed0,33564,128.26254272460938,99.92274475097656,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_214044_222856_pid3608165_seed0,29362,114.95952606201172,83.95471954345703,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_214123_054484_pid3608339_seed0,38575,114.87854766845703,81.88648223876953,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_214309_189697_pid3608691_seed0,22514,246.3443145751953,269.6068115234375,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_214347_597336_pid3608876_seed0,40864,103.06439208984375,71.25041198730469,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_214417_711574_pid3609032_seed0,31638,113.31553649902344,78.7664566040039,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_214553_904434_pid3609522_seed0,43375,99.20573425292969,66.76592254638672,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_220439_587422_pid3615856_seed0,22514,246.3443145751953,269.6068115234375,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_220601_547508_pid3616424_seed0,40864,103.06439208984375,71.25041198730469,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_220826_844118_pid3616897_seed0,31638,113.31553649902344,78.7664566040039,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_220830_431028_pid3616925_seed0,43375,99.20573425292969,66.76592254638672,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_221506_446130_pid3618414_seed0,18712,223.84405517578125,250.60794067382812,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_221507_430357_pid3618419_seed0,25706,197.48179626464844,206.10292053222656,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_221531_837766_pid3618479_seed0,28203,113.86030578613281,76.45311737060547,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_221753_724308_pid3618879_seed0,38393,112.35246276855469,85.31434631347656,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_221802_383641_pid3618937_seed0,20677,179.6566162109375,178.8929901123047,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_221910_588255_pid3619129_seed0,31101,146.5230255126953,131.9679412841797,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_221915_447693_pid3619142_seed0,28476,122.86420440673828,94.38422393798828,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_222059_997749_pid3619406_seed0,38677,114.93223571777344,82.46258544921875,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_224019_016265_pid3622295_seed0,24793,164.09690856933594,163.60684204101562,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_224156_719297_pid3622553_seed0,37402,114.07530975341797,86.76288604736328,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_224201_200973_pid3622568_seed0,30786,117.00936889648438,76.03805541992188,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_224239_589862_pid3622665_seed0,43768,102.63996124267578,73.34059143066406,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_225037_120325_pid3624484_seed0,24793,164.09690856933594,163.60684204101562,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_225113_390386_pid3624635_seed0,37402,114.07530975341797,86.76288604736328,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_225338_856935_pid3625071_seed0,30786,117.00936889648438,76.03805541992188,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_225401_643462_pid3625134_seed0,43768,102.63996124267578,73.34059143066406,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_225416_586478_pid3625188_seed0,19059,253.53250122070312,282.3986511230469,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_225450_034588_pid3625265_seed0,29149,144.3637237548828,127.82888793945312,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_225456_032982_pid3625278_seed0,27971,127.62959289550781,102.74659729003906,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_225551_512134_pid3625471_seed0,41038,98.8803939819336,65.52330780029297,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_231618_668576_pid3630026_seed0,22658,167.26913452148438,158.73199462890625,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_231635_289415_pid3630083_seed0,33122,134.4681396484375,101.1969985961914,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_231652_045501_pid3630158_seed0,29095,119.3949966430664,91.67398071289062,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_231720_479779_pid3630223_seed0,39105,115.64311218261719,77.2541275024414,,,
Hopper-v4,a2c,/homes/sohawan2/reinforcement-learning-thesis/thesis_project/runs_seed0/Hopper-v4/a2c/20251109_232627_930164_pid3631906_seed0,24446,185.03421020507812,196.07962036132812,,,
