R_max,t_peak,R_end,delta_post,s_final,sigma_final,n_eval,env,algo,run_id,regime
167.6611114501953,2800000.0,166.07775787353515,-1.5833535766601585,0.29177093505859375,1.121491078368066,150,Hopper-v4,a2c,20251112_082350_123405_pid16474_seed0,plateau
709.6243408203125,2960000.0,603.4877368164063,-106.1366040039062,6.274881417410711,65.96846563436193,150,Hopper-v4,a2c,20251109_021500_351456_pid3262440_seed0,plateau
1476.191455078125,2700000.0,896.1927783203125,-579.9986767578125,-62.52967093331473,287.89973481986056,150,Hopper-v4,a2c,20251108_184725_782409_pid3202098_seed0,post_peak_degrade
378.956396484375,2080000.0,360.29624694824224,-18.660149536132735,3.1003897530691966,16.709882438385637,150,Hopper-v4,a2c,20251108_212919_329619_pid3221756_seed0,plateau
282.8825378417969,3000000.0,277.5635140991211,-5.319023742675768,3.6504311697823653,14.809382032067058,150,Hopper-v4,a2c,20251110_203905_569281_pid3853232_seed0,plateau
169.47469177246094,3000000.0,169.0504071044922,-0.42428466796874886,0.22137516566685228,0.7887988563690722,150,Hopper-v4,a2c,20251112_040536_554165_pid4164214_seed0,plateau
1232.8163330078125,2840000.0,1036.882391357422,-195.93394165039058,-11.548214285714282,102.19780266012728,150,Hopper-v4,a2c,20251107_191041_921723_pid2982357_seed0,plateau
472.4366882324219,2800000.0,351.0223449707031,-121.41434326171878,4.250542776925223,51.77463412427415,150,Hopper-v4,a2c,20251109_083226_585820_pid3309124_seed0,post_peak_degrade
406.6934448242188,2840000.0,374.43086303710936,-32.26258178710941,-0.04377485002790341,22.794324939048124,150,Hopper-v4,a2c,20251108_004822_408606_pid3039142_seed0,plateau
1297.0811767578125,2000000.0,815.8947442626954,-481.18643249511706,13.780623517717638,74.20348508930607,150,Hopper-v4,a2c,20251108_095915_008713_pid3126589_seed0,post_peak_degrade
351.8227478027344,2820000.0,322.02308959960936,-29.799658203125034,2.1086172921316972,17.614646471487607,150,Hopper-v4,a2c,20251108_232538_783466_pid3235920_seed0,plateau
253.02780456542968,2960000.0,249.14167022705078,-3.886134338378895,0.09109148297991153,3.0546133885989013,150,Hopper-v4,a2c,20251111_084505_259559_pid3955275_seed0,plateau
