#{"t_start": 1756025164.7966971, "env_id": "None"}
r,l,t
18.0,18,1.448482
16.0,16,1.450427
11.0,11,1.451693
14.0,14,1.453168
11.0,11,1.457832
15.0,15,1.45961
24.0,24,1.462388
26.0,26,1.465238
58.0,58,1.474545
22.0,22,1.476979
14.0,14,1.478684
20.0,20,1.481006
10.0,10,1.48469
12.0,12,1.486013
17.0,17,1.487806
17.0,17,1.489997
72.0,72,1.500679
11.0,11,1.501894
14.0,14,1.503392
19.0,19,1.505548
24.0,24,1.511227
13.0,13,1.512884
12.0,12,1.514247
32.0,32,1.558247
47.0,47,1.567649
31.0,31,1.570849
11.0,11,1.572174
18.0,18,1.574454
17.0,17,1.579278
25.0,25,1.582074
24.0,24,1.584624
20.0,20,1.586729
14.0,14,1.59132
12.0,12,1.592706
26.0,26,1.595514
21.0,21,1.597961
21.0,21,1.602978
18.0,18,1.604911
20.0,20,1.607376
20.0,20,1.609685
34.0,34,1.616485
25.0,25,1.619156
41.0,41,1.623782
17.0,17,1.625834
12.0,12,1.630026
32.0,32,1.948519
29.0,29,1.979101
36.0,36,2.010332
11.0,11,2.02193
26.0,26,2.04655
19.0,19,2.0638
18.0,18,2.082717
14.0,14,2.097698
13.0,13,2.104974
24.0,24,2.12531
15.0,15,2.138523
68.0,68,2.20472
27.0,27,2.225202
29.0,29,2.247022
18.0,18,2.259676
34.0,34,2.296232
14.0,14,2.307209
30.0,30,2.336392
15.0,15,2.343885
13.0,13,2.36307
33.0,33,2.394983
25.0,25,2.416221
29.0,29,2.44099
15.0,15,2.45826
12.0,12,2.468996
13.0,13,2.497372
17.0,17,2.514213
18.0,18,2.53199
18.0,18,2.549849
13.0,13,2.560431
12.0,12,2.571221
10.0,10,2.581806
23.0,23,2.604366
12.0,12,2.615087
36.0,36,2.646687
20.0,20,2.666785
10.0,10,2.67745
30.0,30,2.705448
19.0,19,2.722647
14.0,14,2.736888
10.0,10,2.745588
18.0,18,2.759763
26.0,26,2.784002
16.0,16,2.80543
41.0,41,2.840526
33.0,33,2.867463
18.0,18,2.885733
16.0,16,2.907739
