#{"t_start": 1758208156.6942043, "env_id": "None"}
r,l,t
32.0,32,2.053253
32.0,32,2.134232
32.0,32,2.22174
14.0,14,2.262009
44.0,44,2.380363
25.0,25,2.444871
19.0,19,2.497059
52.0,52,2.633081
23.0,23,2.694921
17.0,17,2.738716
12.0,12,2.771945
28.0,28,2.847412
12.0,12,2.881426
29.0,29,2.955892
20.0,20,3.009275
50.0,50,3.13823
26.0,26,3.206394
60.0,60,3.361324
12.0,12,3.394155
24.0,24,3.455219
29.0,29,3.527374
14.0,14,3.560696
22.0,22,3.616385
15.0,15,3.652296
20.0,20,3.70298
31.0,31,3.778744
16.0,16,3.818079
33.0,33,3.910728
19.0,19,3.962339
14.0,14,4.001122
32.0,32,4.091655
16.0,16,4.157612
29.0,29,4.235019
25.0,25,4.299994
20.0,20,4.354182
9.0,9,4.377184
22.0,22,4.437195
16.0,16,4.477647
19.0,19,4.525672
31.0,31,4.608441
24.0,24,4.673096
16.0,16,4.713608
28.0,28,4.78653
16.0,16,4.827301
16.0,16,4.870878
16.0,16,4.911794
18.0,18,4.960184
18.0,18,5.010276
22.0,22,5.068281
10.0,10,5.093432
95.0,95,5.34337
15.0,15,5.384776
16.0,16,5.426739
21.0,21,5.480368
14.0,14,5.515702
16.0,16,5.555833
17.0,17,5.601321
9.0,9,5.623842
16.0,16,5.660928
25.0,25,5.723689
15.0,15,5.759834
14.0,14,5.79385
79.0,79,5.98863
21.0,21,6.041643
15.0,15,6.079959
20.0,20,6.138677
19.0,19,6.195069
14.0,14,6.233907
15.0,15,6.304482
29.0,29,6.380389
9.0,9,6.406407
20.0,20,6.457501
29.0,29,6.534844
16.0,16,6.575933
28.0,28,6.650053
50.0,50,6.780893
19.0,19,6.825233
26.0,26,6.899083
16.0,16,6.944171
22.0,22,7.002826
24.0,24,7.07107
10.0,10,7.097464
27.0,27,7.174266
33.0,33,7.261765
10.0,10,7.287024
16.0,16,7.328793
12.0,12,7.361951
13.0,13,7.393989
66.0,66,10.615348
32.0,32,10.708159
30.0,30,10.813924
41.0,41,10.923014
17.0,17,10.966113
25.0,25,11.032969
16.0,16,11.073509
15.0,15,11.117154
32.0,32,11.202663
68.0,68,11.377515
14.0,14,11.416918
16.0,16,11.458797
91.0,91,11.695551
17.0,17,11.743845
21.0,21,11.796395
23.0,23,11.856555
34.0,34,11.941582
13.0,13,11.973437
17.0,17,12.014481
18.0,18,12.061854
12.0,12,12.091275
22.0,22,12.149964
17.0,17,12.190087
24.0,24,12.250612
119.0,119,12.528986
18.0,18,12.571199
30.0,30,12.641046
29.0,29,12.721267
22.0,22,12.784971
22.0,22,12.845537
31.0,31,12.95273
68.0,68,13.132963
18.0,18,13.180086
14.0,14,13.216819
50.0,50,13.34567
20.0,20,13.400602
25.0,25,13.464306
45.0,45,13.584984
29.0,29,13.659321
21.0,21,13.715272
19.0,19,13.766021
21.0,21,13.821081
16.0,16,13.861087
30.0,30,13.939902
26.0,26,14.004721
12.0,12,14.033111
31.0,31,14.110984
15.0,15,14.149872
24.0,24,14.212504
31.0,31,14.286426
23.0,23,14.349994
39.0,39,14.45041
16.0,16,14.488394
31.0,31,14.565929
46.0,46,14.678242
16.0,16,14.717357
14.0,14,14.751965
16.0,16,14.792838
17.0,17,14.839035
24.0,24,14.906705
37.0,37,15.019031
15.0,15,15.076768
22.0,22,15.132846
54.0,54,15.278168
15.0,15,15.316959
27.0,27,15.38962
29.0,29,15.465155
24.0,24,15.526278
10.0,10,15.550874
22.0,22,15.612694
31.0,31,15.695674
16.0,16,15.737033
32.0,32,15.822679
38.0,38,18.733742
25.0,25,18.795613
18.0,18,18.84032
48.0,48,18.956379
39.0,39,19.054356
49.0,49,19.187134
38.0,38,19.296068
39.0,39,19.430277
35.0,35,19.525876
18.0,18,19.574158
46.0,46,19.69907
23.0,23,19.761177
18.0,18,19.808979
13.0,13,19.846016
91.0,91,20.091478
37.0,37,20.190613
102.0,102,20.472303
34.0,34,20.564883
32.0,32,20.64638
140.0,140,21.005745
25.0,25,21.06474
13.0,13,23.323657
39.0,39,23.424797
81.0,81,23.68043
79.0,79,23.895383
38.0,38,23.995819
45.0,45,24.118915
60.0,60,24.278239
37.0,37,24.376812
15.0,15,24.418006
14.0,14,24.454464
20.0,20,24.511902
31.0,31,24.589951
40.0,40,24.694807
30.0,30,24.7774
19.0,19,24.829201
59.0,59,24.98535
32.0,32,25.069424
62.0,62,25.22279
24.0,24,25.284411
53.0,53,25.413323
25.0,25,25.477288
46.0,46,25.595968
31.0,31,25.678717
97.0,97,25.970442
14.0,14,26.00684
104.0,104,26.288205
42.0,42,29.173814
54.0,54,29.317625
50.0,50,29.448298
29.0,29,29.52036
56.0,56,29.658158
43.0,43,29.765288
67.0,67,29.937397
33.0,33,30.032718
43.0,43,30.173765
121.0,121,30.492434
49.0,49,30.620668
67.0,67,30.799048
79.0,79,31.010845
63.0,63,31.180971
17.0,17,31.223973
81.0,81,31.437449
62.0,62,31.599186
16.0,16,31.639393
103.0,103,31.893739
114.0,114,32.18788
14.0,14,32.2308
101.0,101,32.526807
42.0,42,32.635229
100.0,100,32.897949
80.0,80,33.10432
38.0,38,33.209072
51.0,51,33.335345
107.0,107,33.602729
117.0,117,33.89104
17.0,17,33.926772
84.0,84,34.118073
100.0,100,34.376117
30.0,30,34.485129
26.0,26,37.431124
73.0,73,37.62583
60.0,60,37.779363
140.0,140,38.133202
129.0,129,38.442666
137.0,137,38.827696
39.0,39,38.930053
187.0,187,39.42509
99.0,99,39.690882
96.0,96,39.938856
126.0,126,40.261836
79.0,79,40.454968
85.0,85,40.656224
119.0,119,41.00443
68.0,68,41.183125
14.0,14,41.217662
170.0,170,41.666411
77.0,77,41.873463
43.0,43,41.98588
190.0,190,45.357174
135.0,135,48.563779
99.0,99,48.820476
169.0,169,49.23688
150.0,150,49.660773
196.0,196,50.176012
134.0,134,50.528026
145.0,145,50.878646
139.0,139,51.162847
223.0,223,51.710001
156.0,156,52.155542
84.0,84,52.373061
103.0,103,52.637477
72.0,72,52.827967
90.0,90,53.072518
97.0,97,53.324347
167.0,167,56.645802
202.0,202,57.175117
115.0,115,57.480919
163.0,163,57.898123
282.0,282,58.645668
117.0,117,58.952781
168.0,168,59.392845
139.0,139,59.764212
97.0,97,60.009761
127.0,127,60.323262
236.0,236,60.974236
217.0,217,61.54567
173.0,173,61.998014
142.0,142,65.2226
113.0,113,65.523576
229.0,229,66.125752
234.0,234,68.746519
170.0,170,69.160519
191.0,191,69.689599
312.0,312,70.503928
272.0,272,71.160659
131.0,131,71.539124
134.0,134,71.89124
196.0,196,75.269886
121.0,121,75.560326
151.0,151,75.991912
348.0,348,76.901224
271.0,271,77.560217
206.0,206,78.109514
263.0,263,78.772482
137.0,137,79.120492
213.0,213,79.631492
363.0,363,83.040068
274.0,274,83.761193
209.0,209,84.285262
123.0,123,84.649481
113.0,113,84.945947
131.0,131,85.290847
