#{"t_start": 1758206273.7144258, "env_id": "None"}
r,l,t
32.0,32,2.074923
32.0,32,2.107354
32.0,32,2.14363
14.0,14,2.157726
44.0,44,2.201816
25.0,25,2.231053
19.0,19,2.250174
52.0,52,2.302127
23.0,23,2.329314
17.0,17,2.346603
12.0,12,2.358753
28.0,28,2.386754
12.0,12,2.398783
29.0,29,2.431964
20.0,20,2.45205
50.0,50,2.502261
26.0,26,2.528303
60.0,60,2.592293
12.0,12,2.604373
24.0,24,2.628355
29.0,29,2.661518
14.0,14,2.675538
22.0,22,2.697702
15.0,15,2.712828
20.0,20,2.732857
31.0,31,2.767933
16.0,16,2.783953
33.0,33,2.816918
19.0,19,2.83604
14.0,14,2.854017
32.0,32,2.886432
16.0,16,2.902725
29.0,29,2.931744
25.0,25,2.960985
20.0,20,2.981318
9.0,9,2.990535
22.0,22,3.012851
16.0,16,3.02893
19.0,19,3.047944
31.0,31,3.082839
24.0,24,3.106804
16.0,16,3.122848
28.0,28,3.150808
16.0,16,3.170705
16.0,16,3.186656
16.0,16,3.202653
18.0,18,3.220573
18.0,18,3.238463
22.0,22,3.264266
10.0,10,3.274235
95.0,95,3.372362
15.0,15,3.387344
16.0,16,3.403272
21.0,21,3.424137
14.0,14,3.43808
16.0,16,3.453999
17.0,17,3.474926
9.0,9,3.484009
16.0,16,3.499978
25.0,25,3.524828
15.0,15,3.539737
14.0,14,3.553679
79.0,79,3.635849
21.0,21,3.656772
15.0,15,3.671704
20.0,20,3.695441
19.0,19,3.714314
14.0,14,3.728216
15.0,15,3.743186
29.0,29,3.771938
9.0,9,3.784897
20.0,20,3.804784
29.0,29,3.833616
16.0,16,3.849553
28.0,28,3.877363
50.0,50,3.931024
19.0,19,3.949906
26.0,26,3.975788
16.0,16,3.995693
22.0,22,4.017588
24.0,24,4.045938
10.0,10,4.055943
27.0,27,4.082774
33.0,33,4.119924
10.0,10,4.129876
16.0,16,4.145792
12.0,12,4.157733
13.0,13,4.170658
66.0,66,6.255781
33.0,33,6.292942
32.0,32,6.325123
51.0,51,6.376586
49.0,49,6.430458
17.0,17,6.447773
23.0,23,6.470782
38.0,38,6.513268
25.0,25,6.538243
16.0,16,6.554296
82.0,82,6.638729
29.0,29,6.667702
23.0,23,6.690758
34.0,34,6.728862
51.0,51,6.779984
38.0,38,6.821915
16.0,16,6.83798
26.0,26,6.863971
38.0,38,6.909073
28.0,28,6.937188
16.0,16,6.953257
22.0,22,6.975358
21.0,21,6.996376
25.0,25,7.025622
21.0,21,7.046656
37.0,37,7.083976
39.0,39,7.125666
27.0,27,7.152741
30.0,30,7.183233
27.0,27,7.210627
15.0,15,7.229753
20.0,20,7.250146
28.0,28,7.278159
29.0,29,7.307169
58.0,58,7.369229
19.0,19,7.388248
27.0,27,7.415295
60.0,60,7.47907
24.0,24,7.503121
33.0,33,7.540105
30.0,30,7.570037
27.0,27,7.597021
57.0,57,7.657811
42.0,42,7.6998
19.0,19,7.718775
25.0,25,7.747786
46.0,46,7.79377
39.0,39,7.832772
41.0,41,7.877747
28.0,28,7.905712
30.0,30,7.935649
12.0,12,7.956481
12.0,12,7.968579
65.0,65,8.033626
19.0,19,8.056757
31.0,31,8.087766
17.0,17,8.104771
16.0,16,8.12084
45.0,45,8.169713
11.0,11,8.180737
27.0,27,8.207714
10.0,10,8.217757
29.0,29,8.246781
19.0,19,8.269727
18.0,18,8.287758
33.0,33,8.320868
85.0,85,10.153325
46.0,46,10.199491
79.0,79,10.282331
36.0,36,10.31837
23.0,23,10.345237
18.0,18,10.363395
13.0,13,10.376422
30.0,30,10.40644
14.0,14,10.420445
13.0,13,10.437404
39.0,39,10.47629
32.0,32,10.508309
35.0,35,10.547286
14.0,14,10.56131
20.0,20,10.581281
18.0,18,10.59926
15.0,15,10.614282
84.0,84,10.702543
73.0,73,10.779183
29.0,29,10.808224
29.0,29,10.837178
37.0,37,10.878062
109.0,109,10.991452
51.0,51,11.845097
31.0,31,11.876189
33.0,33,11.913311
17.0,17,11.930335
22.0,22,11.952443
73.0,73,12.029175
19.0,19,12.048137
38.0,38,12.086082
27.0,27,12.117522
48.0,48,12.16546
61.0,61,12.231077
15.0,15,12.246099
32.0,32,12.278024
34.0,34,12.31627
85.0,85,12.400898
49.0,49,12.454174
47.0,47,12.501068
14.0,14,12.51508
64.0,64,12.582911
61.0,61,12.647698
57.0,57,12.704602
18.0,18,12.722567
18.0,18,12.744446
93.0,93,12.841163
15.0,15,12.856171
79.0,79,12.938847
34.0,34,12.972801
27.0,27,12.999739
106.0,106,14.816173
95.0,95,14.914969
95.0,95,15.013607
50.0,50,15.063511
16.0,16,15.079597
25.0,25,15.104607
131.0,131,15.243253
65.0,65,15.308028
39.0,39,15.350865
76.0,76,15.430835
49.0,49,15.479692
13.0,13,15.492687
95.0,95,15.591219
59.0,59,15.653975
25.0,25,15.678905
103.0,103,15.785158
107.0,107,15.895566
14.0,14,15.909609
49.0,49,15.962364
93.0,93,16.059264
71.0,71,16.130065
118.0,118,16.251533
50.0,50,16.305216
