#{"t_start": 1756059090.4280515, "env_id": "None"}
r,l,t
32.0,32,2.130989
32.0,32,2.292038
32.0,32,2.459949
14.0,14,2.530747
44.0,44,2.769932
25.0,25,2.901282
19.0,19,3.00026
52.0,52,3.276118
23.0,23,3.394379
17.0,17,3.475653
12.0,12,3.535719
28.0,28,3.683414
12.0,12,3.744335
29.0,29,3.899472
20.0,20,4.005972
50.0,50,4.268117
26.0,26,4.409295
60.0,60,4.739506
12.0,12,4.800445
24.0,24,4.934577
29.0,29,5.08302
14.0,14,5.161167
22.0,22,5.280122
15.0,15,5.359876
20.0,20,5.468225
31.0,31,5.628886
16.0,16,5.71265
33.0,33,5.891263
19.0,19,5.990582
14.0,14,6.065891
32.0,32,6.233383
16.0,16,6.320164
29.0,29,6.471823
25.0,25,6.619446
20.0,20,6.724041
9.0,9,6.76918
22.0,22,6.88749
16.0,16,6.969201
19.0,19,7.069445
31.0,31,7.233542
24.0,24,7.351241
16.0,16,9.707777
34.0,34,9.844949
80.0,80,10.156347
20.0,20,10.231449
13.0,13,10.274989
30.0,30,10.410877
26.0,26,10.539663
10.0,10,10.578474
18.0,18,10.662508
41.0,41,10.86164
21.0,21,10.954729
47.0,47,11.157853
15.0,15,11.225323
13.0,13,11.287613
73.0,73,11.658463
127.0,127,12.235655
47.0,47,12.48215
31.0,31,12.617957
46.0,46,12.824135
65.0,65,13.120675
20.0,20,13.220485
24.0,24,13.332557
42.0,42,13.521938
117.0,117,14.094737
44.0,44,14.337141
134.0,134,17.15662
76.0,76,17.489195
17.0,17,17.573909
49.0,49,17.796554
36.0,36,17.955766
27.0,27,18.079675
21.0,21,18.180351
23.0,23,18.304829
85.0,85,18.690669
19.0,19,18.774187
31.0,31,18.916331
25.0,25,19.038864
41.0,41,19.242757
43.0,43,19.43362
15.0,15,19.499121
26.0,26,19.61126
39.0,39,19.802042
48.0,48,20.040316
54.0,54,20.292042
22.0,22,20.388914
16.0,16,20.463343
54.0,54,20.721706
29.0,29,20.856765
31.0,31,20.992653
57.0,57,21.243647
21.0,21,23.406406
95.0,95,23.89706
92.0,92,24.387087
65.0,65,24.720438
19.0,19,24.820032
25.0,25,24.945958
98.0,98,25.461647
73.0,73,25.82809
69.0,69,26.163579
60.0,60,26.444118
31.0,31,26.598929
13.0,13,26.661621
14.0,14,26.732374
66.0,66,27.030345
12.0,12,27.086163
89.0,89,27.496021
20.0,20,27.596528
39.0,39,27.769742
17.0,17,27.855313
14.0,14,27.920733
157.0,157,30.695037
24.0,24,30.813489
105.0,105,31.304508
25.0,25,31.418684
52.0,52,31.682606
72.0,72,32.028788
130.0,130,32.643158
92.0,92,33.112316
163.0,163,33.849524
59.0,59,34.1254
203.0,203,35.094324
111.0,111,37.593052
69.0,69,37.893323
140.0,140,38.560102
110.0,110,39.033921
103.0,103,39.515197
46.0,46,39.714813
89.0,89,40.133204
118.0,118,40.684601
95.0,95,41.073161
120.0,120,41.598939
43.0,43,41.790874
26.0,26,41.900797
140.0,140,44.60064
152.0,152,45.239957
29.0,29,45.366354
82.0,82,45.718757
282.0,282,46.950158
155.0,155,47.65477
84.0,84,48.02019
149.0,149,50.869137
173.0,173,51.592094
111.0,111,52.064326
149.0,149,52.787072
158.0,158,53.483951
207.0,207,54.400467
146.0,146,55.039898
223.0,223,58.347631
129.0,129,58.931861
169.0,169,59.641338
147.0,147,60.268339
192.0,192,61.082087
143.0,143,61.648012
186.0,186,64.55264
162.0,162,65.19104
49.0,49,65.395585
153.0,153,66.032127
166.0,166,66.743734
250.0,250,70.082247
180.0,180,73.664873
153.0,153,74.402865
313.0,313,76.069417
219.0,219,77.223655
194.0,194,78.155749
218.0,218,81.929183
297.0,297,83.612404
146.0,146,84.480813
207.0,207,85.569392
381.0,381,90.534629
173.0,173,91.627875
500.0,500,94.705741
150.0,150,95.604121
80.0,80,98.834177
327.0,327,100.894338
161.0,161,101.786508
332.0,332,103.697626
43.0,43,104.007921
297.0,297,108.855432
170.0,170,109.968744
235.0,235,111.496103
369.0,369,113.861166
284.0,284,119.18341
386.0,386,122.020265
500.0,500,127.690762
294.0,294,129.454845
500.0,500,132.378496
416.0,416,137.481972
500.0,500,140.748481
497.0,497,146.446492
308.0,308,148.170454
500.0,500,154.371016
309.0,309,156.033432
