#{"t_start": 1756059122.1846752, "env_id": "None"}
r,l,t
28.0,28,1.239355
11.0,11,1.255138
22.0,22,1.283722
34.0,34,1.321903
10.0,10,1.336298
20.0,20,1.362722
14.0,14,1.393392
37.0,37,1.439959
17.0,17,1.653857
10.0,10,1.75684
13.0,13,1.82354
10.0,10,1.838961
20.0,20,1.874224
11.0,11,1.887444
12.0,12,1.900496
16.0,16,1.91939
12.0,12,1.936084
9.0,9,1.94744
10.0,10,1.95976
11.0,11,1.975889
13.0,13,2.003411
11.0,11,2.019352
8.0,8,2.026921
11.0,11,2.039786
20.0,20,2.063402
9.0,9,2.153942
21.0,21,2.21256
13.0,13,2.22904
11.0,11,2.241287
9.0,9,2.252113
12.0,12,2.264963
9.0,9,2.276576
10.0,10,2.29115
12.0,12,2.306675
10.0,10,2.340331
10.0,10,2.36691
15.0,15,2.388492
16.0,16,2.406944
10.0,10,2.418745
9.0,9,2.430148
16.0,16,2.53715
10.0,10,2.549057
15.0,15,2.566965
8.0,8,2.574687
8.0,8,2.585443
10.0,10,2.605295
9.0,9,2.617382
10.0,10,2.631785
8.0,8,2.638696
8.0,8,2.649926
10.0,10,2.66184
10.0,10,2.672815
12.0,12,2.685195
10.0,10,2.698805
8.0,8,2.723429
12.0,12,2.735643
10.0,10,2.747202
9.0,9,2.757736
10.0,10,2.768856
11.0,11,2.78156
9.0,9,2.834651
9.0,9,2.899468
10.0,10,2.943172
9.0,9,2.957351
9.0,9,2.972093
9.0,9,2.982986
21.0,21,3.019955
9.0,9,3.028616
8.0,8,3.039561
8.0,8,3.050668
10.0,10,3.062685
23.0,23,3.088003
13.0,13,3.132231
15.0,15,3.153524
12.0,12,3.171251
12.0,12,3.201169
13.0,13,3.224899
27.0,27,3.445575
19.0,19,3.469068
45.0,45,3.533737
13.0,13,3.552989
59.0,59,3.652219
23.0,23,3.678473
115.0,115,4.09838
60.0,60,4.189192
38.0,38,4.457811
66.0,66,5.842487
64.0,64,6.164167
54.0,54,6.336092
52.0,52,6.400327
49.0,49,6.455931
59.0,59,6.71955
34.0,34,6.84252
118.0,118,6.988331
55.0,55,7.059011
70.0,70,7.401255
54.0,54,7.727314
64.0,64,8.109717
72.0,72,8.389323
58.0,58,8.645313
75.0,75,8.748519
117.0,117,8.902875
146.0,146,10.21634
120.0,120,10.576663
112.0,112,10.763754
108.0,108,11.556627
132.0,132,12.403106
221.0,221,12.865891
151.0,151,13.249591
66.0,66,13.528771
111.0,111,14.360176
109.0,109,14.650842
209.0,209,15.348291
162.0,162,17.428066
87.0,87,17.546872
123.0,123,17.899625
144.0,144,19.453131
146.0,146,20.014184
139.0,139,20.461975
69.0,69,21.12693
138.0,138,22.018567
88.0,88,22.207766
47.0,47,22.54945
58.0,58,22.621711
115.0,115,22.794367
133.0,133,23.221089
209.0,209,23.679197
211.0,211,24.142823
207.0,207,24.552078
281.0,281,25.088662
285.0,285,25.781489
500.0,500,28.110895
395.0,395,29.317487
135.0,135,30.412049
373.0,373,31.341527
324.0,324,33.816369
191.0,191,34.401251
147.0,147,35.693014
79.0,79,36.294033
117.0,117,36.696645
146.0,146,37.437207
88.0,88,37.566903
97.0,97,39.454423
106.0,106,40.145642
140.0,140,40.468551
220.0,220,40.752378
129.0,129,42.074456
158.0,158,43.042399
184.0,184,44.526211
289.0,289,46.103005
150.0,150,48.252208
144.0,144,48.671352
113.0,113,48.82557
120.0,120,48.978647
87.0,87,49.599973
116.0,116,49.758426
50.0,50,49.850606
73.0,73,50.269232
192.0,192,50.865232
176.0,176,51.258479
328.0,328,52.111669
219.0,219,52.548818
173.0,173,52.958064
115.0,115,53.19962
213.0,213,53.802835
114.0,114,54.325553
127.0,127,56.026854
57.0,57,57.424272
80.0,80,58.653294
62.0,62,58.958792
78.0,78,59.449064
96.0,96,59.714171
91.0,91,59.823126
153.0,153,60.068526
105.0,105,61.002261
96.0,96,62.628254
113.0,113,63.921732
109.0,109,64.718779
95.0,95,64.853757
84.0,84,64.963538
105.0,105,67.738685
92.0,92,68.798245
90.0,90,69.331162
113.0,113,69.601567
290.0,290,74.139861
124.0,124,74.844919
81.0,81,74.953975
64.0,64,75.060247
60.0,60,77.17191
52.0,52,77.701875
54.0,54,78.815659
23.0,23,78.996191
41.0,41,79.298101
23.0,23,79.325577
15.0,15,79.346999
27.0,27,79.38107
18.0,18,79.40186
15.0,15,79.420258
14.0,14,79.637241
13.0,13,79.884013
16.0,16,79.970571
12.0,12,79.98415
10.0,10,79.996432
12.0,12,80.012636
11.0,11,80.025501
12.0,12,80.038933
11.0,11,80.061942
15.0,15,80.080007
11.0,11,80.092206
11.0,11,80.104843
10.0,10,80.11696
14.0,14,80.134576
11.0,11,80.147703
13.0,13,80.167249
13.0,13,80.180986
11.0,11,80.193252
10.0,10,80.2062
10.0,10,80.223179
12.0,12,80.242501
10.0,10,80.581783
15.0,15,81.04452
12.0,12,81.091611
11.0,11,81.231206
10.0,10,81.253327
10.0,10,81.283216
11.0,11,81.306601
9.0,9,81.317784
11.0,11,81.502996
9.0,9,81.772231
10.0,10,82.419248
10.0,10,83.337365
12.0,12,84.57418
11.0,11,85.242943
12.0,12,85.649645
11.0,11,85.672378
11.0,11,85.96545
13.0,13,85.980572
11.0,11,86.001006
12.0,12,86.015418
12.0,12,86.030444
15.0,15,86.048584
12.0,12,86.089068
15.0,15,86.563102
22.0,22,88.269456
