#{"t_start": 1758287669.289668, "env_id": "None"}
r,l,t
24.0,24,1.469354
17.0,17,1.492058
9.0,9,1.500257
11.0,11,1.509447
33.0,33,1.54132
23.0,23,1.56365
21.0,21,1.587987
15.0,15,1.602694
13.0,13,1.612801
26.0,26,1.641661
29.0,29,1.67436
49.0,49,1.728654
45.0,45,1.772491
25.0,25,1.798111
39.0,39,1.835339
17.0,17,1.851153
51.0,51,1.907733
15.0,15,1.92436
40.0,40,1.96209
35.0,35,1.999961
51.0,51,2.046637
56.0,56,2.108912
9.0,9,2.118285
31.0,31,2.148
32.0,32,2.178213
39.0,39,2.218043
108.0,108,2.325227
23.0,23,2.347382
56.0,56,2.40618
27.0,27,2.438102
40.0,40,2.480451
18.0,18,2.496524
33.0,33,2.529403
57.0,57,2.582207
38.0,38,2.620894
40.0,40,2.65835
50.0,50,2.706656
56.0,56,2.759054
31.0,31,2.788486
100.0,100,2.882587
88.0,88,2.96818
169.0,169,3.138477
93.0,93,3.22575
29.0,29,3.254181
119.0,119,3.36825
127.0,127,3.490251
135.0,135,3.616421
258.0,258,3.878797
18.0,18,3.895152
84.0,84,3.976319
177.0,177,4.154151
107.0,107,4.255455
90.0,90,4.35129
43.0,43,4.393241
107.0,107,4.493154
23.0,23,4.514821
96.0,96,4.605719
25.0,25,4.632845
130.0,130,4.758887
117.0,117,4.873141
116.0,116,4.985185
153.0,153,5.132146
32.0,32,5.163163
45.0,45,5.210058
129.0,129,5.335044
160.0,160,5.49413
123.0,123,5.612514
150.0,150,5.752079
127.0,127,5.874223
205.0,205,6.071565
143.0,143,6.225369
267.0,267,7.416144
95.0,95,7.507185
262.0,262,7.758761
151.0,151,7.905679
332.0,332,8.224053
377.0,377,8.583966
359.0,359,8.927742
214.0,214,9.130825
124.0,124,9.246584
500.0,500,9.744138
212.0,212,9.950243
120.0,120,10.068436
150.0,150,10.247769
141.0,141,10.392532
169.0,169,10.557095
267.0,267,10.815859
80.0,80,10.891246
140.0,140,11.03392
75.0,75,11.105588
120.0,120,11.236063
114.0,114,11.345825
33.0,33,11.376314
